Year,Month,Day,Time,Latitude,Longitude,Depth,mb,MS,Region,CMT Name,CMT Time,T Err,CMT Lat,Lat Err,CMT Lon,Lon Err,CMT Depth,Depth Err,Exponent,Mrr,Mrr Err,Mtt,Mtt Err,Mpp,Mpp Err,Mrt,Mrt Err,Mrp,Mrp Err,Mtp,Mtp Err,Eigenvalue 1,Plunge 1,Azimuth 1,Eigenvalue 2,Plunge 2,Azimuth 2,Eigenvalue 3,Plunge 3,Azimuth 3,Moment,Strike 1,Dip 1,Rake 1,Strike 2,Dip 2,Rake 2
"1986","7","18",15:07:51.2,-16.35,28.52,14,5.5,4.6,ZAMBIA,B071886A,4.4,0.5,-16.1,0.06,28.36,0.06,15,0,16,-8.947,0.376,5.12,0.382,3.827,0.47,-0.063,1.63,-1.042,1.459,2.02,0.438,6.62,"2","144",2.41,"4","54","-9.030","85","265",7.83e+16,"238","43","-84","50","48","-95"
"1986","9","24",14:19:37.7,-13.62,173.01,620,5.2,0,FIJIISLANDSREGION,B092486A,3.6,0.6,-13.87,0.06,173.08,0.05,634.8,3.5,17,0.049,0.085,1.473,0.123,-1.522,0.132,-0.49,0.107,1.71,0.116,-1.377,0.116,2.57,"27","210",0.25,"49","336","-2.820","28","104",2.69e+17,"248","49","-179","157","89","-41"
"1986","10","11",09:00:13.1,37.96,28.59,24,5.4,5.5,TURKEY,B101186A,2.5,0.6,37.31,0.07,28.71,0.05,15,0,17,-2.142,0.1,3.311,0.144,-1.169,0.108,-0.527,0.372,-1.511,0.236,-1.528,0.095,3.78,"1","197",-0.27,"41","106","-3.510","49","288",3.65e+17,"320","57","-39","74","58","-140"
"1987","2","21",22:19:56.5,55.18,111.21,33,4.7,4.7,LAKEBAIKALREGION,B022187B,-5,1.5,54.4,0.19,110.33,0.35,15,0,16,-2.426,0.416,0.735,0.42,1.691,0.547,-1.002,1.303,-0.858,1.298,0.03,0.417,1.91,"14","103",0.95,"13","197","-2.860","71","327",2.39e+16,"176","33","-114","24","60","-75"
"1987","2","22",01:22:29.2,78.81,126,10,5.2,4.9,EASTOFSEVERNAYAZEMLYA,B022287A,2.8,0.3,78.76,0.05,125.59,0.28,15,0,17,-1.132,0.045,-0.022,0.046,1.154,0.067,-0.487,0.167,-0.122,0.226,-0.562,0.045,1.38,"2","248",-0.02,"24","157","-1.360","66","341",1.37e+17,"0","48","-57","136","51","-122"
"1987","4","28",02:11:05.1,-5.47,68.64,10,4.9,4.7,CHAGOSARCHIPELAGO,B042887B,7.9,0.9,-5.05,0.1,68.56,0.1,15,0,16,-1.453,0.419,-5.102,0.574,6.555,0.522,-0.477,1.461,0.316,2.277,1.272,0.467,6.7,"2","276",-1.39,"82","172","-5.310","8","6",6e+16,"51","83","-4","141","86","-173"
"1987","5","20",13:54:13.6,-61.15,-52.02,10,5.5,4.9,SOUTHSHETLANDISLANDS,B052087B,5,0.5,-61.83,0.09,-52.37,0.24,15,0,16,-3.685,0.379,2.489,0.338,1.197,0.48,0.132,1.377,0.727,1.251,2.369,0.411,4.34,"4","323",-0.54,"9","232","-3.800","80","76",4.07e+16,"62","42","-77","224","50","-102"
"1987","5","25",11:31:54.4,63.88,-19.75,10,5.8,5.8,ICELAND,B052587A,4.2,0.3,64.02,0.04,-19.82,0.09,15,0,17,-2.96,0.218,3.584,0.276,-0.624,0.306,1.302,0.715,-7.121,0.792,7.771,0.225,10.51,"17","136",1.14,"47","27","-11.650","38","240",1.108e+18,"271","50","-18","12","76","-139"
"1987","7","3",18:03:57.2,-6.79,72.24,10,5.3,5.4,CHAGOSARCHIPELIGOREG.,B070387D,8.3,0.3,-6.89,0.04,72.21,0.03,15,0,17,-2.294,0.063,2.244,0.088,0.05,0.084,2.818,0.281,-0.058,0.21,1.104,0.064,3.84,"24","344",-0.12,"14","80","-3.720","62","198",3.78e+17,"48","25","-125","265","70","-75"
"1987","9","22",22:05:15.7,76.44,134.25,13,5.6,5.1,LAPTEVSEA,B092287D,3,0.2,76.02,0.03,134.5,0.16,15,0,17,-1.854,0.049,-0.647,0.073,2.501,0.075,-0.372,0.178,0.406,0.324,-0.457,0.051,2.61,"6","261",-0.64,"14","170","-1.980","75","14",2.29e+17,"6","41","-69","159","52","-107"
"1987","10","7",22:29:29.4,6.35,35.88,10,5.2,0,ETHIOPIA,B100787C,-0.1,0.7,6.54,0.09,37.31,0.09,15,0,16,-6.36,0.309,1.826,0.408,4.534,0.493,-2.969,1.541,-7.105,1.485,2.654,0.342,9.78,"25","118",0.29,"4","26","-10.060","64","288",9.92e+16,"216","20","-79","24","71","-94"
"1987","10","25",16:46:12.9,5.41,36.73,10,5.5,6.2,ETHIOPIA,B102587A,10,0.7,5.77,0.07,36.4,0.07,15,0,18,-1.83,0.1,0.083,0.118,1.746,0.135,0.262,0.413,-1.218,0.447,1.279,0.135,2.65,"12","115",-0.26,"23","20","-2.390","64","232",2.52e+18,"232","38","-51","7","61","-116"
"1987","10","28",08:58:29.2,5.72,36.69,10,5.3,5.6,ETHIOPIA,B102887A,7.2,0.2,5.92,0.02,36.65,0.03,15,0,17,-9.93,0.168,0.15,0.195,9.779,0.244,1.043,0.544,-0.594,0.712,4.871,0.183,11.81,"0","113",-1.71,"8","23","-10.100","82","205",1.096e+18,"211","45","-78","15","46","-102"
"1988","1","1",14:36:09.4,74.63,130.98,10,5.1,4.6,LAPTEVSEA,B010188A,3,0.9,74.39,0.12,129.14,0.53,15,0,16,-4.612,0.415,0.452,0.511,4.16,0.672,-2.814,1.573,-2.64,2.071,0.588,0.412,5.3,"19","108",1.03,"15","203","-6.330","65","330",5.82e+16,"175","29","-122","31","65","-73"
"1988","3","6",14:23:17.0,-5.37,68.68,10,5.2,4.3,CHAGOSARCHIPELAGOREGIO,B030688A,7.7,1.5,-5.23,0.12,68.89,0.11,15,0,16,-0.78,0.366,-5.187,0.449,5.967,0.564,-0.587,1.305,-0.473,1.21,-0.169,0.354,6,"4","89",-0.73,"82","207","-5.270","7","359",5.63e+16,"134","82","-178","44","88","-8"
"1988","3","21",23:31:21.6,77.62,125.48,10,6,6,LAPTEVSEA,C032188B,3.1,0.3,77.64,0.03,125.78,0.11,15,0,18,-3.748,0.053,-0.078,0.036,3.826,0.042,1.036,0.515,-1.563,0.467,-0.836,0.041,4.38,"12","77",-0.14,"9","345","-4.240","75","219",4.31e+18,"178","34","-73","339","58","-101"
"1988","6","10",11:31:52.9,-6.94,72.2,22,5.5,5.2,CHAGOSARCHIPELIGO,B061088B,3.8,0.8,-7.12,0.09,72.38,0.07,15,0,17,-1.06,0.074,0.9,0.107,0.16,0.083,2.926,0.281,0.008,0.185,-0.198,0.069,3.01,"36","4",0.16,"4","271","-3.170","54","176",3.09e+17,"112","10","-69","271","81","-94"
"1989","1","30",04:06:22.7,38.82,-111.61,24,5,4.8,UTAH,B013089A,10,1,39.29,0.1,-112.09,0.08,24,0,16,-1.003,0.621,-8,0.993,9.003,0.841,0,0,0,0,-7.387,0.803,11.76,"0","250",-1,"90","180","-10.760","0","160",1.126e+17,"295","90","180","25","90","0"
"1989","2","3",15:18:25.4,64.58,-17.37,10,5.2,4.7,ICELAND,B020389B,3.6,1.5,64.56,0.16,-17.26,0.3,15,0,16,5.155,0.453,-4.263,0.626,-0.892,0.41,-1.264,1.642,0.11,1.551,0.379,0.478,5.32,"82","180",-0.85,"1","276","-4.470","7","6",4.9e+16,"97","38","91","276","52","89"
"1989","2","19",14:28:46.3,37.01,28.32,10,4.7,0,TURKEY,B021989E,8,2,37.01,0,28.32,0,15,0,17,-1.361,0.224,1.596,0.275,-0.235,0.143,0.715,0.792,0.064,0.356,0.006,0.225,1.76,"13","359",-0.23,"3","269","-1.530","77","168",1.64e+17,"93","32","-85","267","58","-93"
"1989","2","24",00:40:34.9,37.76,29.44,17,5,4.6,TURKEY,B022489A,10.4,0.7,37.76,0,29.44,0,15,0,17,-1.029,0.047,1.048,0.078,-0.019,0.05,0.263,0.211,0.081,0.128,-0.298,0.04,1.15,"6","14",-0.08,"8","283","-1.080","80","141",1.11e+17,"113","39","-77","276","52","-100"
"1989","3","9",02:37:00.6,-13.76,34.32,33,5.8,5.5,MALAWI,B030989A,5.4,0.8,-13.44,0.06,34.33,0.06,15,0,17,-2.289,0.064,0.684,0.087,1.604,0.092,0.849,0.256,-2.587,0.259,-1.448,0.071,3.8,"24","59",-0.21,"11","154","-3.580","64","266",3.69e+17,"128","23","-118","338","69","-79"
"1989","3","10",21:49:45.9,-13.78,34.34,33,6.2,6.1,MALAWI,C031089D,7.9,0.3,-13.4,0.03,34.34,0.02,15,0,18,-1.683,0.026,0.406,0.023,1.277,0.022,1.075,0.13,-2.345,0.137,-0.856,0.023,3.16,"28","61",-0.1,"3","153","-3.060","62","250",3.11e+18,"142","17","-102","334","73","-86"
"1989","3","16",07:23:55.8,-63.34,-61.03,10,5.3,4.8,SOUTHSHETLANDISLANDS,B031689A,6.2,0.5,-63.96,0.08,-61.41,0.24,15,0,17,-0.742,0.061,0.484,0.064,0.258,0.085,1.377,0.197,-0.457,0.188,0.108,0.06,1.4,"34","10",0.33,"6","104","-1.740","56","202",1.57e+17,"77","12","-118","285","79","-84"
"1989","3","23",07:38:47.5,-6.93,72.3,10,5,0,CHAGOSARCHIPELIGOREG.,B032389A,6.8,1.4,-7.58,0.19,72.11,0.16,15,0,16,-0.48,0.4,1.385,0.593,-0.905,0.662,6.587,0.941,1.116,1.35,1.738,0.389,7.6,"40","342",-1.38,"11","82","-6.220","48","185",6.91e+16,"13","12","-159","263","86","-79"
"1989","4","13",12:17:32.0,13.37,39.83,33,4.9,0,ETHIOPIA,B041389C,-6.3,0.9,12.94,0.06,39.48,0.06,15,0,17,-1.605,0.044,0.212,0.061,1.392,0.059,0.536,0.191,-0.25,0.193,-0.691,0.05,1.77,"8","64",-0.02,"13","332","-1.750","75","185",1.76e+17,"168","39","-70","323","54","-106"
"1989","4","15",23:48:37.2,-13.69,171.89,616,5.3,0,VANUATUISLANDS,B041589C,5.7,1.6,-13.69,0,171.89,0,575,10.8,17,0.555,0.264,0.054,0.684,-0.608,0.602,0.226,0.491,-2.121,0.57,-1.616,0.365,2.73,"41","55",0.02,"36","185","-2.750","28","298",2.74e+17,"80","37","168","179","83","53"
"1989","4","27",23:06:51.4,37.06,28.29,10,5.3,5,TURKEY,B042789D,3.9,0.6,36.71,0.05,27.75,0.08,15,0,17,-1.629,0.08,2.149,0.113,-0.519,0.078,0.603,0.306,-0.095,0.203,-0.197,0.085,2.26,"9","4",-0.53,"2","95","-1.730","81","200",1.99e+17,"92","36","-94","276","54","-87"
"1989","4","28",13:30:17.9,37.01,28.25,11,5.1,4.9,TURKEY,B042889E,4.9,0.5,36.95,0.04,27.79,0.06,15,0,17,-2.104,0.091,2.47,0.125,-0.366,0.081,0.306,0.339,-0.275,0.232,-0.396,0.099,2.55,"4","8",-0.39,"7","99","-2.160","81","249",2.35e+17,"90","41","-101","285","50","-80"
"1989","5","13",03:35:02.7,50.14,105.32,33,5.7,5.6,USSR-MONGOLIABORDERREG,B051389A,1.6,0.4,50.32,0.05,105.93,0.09,15,0,17,-0.828,0.155,3.067,0.139,-2.24,0.176,-1.012,0.471,0.471,0.317,2.12,0.17,3.95,"10","162",-0.7,"69","278","-3.240","19","69",3.59e+17,"206","70","-174","114","84","-20"
"1989","6","8",06:24:08.1,6.8,37.85,10,5,0,ETHIOPIA,B060889A,9.4,1.5,7.35,0.16,38.16,0.13,15,0,16,-2.424,0.341,-0.451,0.604,2.876,0.439,0,0,0,0,1.349,0.39,3.35,"0","110",-0.93,"0","20","-2.420","90","180",2.89e+16,"200","45","-90","20","45","-90"
"1989","6","20",23:40:39.0,-3.88,87,10,5.2,4.6,SOUTHINDIANOCEAN,B062089C,5.7,0.8,-3.39,0.08,86.89,0.08,15,0,16,7.173,0.582,-7.849,0.656,0.677,0.931,4.591,3.057,7.21,1.489,-1.155,0.555,12.37,"58","288",-2.13,"23","59","-10.240","22","159",1.13e+17,"284","31","139","51","70","66"
"1989","8","5",06:55:51.0,76.13,134.53,10,5.3,4.9,LAPTEVSEA,B080589A,5.7,0.3,75.72,0.05,133.9,0.2,15,0,17,-1.319,0.055,0.096,0.058,1.224,0.065,0.014,0.203,0.23,0.263,-0.204,0.058,1.28,"5","260",0.06,"2","350","-1.340","85","104",1.31e+17,"348","40","-93","172","50","-87"
"1989","8","20",11:16:56.1,11.75,41.94,10,5.8,6.3,ETHIOPIA,C082089B,11.5,0.2,11.99,0.02,42.04,0.02,15.8,0.8,18,-5.864,0.077,4.633,0.08,1.231,0.067,0,0,0,0,-3.087,0.063,6.46,"0","211",-0.59,"0","121","-5.860","90","180",6.16e+18,"301","45","-90","121","45","-90"
"1989","8","20",11:46:27.9,11.86,41.9,10,5.3,5.7,ETHIOPIA,B082089C,5.8,0.7,11.86,0,41.9,0,15,0,18,-1.627,0.066,1.157,0.094,0.47,0.096,-0.205,0.331,0.579,0.262,-0.501,0.078,1.49,"9","211",0.29,"11","302","-1.780","76","84",1.63e+18,"288","38","-109","130","55","-76"
"1989","8","20",18:39:47.9,11.79,41.81,10,5.4,0,ETHIOPIA,B082089E,-3.3,1.7,11.32,0.12,41.42,0.11,15,0,17,-3.878,0.258,3.282,0.378,0.596,0.305,0,0,0,0,-1.47,0.276,3.93,"0","204",-0.05,"0","114","-3.880","90","180",3.9e+17,"294","45","-90","114","45","-90"
"1989","8","20",19:25:56.1,11.9,41.82,10,6.1,5.6,ETHIOPIA,C082089F,10.7,0.2,12.4,0.02,41.91,0.02,15,0,18,-1.393,0.019,1.425,0.025,-0.032,0.022,-0.544,0.093,0.192,0.074,-0.472,0.022,1.67,"11","197",-0.17,"1","287","-1.500","79","23",1.59e+18,"285","34","-92","108","56","-89"
"1989","8","21",01:09:05.7,11.87,41.84,10,6.3,6.2,ETHIOPIA,C082189A,10.3,0.1,12.19,0.01,41.88,0.01,15,0,18,-4.98,0.051,4.832,0.063,0.148,0.056,0.056,0.244,0.628,0.201,-1.785,0.053,5.44,"1","199",-0.37,"8","289","-5.060","82","103",5.25e+18,"281","45","-101","116","46","-79"
"1989","8","21",05:03:05.7,11.95,41.75,10,5.8,5.7,ETHIOPIA,B082189B,7,0.3,12.17,0.03,41.56,0.03,15,0,18,-1.434,0.027,1.532,0.039,-0.098,0.035,-0.302,0.13,-0.152,0.106,-0.324,0.032,1.62,"5","190",-0.13,"9","99","-1.490","80","310",1.55e+18,"290","41","-77","92","51","-101"
"1989","8","21",05:05:45.9,11.92,41.71,10,5.2,0,ETHIOPIA,B082189C,7.6,0.7,11.92,0,41.71,0,15,0,17,-4.219,1.244,5.312,1.723,-1.093,0.892,0,0,0,0,-4.15,0.953,7.35,"0","206",-3.13,"0","116","-4.220","90","180",5.79e+17,"296","45","-90","116","45","-90"
"1989","8","21",07:07:38.6,11.84,41.73,10,5,0,ETHIOPIA,B082189D,-2.4,2,11.1,0.18,41.18,0.14,15,0,16,-9.543,0.665,8.853,0.828,0.689,0.768,-5.147,3.12,0.39,2.792,-3.133,0.855,11.13,"14","197",-0.23,"6","106","-10.900","75","352",1.102e+17,"296","32","-78","102","59","-97"
"1989","9","5",20:49:34.1,-11.8,34.46,10,5,0,MALAWI,B090589G,7.1,2.5,-11.8,0,34.46,0,19.8,16.3,16,6.344,1.763,1.139,1.559,-7.482,2.609,9.723,8.288,-7.469,7.065,-7.726,2.509,18.22,"46","33",-5.98,"43","197","-12.240","8","295",1.523e+17,"63","52","149","173","66","42"
"1989","10","3",23:10:50.8,80.69,121.81,10,5.2,4.7,EASTOFSEVERNAYAZEMLYA,B100389C,5.7,0.7,80.24,0.08,121.66,0.58,15,0,17,-1.738,0.108,0.564,0.114,1.175,0.146,-0.634,0.547,0.345,0.595,-0.957,0.159,1.99,"10","232",-0.08,"9","141","-1.900","76","9",1.95e+17,"334","36","-74","134","56","-101"
"1989","10","18",14:57:22.3,39.9,113.84,10,5.2,5.4,NORTHEASTERNCHINA,B101889F,4.8,0.4,39.83,0.07,113.61,0.12,15,0,17,-0.277,0.127,1.161,0.068,-0.885,0.118,-0.288,0.302,0.124,0.173,0.922,0.127,1.54,"7","160",-0.26,"76","278","-1.290","12","68",1.42e+17,"204","76","-176","113","86","-14"
"1989","10","18",17:01:35.3,40.08,113.96,10,5.2,5.7,NORTHEASTERNCHINA,B101889H,4.1,0.1,39.77,0.03,113.49,0.04,15,0,17,-0.642,0.105,2.386,0.068,-1.744,0.108,-0.701,0.3,0.339,0.199,2.492,0.106,3.61,"7","155",-0.55,"74","270","-3.070","14","64",3.34e+17,"200","75","-175","109","85","-15"
"1989","10","18",18:20:47.3,40.09,113.92,10,5.4,5.3,NORTHEASTERNCHINA,B101889I,2.5,0.5,39.63,0.06,113.84,0.11,15,0,16,-9.048,0.996,9.649,0.672,-0.601,1.063,0.276,3.011,8.455,2.44,7.144,0.994,14.15,"11","328",0.68,"33","231","-14.830","54","75",1.449e+17,"92","44","-39","212","64","-127"
"1989","10","21",03:29:34.2,-5.24,68.56,10,5.2,5.1,CHAGOSARCHIPELIGOREGIO,B102189A,4.6,1,-5.72,0.1,68.46,0.08,15,0,17,-1.139,0.079,0.478,0.111,0.661,0.135,1.928,0.266,-1.81,0.257,-0.636,0.074,2.92,"33","46",-0.06,"2","314","-2.860","57","221",2.89e+17,"145","12","-79","314","78","-92"
"1989","10","25",20:28:59.7,57.51,118.8,21,5.4,5.5,EASTOFLAKEBAIKAL,B102589A,4.1,0.5,57.81,0.08,118.65,0.17,15,0,17,-1.377,0.118,1.252,0.133,0.125,0.156,0.206,0.512,0.272,0.426,0.94,0.133,1.82,"6","330",-0.39,"7","239","-1.430","81","97",1.62e+17,"68","40","-78","233","51","-100"
"1989","11","17",04:05:18.4,80.57,122.17,10,5.1,5.4,EASTOFSEVERNAYAZEMLYA,B111789A,7.8,0.4,80.57,0,122.17,0,15,0,17,-2.545,0.154,0.071,0.129,2.474,0.219,-3.205,0.34,2.381,0.377,-1.254,0.151,4.81,"27","236",0.13,"16","137","-4.940","58","21",4.88e+17,"359","23","-46","133","74","-106"
"1990","3","13",00:32:58.9,73.31,134.96,16,5.4,4.8,LAPTEVSEA,B031390B,-2.9,1,73.08,0.12,136.66,0.6,15,0,17,-1.042,0.174,0.064,0.089,0.978,0.18,0,0,0,0,0.1,0.158,0.99,"0","96",0.05,"0","6","-1.040","90","180",1.02e+17,"186","45","-90","6","45","-90"
"1990","4","5",19:20:44.4,-2.94,35.95,10,5.2,0,TANZANIA,B040590B,4.5,0.8,-3.05,0.1,36.05,0.07,15,0,16,-3.89,0.482,-1.855,0.682,5.745,0.446,0,0,0,0,-1.022,0.413,5.88,"0","262",-1.99,"0","172","-3.890","90","180",4.88e+16,"352","45","-90","172","45","-90"
"1990","5","15",15:21:28.8,-2.96,35.85,10,5.5,4.7,TANZANIA,B051590B,-0.4,1.7,-3.43,0.14,35.77,0.1,15,0,17,-1.521,0.098,0.57,0.1,0.952,0.151,0.058,0.419,0.874,0.39,-0.235,0.104,1.29,"16","253",0.52,"8","346","-1.810","72","100",1.55e+17,"332","29","-106","170","62","-81"
"1990","5","15",16:24:20.6,-3.01,36,10,5.4,5.2,TANZANIA,B051590C,4.7,0.8,-3.12,0.08,35.4,0.07,15,0,17,-1.424,0.096,2.551,0.099,-1.127,0.144,0.764,0.41,-0.385,0.271,0.06,0.098,2.69,"11","0",-0.9,"30","96","-1.790","58","253",2.24e+17,"59","43","-136","294","62","-56"
"1990","5","20",02:21:59.7,5.04,32.11,7,6.6,7.2,SUDAN,C052090A,7.8,0.2,5.32,0.01,32.29,0.02,15,0,19,-1.497,0.059,5.496,0.045,-3.999,0.051,-2.728,0.357,0.488,0.342,-0.168,0.046,6.44,"19","182",-2.34,"66","324","-4.110","13","87",5.28e+19,"224","67","176","315","86","23"
"1990","5","24",19:34:43.4,5.29,31.86,10,6.1,6.8,SUDAN,B052490A,10.2,0.5,5.93,0.04,31.64,0.03,15,0,18,-5.58,0.099,5.509,0.123,0.071,0.141,-1.591,0.491,0.092,0.326,3.061,0.115,7.04,"6","156",-1.19,"9","247","-5.860","79","31",6.45e+18,"236","39","-104","74","52","-79"
"1990","5","24",20:00:07.0,5.34,31.91,10,6.6,7,SUDAN,C052490B,14.7,0.2,5.7,0.02,31.67,0.02,15,0,19,-3.549,0.052,4.412,0.04,-0.863,0.047,-1.609,0.305,1.531,0.307,1.206,0.044,4.87,"9","171",-0.2,"26","265","-4.670","62","63",4.77e+19,"232","43","-131","102","59","-59"
"1990","7","9",15:11:19.5,5.36,31.66,10,6,6.4,SUDAN,C070990B,8.3,0.2,5.83,0.02,31.6,0.02,15,0,18,-1.729,0.029,2.158,0.03,-0.43,0.036,1.759,0.108,-0.663,0.1,1.894,0.028,3.48,"14","336",-0.34,"37","77","-3.140","50","229",3.31e+18,"28","44","-149","274","69","-50"
"1990","7","18",11:29:23.9,37,29.64,10,5.2,4.7,TURKEY,B071890C,10.1,0.5,37,0,29.64,0,15,0,17,-1.897,0.072,2.326,0.096,-0.429,0.062,0.111,0.268,-0.488,0.148,0.419,0.074,2.39,"1","352",-0.33,"18","82","-2.060","72","260",2.22e+17,"65","47","-114","278","48","-66"
"1990","7","28",16:46:02.5,5.21,32.65,10,5.4,5,SUDAN,B072890C,9.9,1.4,6,0.11,32.05,0.05,15,0,17,-1.073,0.05,1.345,0.053,-0.272,0.068,0,0,0,0,-0.205,0.055,1.37,"0","187",-0.3,"0","97","-1.070","90","180",1.22e+17,"277","45","-90","97","45","-90"
"1990","9","4",01:48:05.0,-0.35,28.99,33,5,5,ZAIREREPUBLIC,B090490A,3.1,1.4,-0.12,0.13,29.42,0.08,15,0,17,-0.081,0.035,-1.072,0.042,1.153,0.051,0.07,0.123,-0.299,0.138,0.116,0.04,1.23,"13","92",-0.14,"76","295","-1.090","5","184",1.16e+17,"229","77","6","137","84","167"
"1990","9","7",00:12:26.1,5.44,31.64,10,5.2,5.2,SUDAN,B090790A,-2.6,1.4,5.1,0.09,31.56,0.05,15,0,17,-1.276,0.065,1.857,0.066,-0.582,0.082,1.088,0.232,-1.131,0.174,0.686,0.07,2.24,"15","352",0.25,"35","93","-2.490","51","243",2.37e+17,"44","43","-147","289","68","-52"
"1990","9","15",23:07:42.6,64.71,-17.51,10,5.4,5.2,ICELAND,B091590B,7.2,0.4,64.48,0.06,-17.35,0.13,15,0,17,3.066,0.11,-1.897,0.181,-1.169,0.144,1.212,0.461,0.664,0.486,0.012,0.107,3.44,"75","328",-1.24,"6","80","-2.200","14","172",2.82e+17,"270","32","101","77","59","83"
"1990","10","26",18:17:35.5,56.17,110.11,21,5.1,4.9,LAKEBAIKALREGION,B102690B,1.3,0.7,56.26,0.1,110.62,0.21,15,0,16,-3.346,0.589,5.681,0.657,-2.336,0.743,-2.482,2.504,4.771,1.652,3.41,0.686,7,"5","162",1.82,"45","258","-8.820","44","67",7.91e+16,"215","56","-149","106","65","-38"
"1990","10","30",14:03:35.5,63.06,-24.43,5,4.9,4.4,ICELAND,B103090B,8,1.7,63.59,0.22,-25.14,0.21,15,0,16,-2.84,0.36,0.331,0.585,2.509,0.372,0,0,0,0,0.7,0.384,2.71,"0","106",0.13,"0","16","-2.840","90","180",2.78e+16,"196","45","-90","16","45","-90"
"1991","1","13",11:54:36.8,-2.86,84.61,10,5.9,5.4,SOUTHINDIANOCEAN,B011391A,4.9,0.6,-3.1,0.05,84.25,0.05,15,0,17,2.17,0.139,-3.587,0.114,1.417,0.18,-3.389,0.398,3.746,0.285,-1.238,0.132,6.67,"47","242",-1.48,"30","113","-5.200","27","6",5.93e+17,"48","33","22","300","78","121"
"1991","1","30",07:43:42.9,64.46,-20.84,10,4.9,4.4,ICELAND,B013091A,10.2,1.1,64.54,0.11,-21.47,0.18,15,0,16,-7.068,0.295,2.901,0.504,4.168,0.41,3.373,1.221,1.47,1.485,3.241,0.32,7.59,"13","313",0.53,"10","45","-8.120","73","172",7.86e+16,"29","33","-109","231","59","-78"
"1991","2","22",22:06:11.1,-3.97,35.8,10,5.2,4.4,TANZANIA,B022291A,5.4,1,-3.94,0.14,35.94,0.09,15,0,16,-5.373,0.623,-1.947,0.812,7.32,0.587,-0.577,1.283,-0.146,2.015,2.052,0.567,7.76,"1","102",-2.29,"10","192","-5.470","80","5",6.62e+16,"182","45","-104","21","47","-76"
"1991","3","25",18:02:41.9,40.06,113.95,10,5.1,5.3,NORTHEASTERNCHINA,B032591B,2.2,0.7,40.1,0.07,113.34,0.09,15,0,17,-0.339,0.077,0.979,0.058,-0.64,0.087,0.332,0.21,0.202,0.246,1.368,0.094,1.83,"10","330",-0.41,"80","154","-1.420","1","60",1.62e+17,"106","82","7","15","83","172"
"1991","3","29",09:06:06.3,5.16,32.56,10,5.5,4.9,SUDAN,B032991A,14.9,1,5.43,0.12,31.84,0.08,15,0,17,-0.871,0.075,0.336,0.076,0.535,0.106,1.43,0.237,0.199,0.222,-0.235,0.071,1.29,"33","8",0.56,"10","272","-1.860","56","167",1.58e+17,"130","15","-51","270","78","-100"
"1991","5","13",16:28:13.7,-3.42,82.81,10,5.8,5.5,SOUTHINDIANOCEAN,B051391B,4.1,0.6,-3.72,0.05,82.35,0.04,25,0,17,3.493,0.219,-6.475,0.233,2.983,0.338,-8.004,0.562,2.329,0.446,-2.168,0.22,9.43,"51","224",1.54,"24","100","-10.960","28","356",1.019e+18,"41","27","28","286","78","115"
"1991","6","11",21:40:53.6,-4.95,133.88,25,5.2,4.6,WESTIRIANREGION,B061191H,1.3,0.7,-4.78,0.06,133.53,0.1,34.2,8.5,16,0.742,0.549,-7.759,0.54,7.017,0.903,1.156,1.566,1.715,1.105,3.568,0.542,8.33,"14","284",0.31,"75","85","-8.640","5","192",8.48e+16,"327","77","173","59","83","13"
"1991","6","26",11:43:34.8,38.42,21.17,31,5.1,5.1,GREECE,B062691B,9.6,0.7,38.42,0,21.17,0,31,0,16,-9.226,0.543,9.046,0.837,0.18,0.817,-0.082,1.572,-0.952,1.376,-4.343,0.621,10.82,"1","22",-1.49,"7","112","-9.340","83","285",1.008e+17,"105","45","-100","299","46","-81"
"1991","7","24",13:54:51.6,-18.41,34.69,32,5.1,4.7,MOZAMBIQUE,B072491E,0.8,0.8,-18.3,0.1,34.62,0.05,24.7,4.9,16,-5.632,0.538,0.911,1.118,4.721,0.74,0,0,0,0,-0.069,0.414,4.72,"0","90",0.91,"0","180","-5.630","90","180",5.18e+16,"180","45","-90","0","45","-90"
"1991","8","7",04:54:47.7,-4.58,133.99,10,5.2,4.8,WESTIRIANREGION,B080791A,6.2,0.9,-4.63,0.09,133.65,0.11,26.4,8.2,16,-1.866,0.672,-3.8,0.809,5.665,1.111,-0.223,1.384,4.695,2.059,6.488,0.598,10.36,"19","294",-2.24,"59","170","-8.120","24","33",9.24e+16,"73","59","-4","164","87","-149"
"1991","9","12",00:33:32.4,55.17,110.97,26,5.1,4.9,LAKEBAIKALREGION,B091291A,-1.5,0.8,54.68,0.1,110.7,0.21,32.6,7.9,16,-4.242,0.596,1.664,0.681,2.578,0.928,-1.778,1.362,-4.012,1.403,2.932,0.567,6.73,"21","127",-0.61,"10","33","-6.120","66","278",6.42e+16,"235","25","-65","28","67","-101"
"1991","10","9",17:22:02.4,1.87,31.31,10,5.7,5.4,UGANDA,B100991D,5.8,0.5,2.21,0.07,31.18,0.06,15,0,17,-1.824,0.087,1.097,0.122,0.726,0.115,0.892,0.34,-1.033,0.287,2.16,0.099,3.08,"1","137",-0.15,"39","47","-2.930","51","228",3.01e+17,"260","56","-41","15","57","-139"
