eventID,magnitude,hour,minute,second,year,month,day,longitude,latitude,depth
1370,5.0,14,4,10,2018,5,17,-155.0,19.0,0.0
1371,5.0,9,58,28,2018,5,19,-155.0,19.0,1.0
1372,4.9,1,58,13,2018,5,20,-155.0,19.0,0.0
1373,4.9,21,50,7,2018,5,20,-155.0,19.0,0.0
1374,5.1,0,18,36,2018,5,21,9.0,34.0,10.0
1375,4.9,10,55,19,2018,5,21,-155.0,19.0,0.0
1376,4.9,3,51,11,2018,5,22,-155.0,19.0,0.0
1377,4.9,7,58,46,2018,5,23,-155.0,19.0,0.0
1378,4.9,4,43,49,2018,5,24,-155.0,19.0,0.0
1379,5.0,2,15,52,2018,5,26,-155.0,19.0,0.0
1380,4.8,10,44,48,2018,5,26,-155.0,18.0,10.0
1381,4.7,19,34,41,2018,5,26,-155.0,19.0,0.0
1382,5.2,17,50,52,2018,5,27,124.0,45.0,10.0
1383,4.1,3,39,36,2018,5,29,-155.0,19.0,1.0
1384,5.3,11,56,11,2018,5,29,-155.0,19.0,0.0
1385,5.3,10,30,43,2018,5,30,-1.0,76.0,10.0
1386,5.3,20,53,50,2018,5,30,-155.0,19.0,0.0
1387,5.4,23,37,15,2018,6,1,-155.0,19.0,0.0
1388,5.4,1,50,48,2018,6,4,-155.0,19.0,0.0
1389,5.4,14,32,34,2018,6,5,-155.0,19.0,-1.0
1390,5.4,2,6,38,2018,6,7,-155.0,19.0,-1.0
1391,5.1,8,49,16,2018,6,7,-10.0,-41.0,10.0
1392,5.2,12,44,39,2018,6,8,-155.0,19.0,-1.0
1393,5.2,14,48,18,2018,6,9,-155.0,19.0,0.0
1394,5.3,10,51,1,2018,6,10,-155.0,19.0,0.0
1395,5.3,14,43,54,2018,6,11,-155.0,19.0,0.0
1396,5.3,11,52,51,2018,6,12,-155.0,19.0,0.0
1397,5.3,13,39,37,2018,6,13,-155.0,19.0,0.0
1398,5.3,13,19,37,2018,6,14,-155.0,19.0,0.0
1399,5.3,21,56,39,2018,6,15,-155.0,19.0,0.0
1400,5.3,20,18,17,2018,6,16,-155.0,19.0,0.0
1401,5.3,16,26,13,2018,6,17,-155.0,19.0,0.0
1402,5.3,16,12,48,2018,6,18,-155.0,19.0,0.0
1403,5.3,15,5,34,2018,6,19,-155.0,19.0,0.0
1404,5.3,14,22,23,2018,6,20,-155.0,19.0,0.0
1405,5.4,23,12,59,2018,6,21,-155.0,19.0,0.0
1406,5.3,4,52,16,2018,6,23,-155.0,19.0,0.0
1407,5.2,2,34,35,2018,6,24,-155.0,19.0,-1.0
1408,5.2,2,12,24,2018,6,25,-155.0,19.0,0.0
1409,5.2,3,2,44,2018,6,26,-155.0,19.0,0.0
1410,5.5,9,15,36,2018,6,26,-90.0,0.0,10.0
1411,5.3,8,40,40,2018,6,27,-155.0,19.0,0.0
1412,5.3,14,48,50,2018,6,28,-155.0,19.0,0.0
1413,5.2,17,50,46,2018,6,29,-155.0,19.0,0.0
1414,5.3,0,51,12,2018,7,1,-155.0,19.0,-1.0
1415,3.9,11,24,26,2018,7,2,-155.0,19.0,0.0
1416,5.3,12,17,3,2018,7,3,-155.0,19.0,0.0
1417,5.3,16,56,4,2018,7,4,-126.0,-19.0,10.0
1418,5.3,20,19,10,2018,7,4,-155.0,19.0,0.0
1419,4.9,0,30,27,2018,7,5,-90.0,0.0,10.0
1420,5.2,23,20,4,2018,7,5,-155.0,19.0,0.0
1421,5.3,4,4,37,2018,7,7,-155.0,19.0,0.0
1422,5.3,12,54,50,2018,7,8,-155.0,19.0,0.0
1423,5.3,19,20,46,2018,7,9,-155.0,19.0,0.0
1424,5.3,15,45,53,2018,7,11,-155.0,19.0,0.0
1425,5.3,0,42,27,2018,7,13,-155.0,19.0,0.0
1426,5.3,5,8,3,2018,7,14,-155.0,19.0,0.0
1427,5.3,13,26,5,2018,7,15,-155.0,19.0,1.0
1428,5.3,21,42,35,2018,7,16,-155.0,19.0,0.0
1429,5.3,11,28,3,2018,7,18,-155.0,19.0,-1.0
1430,5.3,2,33,1,2018,7,20,-155.0,19.0,0.0
1431,5.3,19,43,28,2018,7,21,-155.0,19.0,0.0
1432,5.6,20,39,17,2018,7,22,57.0,30.0,10.0
1433,5.3,6,53,38,2018,7,23,-155.0,19.0,0.0
1434,5.3,16,41,10,2018,7,24,-155.0,19.0,0.0
1435,5.3,4,20,30,2018,7,25,130.0,25.0,10.0
1436,5.3,22,9,11,2018,7,26,-155.0,19.0,0.0
1437,4.7,18,23,12,2018,7,27,-177.0,60.0,10.0
1438,5.3,12,37,25,2018,7,28,-155.0,19.0,0.0
1439,5.3,22,10,25,2018,7,29,-155.0,19.0,0.0
1440,5.3,17,59,46,2018,7,31,-155.0,19.0,0.0
1441,5.3,21,55,12,2018,8,2,-155.0,19.0,0.0
1442,5.0,2,16,31,2018,8,5,152.0,57.0,10.0
1443,5.6,16,53,39,2018,8,9,2.0,-33.0,10.0
1444,4.7,9,22,39,2018,8,14,130.0,25.0,10.0
1445,5.0,3,19,1,2018,8,27,158.0,58.0,10.0
1446,4.6,4,17,39,2018,8,28,52.0,31.0,10.0
1447,4.6,15,37,40,2018,8,31,-11.0,69.0,10.0
1448,4.9,2,44,0,2018,9,1,-122.0,-6.0,10.0
1449,4.4,17,21,29,2018,9,2,-143.0,-54.0,10.0
1450,5.5,21,52,56,2018,9,3,76.0,39.0,10.0
1451,4.8,6,12,55,2018,9,4,-10.0,40.0,10.0
1452,5.0,22,58,19,2018,9,4,57.0,54.0,10.0
1453,5.7,2,31,30,2018,9,8,101.0,23.0,8.0
1454,5.3,15,9,27,2018,9,11,-146.0,-54.0,10.0
1455,5.4,15,14,8,2018,9,11,-146.0,-54.0,10.0
1456,5.3,4,56,25,2018,9,16,116.0,-34.0,10.0
1457,4.9,20,20,55,2018,9,16,130.0,6.0,10.0
1458,4.6,2,7,28,2018,9,21,-81.0,13.0,10.0
1459,4.6,4,37,46,2018,9,23,-81.0,13.0,10.0
1460,4.7,15,37,14,2018,9,25,-81.0,13.0,6.0
1461,4.5,16,6,2,2018,9,25,-81.0,13.0,10.0
1462,4.7,19,59,41,2018,10,4,-81.0,13.0,13.0
1463,4.7,4,27,41,2018,11,1,-14.0,40.0,10.0
1464,5.0,20,3,45,2018,11,3,-179.0,-39.0,10.0
1465,5.2,21,7,1,2018,11,8,116.0,-34.0,10.0
1466,4.9,9,29,41,2018,11,18,143.0,8.0,10.0
1467,4.6,1,19,6,2018,11,25,-81.0,13.0,10.0
1468,6.0,3,40,50,2018,11,25,-81.0,13.0,10.0
1469,4.4,10,45,17,2018,11,25,-81.0,13.0,10.0
1470,4.9,15,45,59,2018,11,25,-81.0,13.0,10.0
1471,5.7,20,56,36,2018,11,25,-81.0,13.0,10.0
1472,5.7,23,57,25,2018,11,25,118.0,23.0,16.0
1473,4.7,3,43,5,2018,11,26,-81.0,13.0,10.0
1474,4.6,9,13,13,2018,11,26,-81.0,13.0,10.0
1475,4.5,1,17,44,2018,11,27,-81.0,13.0,10.0
1476,5.7,15,41,20,2018,11,27,171.0,-21.0,10.0
1477,5.4,15,4,59,2018,12,2,18.0,-54.0,10.0
1478,4.8,22,10,39,2018,12,2,-105.0,-44.0,10.0
1479,5.7,22,32,47,2018,12,2,171.0,-21.0,10.0
1480,4.7,20,28,25,2018,12,10,177.0,62.0,10.0
1481,4.7,0,31,3,2018,12,12,-74.0,-50.0,17.0
1482,5.8,14,26,19,2018,12,16,112.0,-23.0,10.0
1483,5.4,5,37,38,2018,12,22,32.0,-20.0,16.0
1484,4.8,14,36,46,2018,12,28,171.0,-21.0,10.0
1485,5.7,22,54,14,2019,1,5,144.0,25.0,14.0
1486,4.8,3,45,34,2019,1,6,-153.0,65.0,17.0
1487,5.0,16,22,32,2019,1,6,77.0,39.0,9.0
1488,5.5,3,11,54,2019,1,7,121.0,7.0,19.0
1489,4.7,17,35,40,2019,1,9,147.0,-4.0,10.0
1490,4.6,10,54,50,2019,1,14,101.0,21.0,10.0
1491,4.7,13,35,48,2019,2,10,-157.0,66.0,7.0
1492,4.9,1,32,27,2019,2,12,85.0,14.0,10.0
1493,4.8,21,32,41,2019,2,12,-47.0,13.0,10.0
1494,5.2,21,33,14,2019,3,6,-157.0,66.0,9.0
1495,5.0,5,10,37,2019,3,7,-68.0,-38.0,13.0
1496,5.5,7,53,20,2019,3,10,90.0,-3.0,10.0
1497,4.9,10,55,13,2019,3,13,-155.0,19.0,7.0
1498,4.7,16,21,15,2019,3,24,38.0,-3.0,10.0
1499,5.0,21,27,18,2019,3,26,-157.0,66.0,8.0
1500,5.1,3,9,2,2019,4,14,-155.0,19.0,13.0
1501,4.7,5,7,46,2019,4,16,-157.0,66.0,9.0
1502,6.2,7,25,29,2019,5,3,160.0,-6.0,10.0
1503,4.5,8,18,38,2019,5,12,-78.0,15.0,10.0
1504,4.8,16,53,46,2019,5,15,32.0,32.0,10.0
1505,4.8,22,24,52,2019,5,17,124.0,45.0,16.0
1506,4.9,2,26,52,2019,5,30,132.0,-21.0,10.0
1507,4.6,6,31,35,2019,6,15,-157.0,66.0,6.0
1508,4.6,8,50,24,2019,6,22,-99.0,39.0,3.0
1509,5.0,18,34,33,2019,6,22,171.0,-17.0,10.0
1510,5.0,19,44,12,2019,6,29,122.0,22.0,20.0
1511,4.7,18,17,7,2019,7,2,-157.0,66.0,7.0
1512,5.5,19,51,46,2019,7,2,123.0,-43.0,10.0
1513,5.0,17,8,27,2019,7,5,87.0,9.0,10.0
1514,6.6,5,39,23,2019,7,14,120.0,-18.0,10.0
1515,5.1,23,1,36,2019,7,14,120.0,-18.0,10.0
1516,5.1,1,22,17,2019,8,1,133.0,-19.0,10.0
1517,4.9,10,44,46,2019,8,2,-150.0,-40.0,10.0
1518,5.2,22,40,58,2019,8,12,96.0,-29.0,10.0
1519,5.3,13,58,34,2019,9,5,116.0,14.0,11.0
1520,5.0,18,50,5,2019,9,5,26.0,-1.0,10.0
1521,4.4,0,9,26,2019,9,7,143.0,35.0,10.0
1522,5.0,22,42,14,2019,9,7,104.0,29.0,10.0
1523,5.2,7,41,53,2019,10,1,79.0,-32.0,10.0
1524,4.6,14,55,23,2019,10,12,110.0,22.0,10.0
1525,4.4,16,58,28,2019,10,17,-69.0,-46.0,10.0
1526,5.4,0,58,28,2019,10,18,-157.0,66.0,6.0
1527,5.2,13,8,59,2019,10,18,-157.0,66.0,6.0
1528,5.7,20,31,55,2019,10,19,178.0,-18.0,17.0
1529,4.6,21,6,47,2019,10,24,28.0,36.0,10.0
1530,4.7,16,35,52,2019,11,11,-155.0,19.0,32.0
1531,4.8,16,2,42,2019,11,12,59.0,-20.0,10.0
1532,5.3,14,17,17,2019,11,13,79.0,-32.0,10.0
1533,5.0,8,39,9,2019,11,17,-4.0,32.0,10.0
1534,4.9,20,27,24,2019,11,19,113.0,-12.0,10.0
1535,5.0,1,18,22,2019,11,25,106.0,22.0,10.0
1536,5.0,23,49,52,2019,11,27,106.0,22.0,10.0
1537,4.9,0,14,6,2019,12,18,104.0,29.0,10.0
1538,5.5,15,25,58,2019,12,19,8.0,1.0,10.0
1539,4.9,2,21,50,2019,12,22,69.0,-1.0,10.0
1540,5.0,10,36,37,2019,12,26,113.0,30.0,10.0
1541,5.2,17,13,50,2019,12,26,158.0,58.0,9.0
1542,5.1,2,34,32,2019,12,28,158.0,58.0,16.0
1543,4.6,6,31,8,2020,1,5,171.0,-21.0,40.0
1544,5.2,8,32,38,2020,1,16,83.0,41.0,10.0
1545,4.8,16,5,42,2020,2,2,104.0,30.0,10.0
1546,4.9,15,39,14,2020,2,21,77.0,39.0,10.0
1547,4.6,0,33,48,2020,2,24,56.0,31.0,10.0
1548,4.8,3,5,27,2020,2,29,-14.0,35.0,10.0
1549,4.9,14,55,37,2020,3,3,121.0,7.0,32.0
1550,5.2,20,58,4,2020,3,7,-16.0,32.0,9.0
1551,4.8,15,31,33,2020,3,18,-157.0,66.0,10.0
1552,5.0,15,16,27,2020,3,26,-104.0,31.0,9.0
1553,5.3,5,41,56,2020,4,24,-126.0,-19.0,10.0
1554,4.4,21,7,53,2020,4,24,32.0,-3.0,10.0
1555,4.9,1,11,56,2020,5,18,20.0,67.0,1.0
1556,5.1,13,48,3,2020,5,18,103.0,27.0,10.0
1557,5.7,23,43,18,2020,5,20,20.0,35.0,22.0
1558,5.1,12,57,33,2020,5,21,24.0,-9.0,10.0
1559,4.8,3,21,41,2020,6,3,-97.0,10.0,16.0
1560,4.9,22,29,58,2020,6,14,121.0,7.0,10.0
1561,4.9,1,58,30,2020,6,30,116.0,6.0,620.0
1562,4.8,6,19,10,2020,7,4,116.0,47.0,10.0
1563,5.4,2,15,13,2020,7,19,93.0,-10.0,10.0
1564,4.8,11,44,5,2020,8,4,22.0,-5.0,10.0
1565,5.3,8,48,6,2020,8,5,7.0,87.0,10.0
1566,5.3,3,0,39,2020,8,7,126.0,-3.0,10.0
1567,5.1,12,7,37,2020,8,9,-81.0,36.0,3.0
1568,6.1,17,24,4,2020,8,31,70.0,-4.0,10.0
1569,5.6,0,51,17,2020,9,1,158.0,58.0,10.0
1570,4.7,4,44,32,2020,9,11,173.0,50.0,9.0
1571,4.6,17,19,17,2020,9,12,83.0,41.0,10.0
1572,5.0,8,7,10,2020,9,14,145.0,10.0,10.0
1573,5.1,19,8,7,2020,9,20,34.0,38.0,10.0
1574,4.7,21,7,29,2020,10,1,70.0,-4.0,10.0
1575,5.2,13,22,47,2020,10,3,-29.0,69.0,10.0
1576,5.3,2,57,20,2020,10,9,122.0,-6.0,10.0
1577,5.0,11,34,18,2020,10,24,48.0,35.0,10.0
1578,5.0,21,34,51,2020,10,26,56.0,32.0,10.0
1579,4.9,3,1,30,2020,11,5,108.0,49.0,3.0
1580,4.9,3,50,20,2020,11,23,-95.0,73.0,10.0
1581,5.7,16,35,48,2020,12,1,-150.0,53.0,10.0
1582,5.3,7,25,34,2020,12,13,176.0,-24.0,10.0
