eventID,magnitude,hour,minute,second,year,month,day,longitude,latitude,depth
500,4.9,2,43,13,1999,3,11,122.0,5.0,33.0
501,5.6,0,56,25,1999,4,17,-155.0,19.0,10.0
502,5.5,13,54,39,1999,5,13,121.0,0.0,34.0
503,5.1,16,0,25,1999,5,25,90.0,3.0,33.0
504,5.0,22,48,21,1999,6,13,-50.0,13.0,10.0
505,5.0,21,25,37,1999,10,2,159.0,-60.0,10.0
506,5.2,3,15,38,1999,10,16,-174.0,-45.0,10.0
507,5.6,4,0,9,1999,11,25,121.0,0.0,33.0
508,5.2,0,40,36,1999,12,11,-92.0,-30.0,10.0
509,4.9,18,39,50,1999,12,21,-113.0,17.0,10.0
510,5.1,22,8,7,1999,12,22,-91.0,0.0,10.0
511,4.8,20,44,55,1999,12,31,16.0,51.0,5.0
512,5.2,17,55,11,2000,1,5,-58.0,-56.0,10.0
513,5.1,22,9,4,2000,1,14,101.0,25.0,33.0
514,5.9,23,37,7,2000,1,14,101.0,25.0,33.0
515,5.3,22,58,1,2000,2,2,58.0,35.0,33.0
516,5.4,10,24,59,2000,2,3,-154.0,65.0,7.0
517,5.4,11,52,13,2000,2,16,145.0,37.0,33.0
518,6.1,23,57,3,2000,3,5,145.0,-62.0,10.0
519,4.9,10,40,54,2000,3,6,145.0,-62.0,10.0
520,4.9,18,3,56,2000,3,12,73.0,17.0,33.0
521,5.9,6,35,5,2000,3,15,-117.0,-44.0,10.0
522,5.0,21,30,29,2000,6,15,20.0,34.0,10.0
523,4.9,1,8,31,2000,6,16,118.0,1.0,33.0
524,7.8,14,44,13,2000,6,18,97.0,-13.0,10.0
525,5.6,11,34,0,2000,6,20,97.0,-14.0,10.0
526,5.2,0,2,21,2000,6,22,97.0,-13.0,10.0
527,4.9,21,29,46,2000,7,27,131.0,-1.0,33.0
528,4.9,6,28,2,2000,8,13,-82.0,12.0,10.0
529,5.4,7,4,6,2000,8,13,-82.0,12.0,10.0
530,5.1,13,55,26,2000,8,26,123.0,-5.0,33.0
531,5.4,0,32,42,2000,9,5,73.0,17.0,10.0
532,5.5,22,41,25,2000,9,8,122.0,7.0,32.0
533,5.6,4,0,39,2000,9,25,37.0,-46.0,10.0
534,5.2,19,5,8,2000,9,30,-142.0,57.0,33.0
535,5.3,19,27,13,2000,10,11,112.0,-20.0,10.0
536,5.6,0,8,53,2000,10,27,94.0,54.0,33.0
537,5.2,21,24,9,2000,11,13,-116.0,81.0,10.0
538,4.8,10,5,49,2000,12,10,121.0,0.0,33.0
539,5.8,16,44,47,2000,12,15,31.0,38.0,10.0
540,5.0,16,29,60,2000,12,22,-107.0,-26.0,10.0
541,5.8,7,13,24,2000,12,23,135.0,-7.0,61.0
542,5.8,13,24,22,2000,12,25,120.0,-42.0,10.0
543,5.0,23,42,59,2000,12,31,-107.0,-26.0,10.0
544,5.3,6,26,57,2001,1,7,147.0,59.0,14.0
545,8.0,3,16,40,2001,1,26,70.0,23.0,16.0
546,5.9,1,2,10,2001,1,28,70.0,23.0,10.0
547,4.9,11,10,43,2001,1,28,70.0,23.0,10.0
548,5.3,3,49,7,2001,2,5,-131.0,64.0,10.0
549,5.9,14,16,59,2001,2,14,177.0,-19.0,10.0
550,5.2,8,24,20,2001,2,19,70.0,23.0,10.0
551,4.9,7,10,21,2001,3,9,-130.0,64.0,1.0
552,5.4,6,50,6,2001,4,2,147.0,11.0,56.0
553,5.4,10,47,0,2001,4,12,99.0,24.0,10.0
554,5.3,2,20,13,2001,4,14,-119.0,56.0,10.0
555,4.9,12,14,25,2001,5,8,121.0,0.0,33.0
556,4.8,7,22,13,2001,5,14,-142.0,54.0,10.0
557,4.8,23,51,33,2001,7,9,101.0,24.0,33.0
558,5.2,16,41,30,2001,7,31,117.0,8.0,33.0
559,5.0,19,35,37,2001,8,14,-107.0,76.0,10.0
560,5.0,15,58,1,2001,8,22,70.0,47.0,33.0
561,5.4,12,28,18,2001,8,28,149.0,-1.0,33.0
562,5.8,2,25,54,2001,9,2,82.0,0.0,10.0
563,6.2,2,45,59,2001,9,7,97.0,-13.0,10.0
564,5.5,14,56,44,2001,9,25,80.0,11.0,10.0
565,6.7,14,2,35,2001,12,12,124.0,-42.0,10.0
566,4.9,7,28,9,2001,12,13,124.0,-42.0,10.0
567,5.0,9,55,46,2002,1,4,155.0,-55.0,10.0
568,5.7,8,26,52,2002,1,12,-69.0,28.0,10.0
569,6.4,7,11,28,2002,2,3,31.0,38.0,5.0
570,5.7,9,26,43,2002,2,3,30.0,38.0,10.0
571,5.1,11,39,55,2002,2,3,31.0,38.0,10.0
572,4.9,20,9,30,2002,2,4,-2.0,37.0,20.0
573,5.1,9,1,47,2002,2,8,123.0,-11.0,33.0
574,5.2,15,15,14,2002,2,9,150.0,1.0,33.0
575,5.7,19,7,17,2002,2,20,31.0,-7.0,38.0
576,5.1,17,7,42,2002,3,5,24.0,-11.0,10.0
577,5.0,20,6,37,2002,3,11,56.0,25.0,10.0
578,5.1,5,55,13,2002,3,24,172.0,-16.0,33.0
579,5.1,18,40,19,2002,4,5,55.0,32.0,33.0
580,5.0,1,3,57,2002,4,7,117.0,7.0,33.0
581,5.2,10,50,47,2002,4,20,-73.0,44.0,11.0
582,5.2,17,58,47,2002,4,21,162.0,-20.0,33.0
583,4.9,13,3,46,2002,5,14,122.0,5.0,33.0
584,5.5,15,15,8,2002,5,18,33.0,-2.0,10.0
585,6.4,2,58,21,2002,6,22,49.0,35.0,10.0
586,4.9,1,20,36,2002,6,24,9.0,35.0,10.0
587,6.2,23,0,18,2002,7,3,147.0,-5.0,31.0
588,5.0,13,41,44,2002,7,5,-155.0,-40.0,10.0
589,4.9,10,2,24,2002,7,8,147.0,-5.0,33.0
590,5.4,11,9,9,2002,7,8,147.0,-5.0,33.0
591,5.1,1,0,3,2002,9,2,48.0,35.0,10.0
592,4.9,9,20,49,2002,10,16,56.0,31.0,33.0
593,5.4,2,53,15,2002,11,21,-82.0,12.0,7.0
594,5.5,11,29,36,2003,1,28,121.0,0.0,10.0
595,5.2,14,4,58,2003,1,28,122.0,0.0,10.0
596,5.0,20,41,3,2003,2,22,6.0,48.0,10.0
597,5.1,11,36,3,2003,2,23,171.0,-21.0,33.0
598,6.3,2,3,41,2003,2,24,77.0,39.0,11.0
599,5.1,21,18,41,2003,2,24,77.0,39.0,10.0
600,5.3,3,52,41,2003,2,25,77.0,39.0,10.0
601,5.6,16,42,56,2003,3,2,-20.0,-36.0,10.0
602,5.7,4,47,51,2003,3,12,77.0,39.0,10.0
603,4.9,22,59,25,2003,3,15,77.0,39.0,10.0
604,5.4,23,15,46,2003,3,30,77.0,39.0,10.0
605,5.6,15,44,35,2003,5,4,77.0,39.0,10.0
606,5.1,16,28,37,2003,6,4,77.0,39.0,10.0
607,5.7,7,16,44,2003,7,4,23.0,76.0,10.0
608,5.0,8,51,27,2003,7,8,-21.0,-7.0,10.0
609,4.9,5,59,43,2003,7,21,69.0,-1.0,10.0
610,6.5,9,37,45,2003,7,25,149.0,-1.0,24.0
611,5.1,22,50,25,2003,7,27,69.0,-1.0,10.0
612,4.9,3,8,35,2003,8,4,5.0,65.0,10.0
613,5.1,11,8,1,2003,8,5,70.0,23.0,10.0
614,5.5,10,58,42,2003,8,16,119.0,43.0,24.0
615,5.8,9,1,32,2003,8,31,146.0,10.0,57.0
616,6.2,4,55,28,2003,10,7,-170.0,-16.0,10.0
617,5.0,2,5,10,2003,10,22,132.0,5.0,33.0
618,4.9,0,25,36,2003,11,9,171.0,-65.0,10.0
619,5.0,14,45,51,2003,11,10,67.0,41.0,10.0
620,5.6,8,4,55,2003,12,11,-170.0,-16.0,10.0
621,5.0,11,22,57,2003,12,14,126.0,-3.0,33.0
622,5.2,18,38,54,2004,1,14,-125.0,-19.0,10.0
623,5.2,1,24,40,2004,2,9,-112.0,24.0,10.0
624,5.1,9,3,47,2004,2,9,-112.0,24.0,10.0
625,4.9,9,30,39,2004,2,11,129.0,-22.0,13.0
626,5.6,1,53,49,2004,3,24,118.0,45.0,18.0
627,5.0,3,14,48,2004,4,3,-44.0,17.0,10.0
628,4.8,23,29,1,2004,5,1,113.0,3.0,10.0
629,5.2,20,17,48,2004,5,13,-20.0,-36.0,10.0
630,5.3,10,14,28,2004,5,29,129.0,36.0,29.0
631,5.1,7,9,22,2004,6,11,-90.0,-27.0,10.0
632,5.0,22,28,48,2004,6,15,-117.0,32.0,10.0
633,5.3,6,50,19,2004,6,18,161.0,16.0,30.0
634,5.4,22,30,9,2004,7,1,43.0,39.0,5.0
635,4.9,7,26,0,2004,7,5,122.0,-5.0,10.0
636,5.3,0,20,57,2004,7,10,94.0,-8.0,10.0
637,6.1,23,46,12,2004,7,11,-126.0,-20.0,12.0
638,4.9,10,9,25,2004,8,6,146.0,-1.0,47.0
639,5.8,14,18,35,2004,8,7,95.0,-6.0,20.0
640,5.1,10,40,29,2004,8,8,120.0,4.0,34.0
641,5.1,5,35,16,2004,8,30,-116.0,29.0,10.0
642,5.0,16,8,17,2004,8,30,-72.0,-50.0,24.0
643,5.0,16,18,54,2004,9,7,-72.0,-50.0,25.0
644,4.9,8,40,51,2004,9,15,167.0,-12.0,31.0
645,5.7,7,7,48,2004,9,18,-67.0,23.0,10.0
646,4.9,13,32,30,2004,9,21,19.0,54.0,10.0
647,4.8,9,2,7,2004,10,3,28.0,45.0,31.0
648,4.9,18,19,8,2004,10,9,122.0,7.0,32.0
649,5.2,5,9,36,2004,10,11,135.0,31.0,502.0
650,5.5,2,32,44,2004,11,20,126.0,-3.0,21.0
651,5.1,8,49,3,2004,11,27,-20.0,-45.0,10.0
652,5.2,18,26,42,2004,12,2,169.0,0.0,10.0
653,4.2,1,52,37,2004,12,5,8.0,48.0,10.0
654,5.1,4,37,52,2004,12,7,156.0,-20.0,28.0
655,7.7,14,59,4,2004,12,23,161.0,-49.0,10.0
656,5.0,16,8,18,2005,1,8,-107.0,-26.0,10.0
657,5.1,5,13,10,2005,1,15,39.0,-5.0,10.0
658,5.2,20,29,8,2005,1,31,-9.0,65.0,17.0
659,5.7,6,28,36,2005,2,2,145.0,-7.0,26.0
660,5.0,14,58,8,2005,2,2,90.0,6.0,17.0
661,6.0,16,53,20,2005,2,10,169.0,-23.0,9.0
662,5.1,17,12,45,2005,2,10,169.0,-23.0,10.0
663,5.3,21,52,20,2005,2,10,169.0,-22.0,10.0
664,5.0,2,38,41,2005,2,12,169.0,-23.0,10.0
665,4.9,17,21,22,2005,2,17,169.0,-23.0,10.0
666,6.3,0,4,43,2005,2,19,122.0,-5.0,10.0
667,4.9,16,39,19,2005,2,21,169.0,-23.0,10.0
668,6.5,2,25,22,2005,2,22,56.0,30.0,14.0
669,5.2,18,19,31,2005,2,22,-85.0,4.0,26.0
670,5.7,23,14,17,2005,2,22,133.0,-65.0,10.0
671,4.9,3,20,31,2005,2,25,122.0,-5.0,10.0
672,4.9,1,20,57,2005,3,1,169.0,-23.0,10.0
673,4.9,9,43,49,2005,3,14,73.0,17.0,10.0
674,4.9,8,25,9,2005,3,15,-106.0,-8.0,10.0
675,5.0,7,38,1,2005,3,24,77.0,39.0,20.0
676,5.4,11,38,17,2005,4,8,169.0,-23.0,10.0
677,4.9,3,47,26,2005,4,21,169.0,-23.0,10.0
678,4.9,18,58,42,2005,5,1,56.0,30.0,30.0
679,5.5,18,4,55,2005,5,14,56.0,30.0,10.0
680,5.2,20,30,29,2005,5,18,-89.0,14.0,42.0
681,4.9,19,58,9,2005,5,23,117.0,6.0,19.0
682,4.9,8,38,8,2005,5,31,57.0,34.0,14.0
683,5.3,22,32,16,2005,6,5,84.0,-26.0,10.0
684,4.9,4,46,10,2005,6,19,58.0,33.0,42.0
685,5.1,11,12,15,2005,7,5,-72.0,-50.0,22.0
686,5.1,10,23,11,2005,7,13,-179.0,-36.0,41.0
687,5.2,15,48,54,2005,7,15,-155.0,20.0,17.0
688,5.0,19,15,3,2005,7,17,-155.0,18.0,32.0
689,4.9,8,8,50,2005,7,18,-110.0,1.0,10.0
690,5.0,15,43,41,2005,7,25,125.0,46.0,47.0
691,5.2,12,16,8,2005,7,26,104.0,42.0,16.0
692,5.3,0,0,31,2005,7,30,78.0,-11.0,22.0
693,4.8,21,45,0,2005,7,30,33.0,39.0,5.0
694,5.2,14,14,48,2005,8,5,103.0,26.0,42.0
695,4.8,12,2,8,2005,8,22,12.0,41.0,10.0
696,5.1,22,32,44,2005,8,24,79.0,39.0,40.0
697,5.1,7,16,57,2005,9,6,-162.0,65.0,3.0
698,4.9,3,27,53,2005,9,19,121.0,49.0,10.0
699,5.1,7,54,56,2005,9,24,-134.0,64.0,10.0
700,5.0,8,5,11,2005,10,2,-179.0,-32.0,189.0
701,5.5,4,32,25,2005,10,13,-155.0,-56.0,10.0
702,4.9,21,8,7,2005,10,19,72.0,-4.0,10.0
703,4.9,20,34,41,2005,10,22,-90.0,0.0,10.0
704,5.1,10,34,2,2005,10,31,92.0,17.0,10.0
705,4.9,16,9,2,2005,11,1,144.0,37.0,35.0
706,4.9,17,15,50,2005,11,7,108.0,9.0,10.0
707,5.1,7,54,39,2005,11,8,108.0,9.0,10.0
708,6.8,21,38,51,2005,11,14,144.0,38.0,11.0
709,4.9,12,26,36,2005,11,17,144.0,38.0,10.0
710,5.1,0,28,17,2005,11,25,145.0,38.0,10.0
711,5.4,0,49,37,2005,11,26,115.0,29.0,10.0
712,5.3,7,49,24,2006,1,24,143.0,10.0,33.0
713,5.4,16,40,50,2006,1,31,118.0,1.0,10.0
714,4.9,17,56,9,2006,2,7,123.0,0.0,60.0
715,5.0,3,52,40,2006,2,21,81.0,-7.0,17.0
716,7.5,22,19,7,2006,2,22,33.0,-21.0,11.0
717,5.5,1,23,42,2006,2,23,33.0,-21.0,10.0
718,5.0,21,32,5,2006,2,23,33.0,-21.0,10.0
719,5.2,18,20,46,2006,3,7,70.0,23.0,10.0
720,4.9,22,50,29,2006,3,7,63.0,40.0,25.0
721,5.3,11,52,54,2006,3,15,33.0,-21.0,10.0
722,5.5,14,19,48,2006,3,15,33.0,-21.0,10.0
723,5.5,14,21,35,2006,3,17,123.0,-5.0,0.0
724,4.9,16,23,42,2006,3,19,33.0,-21.0,12.0
725,5.1,11,35,13,2006,3,22,33.0,-21.0,10.0
726,5.0,6,14,41,2006,3,23,33.0,-21.0,10.0
727,4.9,12,23,17,2006,3,31,124.0,44.0,10.0
728,4.7,6,44,31,2006,4,2,3.0,34.0,10.0
729,4.9,12,2,54,2006,4,6,70.0,23.0,10.0
730,5.5,17,59,16,2006,4,6,70.0,23.0,10.0
731,5.3,18,41,39,2006,4,14,33.0,-21.0,26.0
732,5.1,16,35,22,2006,4,27,-105.0,-25.0,10.0
733,4.8,4,5,25,2006,5,3,147.0,-4.0,33.0
734,5.2,6,20,53,2006,5,7,56.0,30.0,14.0
735,4.8,18,12,18,2006,5,12,33.0,-21.0,20.0
736,4.8,15,3,8,2006,5,28,-169.0,-15.0,37.0
737,4.9,6,17,25,2006,6,8,33.0,-21.0,9.0
738,5.1,16,29,13,2006,6,8,-51.0,4.0,10.0
739,4.8,5,34,6,2006,6,23,70.0,23.0,10.0
740,4.5,8,7,30,2006,6,29,28.0,84.0,10.0
741,5.1,1,7,28,2006,6,30,33.0,-21.0,10.0
742,5.1,15,30,29,2006,7,10,-169.0,65.0,8.0
743,5.0,18,48,14,2006,7,11,33.0,-21.0,10.0
744,5.1,1,1,42,2006,7,27,142.0,10.0,26.0
745,5.8,19,53,43,2006,7,29,-63.0,23.0,10.0
746,4.7,10,59,45,2006,8,7,3.0,34.0,10.0
747,5.1,0,53,34,2006,8,23,33.0,-21.0,20.0
748,4.6,8,5,45,2006,8,30,77.0,39.0,10.0
749,5.3,1,57,40,2006,9,3,-170.0,-8.0,10.0
750,5.1,14,15,22,2006,9,5,-85.0,-42.0,10.0
751,5.9,14,56,8,2006,9,10,-86.0,26.0,14.0
752,4.9,10,33,8,2006,9,25,98.0,-9.0,10.0
753,4.3,18,46,2,2006,9,27,100.0,11.0,10.0
754,5.3,5,50,24,2006,9,30,105.0,-10.0,16.0
755,4.9,21,12,26,2006,10,7,100.0,11.0,10.0
756,6.7,17,7,49,2006,10,15,-155.0,19.0,38.0
757,6.0,17,14,12,2006,10,15,-155.0,20.0,18.0
758,4.9,7,4,51,2006,11,4,121.0,-4.0,10.0
759,5.1,20,16,6,2006,11,20,33.0,-21.0,10.0
760,5.1,19,20,10,2006,11,23,-155.0,19.0,37.0
761,5.2,6,33,26,2006,11,24,119.0,-3.0,31.0
762,5.2,2,39,14,2006,11,28,-159.0,-59.0,10.0
763,4.8,14,34,2,2006,11,29,-114.0,26.0,10.0
764,4.7,19,33,8,2006,12,1,-114.0,26.0,10.0
765,4.9,19,16,37,2006,12,6,132.0,1.0,28.0
766,4.9,14,46,39,2006,12,13,122.0,0.0,20.0
767,5.0,7,29,1,2006,12,26,112.0,-38.0,10.0
768,4.8,1,50,53,2007,1,7,1.0,61.0,10.0
769,4.8,10,47,6,2007,1,7,98.0,22.0,10.0
770,6.0,17,37,6,2007,1,13,156.0,46.0,10.0
771,5.2,23,40,11,2007,1,13,156.0,46.0,10.0
772,4.6,13,16,15,2007,1,14,155.0,46.0,10.0
773,5.0,7,58,41,2007,1,17,89.0,1.0,10.0
774,4.4,11,56,53,2007,1,20,128.0,37.0,10.0
775,4.9,13,35,18,2007,2,5,156.0,46.0,10.0
776,4.9,8,31,40,2007,2,15,171.0,-22.0,35.0
777,5.0,4,5,29,2007,2,24,116.0,1.0,11.0
778,4.9,8,48,59,2007,2,26,42.0,9.0,10.0
779,4.8,12,48,21,2007,3,15,126.0,-3.0,29.0
780,4.9,19,23,56,2007,3,30,30.0,37.0,5.0
781,4.9,22,0,34,2007,4,10,30.0,38.0,5.0
782,6.4,8,56,16,2007,5,16,100.0,20.0,23.0
783,5.7,23,11,26,2007,5,18,151.0,-7.0,35.0
784,5.6,19,9,15,2007,5,23,-96.0,21.0,10.0
785,6.3,21,34,57,2007,6,2,101.0,23.0,5.0
786,4.7,2,49,3,2007,6,3,101.0,23.0,10.0
787,5.5,14,29,48,2007,6,18,50.0,34.0,5.0
788,5.6,8,17,19,2007,6,23,99.0,21.0,22.0
789,5.2,8,27,48,2007,6,23,99.0,21.0,12.0
790,4.9,10,40,9,2007,7,2,122.0,0.0,27.0
791,5.1,6,11,7,2007,7,4,55.0,32.0,12.0
792,5.4,13,26,23,2007,7,5,-19.0,-42.0,10.0
793,4.7,15,58,22,2007,7,9,7.0,34.0,10.0
794,6.1,9,27,34,2007,7,15,168.0,-15.0,8.0
795,4.9,2,5,21,2007,7,20,121.0,0.0,44.0
796,5.1,8,48,9,2007,7,23,170.0,-21.0,60.0
797,6.1,14,46,26,2007,7,27,170.0,-21.0,10.0
798,5.3,15,32,50,2007,7,28,68.0,-49.0,10.0
799,6.0,0,41,15,2007,8,3,145.0,-62.0,10.0
800,4.9,14,38,12,2007,8,6,91.0,6.0,30.0
801,4.8,19,56,53,2007,8,13,171.0,-21.0,55.0
802,5.6,5,38,6,2007,8,14,-155.0,19.0,9.0
803,5.2,22,46,39,2007,8,28,-91.0,0.0,10.0
804,5.6,22,10,10,2007,8,29,-91.0,0.0,22.0
805,5.3,17,59,41,2007,9,15,-87.0,14.0,32.0
806,5.0,12,20,24,2007,9,19,118.0,-46.0,10.0
807,5.3,6,35,27,2007,9,22,-31.0,42.0,10.0
808,6.2,5,16,1,2007,9,25,180.0,-30.0,416.0
809,7.1,2,8,30,2007,9,30,145.0,10.0,14.0
810,5.8,15,2,18,2007,9,30,145.0,10.0,24.0
811,5.2,23,16,46,2007,10,1,145.0,10.0,37.0
812,5.3,17,14,44,2007,10,2,145.0,10.0,10.0
813,5.3,8,34,10,2007,10,7,-91.0,0.0,10.0
814,5.2,20,34,37,2007,10,23,119.0,5.0,48.0
815,5.1,21,15,55,2007,10,31,-48.0,3.0,10.0
816,5.7,20,35,37,2007,11,4,111.0,-67.0,10.0
817,5.0,9,38,5,2007,11,6,70.0,21.0,10.0
818,5.8,0,25,44,2007,11,12,145.0,10.0,10.0
819,4.7,15,16,8,2007,11,28,108.0,9.0,10.0
820,5.3,2,59,10,2007,11,29,33.0,-21.0,10.0
821,4.9,18,6,18,2007,12,13,33.0,38.0,5.0
822,5.7,9,48,30,2007,12,20,33.0,39.0,10.0
823,5.1,12,56,13,2007,12,23,39.0,-4.0,10.0
824,5.6,23,47,10,2007,12,26,33.0,39.0,8.0
825,5.2,11,44,29,2007,12,27,150.0,-63.0,10.0
826,5.4,11,15,48,2008,1,3,122.0,-5.0,10.0
827,4.8,14,43,10,2008,1,13,-96.0,4.0,10.0
828,5.1,11,12,12,2008,2,3,33.0,-21.0,10.0
829,5.9,5,56,47,2008,2,5,118.0,-3.0,13.0
830,6.1,2,46,17,2008,2,21,18.0,77.0,10.0
831,6.0,14,16,2,2008,2,21,-114.0,41.0,6.0
832,5.4,15,41,22,2008,2,29,-140.0,3.0,10.0
833,4.9,14,12,0,2008,4,6,-151.0,54.0,14.0
834,5.3,9,36,59,2008,4,18,-87.0,38.0,14.0
835,4.7,15,14,16,2008,4,18,-87.0,38.0,10.0
836,5.2,7,30,44,2008,4,20,26.0,-3.0,10.0
837,4.9,13,14,52,2008,4,26,51.0,50.0,10.0
838,4.9,8,0,21,2008,5,7,30.0,45.0,10.0
839,4.9,6,26,41,2008,5,18,118.0,4.0,10.0
840,5.2,1,25,24,2008,6,4,122.0,0.0,46.0
841,4.7,6,5,4,2008,6,10,122.0,49.0,24.0
842,6.0,8,37,17,2008,6,15,-107.0,-36.0,10.0
843,5.0,6,34,50,2008,6,16,172.0,-28.0,10.0
844,4.9,17,26,11,2008,6,17,127.0,53.0,10.0
845,5.2,23,10,2,2008,7,3,58.0,35.0,10.0
846,5.1,8,12,40,2008,7,23,112.0,-67.0,10.0
847,4.9,15,52,50,2008,8,15,-17.0,82.0,10.0
848,5.9,8,30,54,2008,8,30,101.0,26.0,17.0
849,5.5,8,31,10,2008,8,31,101.0,26.0,10.0
850,5.3,7,32,14,2008,9,13,167.0,-21.0,35.0
851,5.2,5,16,10,2008,9,20,-129.0,63.0,10.0
852,4.8,3,40,31,2008,9,30,169.0,-23.0,10.0
853,5.0,0,32,5,2008,10,3,169.0,-23.0,10.0
854,5.7,10,0,48,2008,10,7,-115.0,79.0,10.0
855,5.3,7,57,34,2008,10,8,-115.0,79.0,10.0
856,5.0,19,51,35,2008,10,14,68.0,4.0,10.0
857,4.9,23,23,45,2008,10,27,177.0,-17.0,66.0
858,4.9,14,30,13,2008,10,28,-157.0,66.0,15.0
859,4.9,14,3,18,2008,11,12,35.0,38.0,10.0
860,5.0,11,7,23,2008,11,13,26.0,-6.0,10.0
861,5.7,12,55,22,2008,11,17,-116.0,79.0,7.0
862,5.3,13,16,35,2008,11,17,172.0,-16.0,38.0
863,4.7,13,16,50,2008,11,17,-115.0,79.0,10.0
864,5.7,13,40,11,2008,11,17,-115.0,79.0,10.0
865,5.2,17,17,5,2008,11,17,-115.0,79.0,10.0
866,5.6,3,59,48,2008,11,18,-115.0,79.0,10.0
867,5.5,4,10,35,2008,11,18,-115.0,79.0,10.0
868,5.6,4,52,51,2008,11,18,-115.0,79.0,10.0
869,5.3,5,37,27,2008,11,18,-115.0,79.0,10.0
870,6.3,18,39,9,2008,12,8,106.0,-53.0,10.0
871,4.8,5,20,1,2008,12,16,13.0,55.0,10.0
872,4.7,20,20,51,2008,12,25,97.0,23.0,35.0
873,5.1,23,50,48,2009,1,19,-111.0,22.0,10.0
874,5.2,9,47,18,2009,3,9,-11.0,-16.0,10.0
875,5.2,1,46,58,2009,4,9,70.0,27.0,44.0
876,5.2,6,54,53,2009,4,15,-107.0,80.0,10.0
877,5.1,12,22,35,2009,4,21,168.0,64.0,10.0
878,5.1,20,23,25,2009,5,18,177.0,-19.0,18.0
879,4.9,6,38,32,2009,5,19,37.0,25.0,10.0
880,5.1,16,54,31,2009,5,19,37.0,25.0,10.0
881,5.7,17,35,0,2009,5,19,37.0,25.0,2.0
882,4.6,19,57,20,2009,5,19,37.0,25.0,10.0
883,5.6,15,26,25,2009,5,29,-107.0,-43.0,10.0
884,6.1,19,11,46,2009,7,7,-72.0,75.0,19.0
885,4.6,3,42,43,2009,7,8,-84.0,13.0,24.0
886,5.7,11,19,16,2009,7,9,101.0,25.0,7.0
887,5.0,9,2,3,2009,7,10,101.0,25.0,10.0
888,4.9,16,1,20,2009,7,12,101.0,25.0,10.0
889,5.3,20,32,30,2009,7,18,43.0,35.0,25.0
890,5.1,11,39,48,2009,7,19,95.0,-8.0,21.0
891,5.8,9,37,35,2009,8,13,-85.0,7.0,10.0
892,4.9,7,16,2,2009,8,30,-115.0,16.0,10.0
893,4.7,18,29,52,2009,9,10,32.0,37.0,5.0
894,4.8,1,58,30,2009,9,11,32.0,37.0,5.0
895,4.9,7,28,15,2009,9,15,98.0,-14.0,10.0
896,4.9,18,40,5,2009,9,24,169.0,-23.0,41.0
897,5.2,9,45,32,2009,9,25,-170.0,66.0,10.0
898,6.0,17,48,21,2009,10,15,-103.0,3.0,10.0
899,5.1,3,27,0,2009,11,6,69.0,-1.0,10.0
900,7.3,10,44,54,2009,11,9,178.0,-17.0,590.0
901,4.8,13,3,34,2009,11,14,73.0,17.0,10.0
902,5.1,17,22,28,2009,11,20,-82.0,10.0,26.0
903,5.3,4,20,36,2009,12,2,64.0,-20.0,10.0
904,5.2,0,41,50,2009,12,4,77.0,-29.0,10.0
905,4.8,14,9,6,2009,12,7,-87.0,-48.0,10.0
906,5.1,11,51,25,2009,12,12,73.0,17.0,10.0
907,4.9,6,41,12,2009,12,14,0.0,32.0,10.0
908,4.7,11,8,54,2009,12,29,15.0,32.0,10.0
909,4.8,2,24,25,2010,1,7,171.0,-21.0,35.0
910,5.8,8,3,22,2010,1,21,-110.0,8.0,10.0
911,5.2,10,21,42,2010,2,9,-179.0,-38.0,33.0
912,5.3,9,18,20,2010,2,11,81.0,-39.0,10.0
913,5.4,11,57,58,2010,2,24,165.0,-30.0,10.0
914,5.0,4,56,55,2010,2,25,101.0,25.0,36.0
915,5.0,9,39,42,2010,3,4,145.0,-1.0,59.0
916,6.3,7,5,23,2010,3,7,-115.0,-16.0,10.0
917,4.7,19,53,38,2010,3,19,100.0,21.0,18.0
918,5.1,7,57,22,2010,4,12,18.0,76.0,10.0
919,5.1,16,35,12,2010,4,15,-66.0,71.0,10.0
920,4.6,18,38,45,2010,4,25,170.0,-25.0,1.0
921,6.5,2,59,52,2010,4,26,123.0,22.0,21.0
922,6.7,23,11,43,2010,4,30,-177.0,60.0,13.0
923,6.3,23,16,28,2010,4,30,-177.0,60.0,14.0
924,5.0,17,4,16,2010,5,1,-175.0,60.0,10.0
925,4.7,21,17,18,2010,5,2,169.0,-23.0,39.0
926,5.7,5,39,28,2010,5,8,122.0,0.0,20.0
927,4.3,19,48,59,2010,5,11,-177.0,60.0,42.0
928,6.5,8,53,8,2010,5,26,129.0,25.0,10.0
929,4.9,15,58,14,2010,6,1,99.0,24.0,58.0
930,4.9,12,13,24,2010,6,13,34.0,0.0,10.0
931,5.5,17,41,41,2010,6,23,-75.0,45.0,22.0
932,6.3,11,43,32,2010,7,10,146.0,11.0,13.0
933,5.1,2,24,5,2010,7,11,46.0,-61.0,10.0
934,5.0,17,13,24,2010,7,24,-177.0,60.0,10.0
935,5.0,19,17,56,2010,7,24,114.0,-12.0,10.0
936,5.5,13,50,13,2010,7,30,59.0,35.0,24.0
937,5.8,6,52,57,2010,7,31,56.0,29.0,4.0
938,5.7,19,23,49,2010,8,27,54.0,35.0,7.0
939,5.2,6,43,28,2010,8,29,-105.0,-41.0,10.0
940,5.3,6,0,32,2010,9,12,148.0,-63.0,10.0
