distance,SNR
14737.761060243767,3.6318712454393527
14801.28589239999,3.6112323424685133
14864.810724556213,3.5880381728079302
14928.335556712438,3.5331427570281124
14991.86038886866,3.5711624555441723
15055.385221024884,3.5192184742449353
15118.910053181105,3.4955645059887273
15182.434885337329,3.52895590924526
15245.959717493553,3.4801092482559834
15309.484549649775,3.484595428451932
15373.009381806,3.486462671673514
15436.53421396222,3.4533709291399943
15500.059046118446,3.4901165933522442
15563.583878274669,3.4403559630834994
15627.108710430892,3.4624829142185933
15690.633542587115,3.5132248529041834
15754.158374743336,3.457164092761001
15817.68320689956,3.5126185189724093
15881.208039055784,3.523875261235409
15944.732871212007,3.3181884316604533
16008.25770336823,3.274960504619311
16071.782535524453,3.274960504619311
16135.307367680676,3.274960504619311
16198.832199836901,3.274960504619311
16262.357031993122,3.274960504619311
16325.881864149345,3.274960504619311
16389.40669630557,3.274960504619311
16452.93152846179,3.274960504619311
16516.456360618016,3.274960504619311
16579.981192774238,3.274960504619311
16643.506024930462,3.274960504619311
16707.030857086684,3.274960504619311
16770.55568924291,3.274960504619311
16834.08052139913,3.274960504619311
16897.605353555355,3.274960504619311
16961.130185711576,3.274960504619311
17024.6550178678,3.274960504619311
17088.179850024022,3.274960504619311
17151.704682180247,3.274960504619311
17215.22951433647,3.274960504619311
17278.754346492693,3.274960504619311
17342.279178648914,3.274960504619311
17405.80401080514,3.274960504619311
17469.328842961364,3.274960504619311
17532.853675117585,3.274960504619311
17596.378507273806,3.274960504619311
17659.90333943003,3.274960504619311
17723.428171586256,3.274960504619311
17786.953003742477,3.274960504619311
17850.477835898702,3.274960504619311
17914.002668054924,3.274960504619311
17977.527500211145,3.274960504619311
18041.052332367373,3.274960504619311
18104.577164523595,3.274960504619311
18168.101996679816,3.274960504619311
18231.626828836037,3.274960504619311
18295.151660992266,3.274960504619311
18358.676493148487,3.274960504619311
18422.201325304708,3.274960504619311
18485.726157460933,3.274960504619311
18549.250989617154,3.274960504619311
18612.77582177338,3.274960504619311
18676.300653929604,3.274960504619311
18739.825486085825,3.274960504619311
18803.350318242046,3.274960504619311
18866.87515039827,3.274960504619311
18930.399982554496,3.274960504619311
18993.924814710717,3.274960504619311
