distance,shape,scale,freq,model,comp,m0_default
905.0,0.6657258307022613,9.248354402802326e-06,0.01,Cold100,v,6.0
910.0,0.6657314580866125,9.207323209700892e-06,0.01,Cold100,v,6.0
915.0,0.6657370854709636,9.16629201659946e-06,0.01,Cold100,v,6.0
920.0,0.6657427128553147,9.125260823498026e-06,0.01,Cold100,v,6.0
925.0,0.6657483402396658,9.084229630396595e-06,0.01,Cold100,v,6.0
930.0,0.665753967624017,9.043198437295162e-06,0.01,Cold100,v,6.0
935.0,0.6657595950083681,9.002167244193728e-06,0.01,Cold100,v,6.0
940.0,0.6657652223927192,8.961136051092297e-06,0.01,Cold100,v,6.0
945.0,0.6657708497770704,8.920104857990864e-06,0.01,Cold100,v,6.0
950.0,0.6657764771614214,8.879073664889432e-06,0.01,Cold100,v,6.0
955.0,0.6657821045457726,8.838042471788e-06,0.01,Cold100,v,6.0
960.0,0.6662305238695326,8.798868532050673e-06,0.01,Cold100,v,6.0
965.0,0.6666789431932926,8.759694592313347e-06,0.01,Cold100,v,6.0
970.0,0.6671273625170526,8.720520652576018e-06,0.01,Cold100,v,6.0
975.0,0.6675757818408126,8.681346712838692e-06,0.01,Cold100,v,6.0
980.0,0.6680242011645726,8.642172773101366e-06,0.01,Cold100,v,6.0
985.0,0.6684726204883327,8.602998833364038e-06,0.01,Cold100,v,6.0
990.0,0.6689210398120926,8.563824893626712e-06,0.01,Cold100,v,6.0
995.0,0.6693694591358527,8.524650953889384e-06,0.01,Cold100,v,6.0
1000.0,0.6698178784596126,8.485477014152056e-06,0.01,Cold100,v,6.0
1005.0,0.6702662977833727,8.44630307441473e-06,0.01,Cold100,v,6.0
1010.0,0.6707248029638408,8.407913230608201e-06,0.01,Cold100,v,6.0
1015.0,0.671183308144309,8.369523386801674e-06,0.01,Cold100,v,6.0
1020.0,0.6716418133247773,8.331133542995146e-06,0.01,Cold100,v,6.0
1025.0,0.6721003185052455,8.292743699188619e-06,0.01,Cold100,v,6.0
1030.0,0.6725588236857137,8.25435385538209e-06,0.01,Cold100,v,6.0
1035.0,0.6730173288661819,8.215964011575561e-06,0.01,Cold100,v,6.0
1040.0,0.6734758340466501,8.177574167769032e-06,0.01,Cold100,v,6.0
1045.0,0.6739343392271184,8.139184323962504e-06,0.01,Cold100,v,6.0
1050.0,0.6743928444075866,8.100794480155977e-06,0.01,Cold100,v,6.0
1055.0,0.6748513495880548,8.062404636349448e-06,0.01,Cold100,v,6.0
1060.0,0.6746004237524592,8.03060941217987e-06,0.01,Cold100,v,6.0
1065.0,0.6743494979168637,7.99881418801029e-06,0.01,Cold100,v,6.0
1070.0,0.6740985720812682,7.96701896384071e-06,0.01,Cold100,v,6.0
1075.0,0.6738476462456726,7.93522373967113e-06,0.01,Cold100,v,6.0
1080.0,0.673596720410077,7.90342851550155e-06,0.01,Cold100,v,6.0
1085.0,0.6733457945744815,7.87163329133197e-06,0.01,Cold100,v,6.0
1090.0,0.673094868738886,7.83983806716239e-06,0.01,Cold100,v,6.0
1095.0,0.6728439429032904,7.80804284299281e-06,0.01,Cold100,v,6.0
1100.0,0.6725930170676948,7.77624761882323e-06,0.01,Cold100,v,6.0
1105.0,0.6723420912320993,7.744452394653652e-06,0.01,Cold100,v,6.0
1110.0,0.672093515817077,7.713059896857152e-06,0.01,Cold100,v,6.0
1115.0,0.6718449404020547,7.681667399060651e-06,0.01,Cold100,v,6.0
1120.0,0.6715963649870323,7.65027490126415e-06,0.01,Cold100,v,6.0
1125.0,0.67134778957201,7.618882403467649e-06,0.01,Cold100,v,6.0
1130.0,0.6710992141569876,7.58748990567115e-06,0.01,Cold100,v,6.0
1135.0,0.6708506387419653,7.55609740787465e-06,0.01,Cold100,v,6.0
1140.0,0.6706020633269429,7.524704910078149e-06,0.01,Cold100,v,6.0
1145.0,0.6703534879119206,7.493312412281647e-06,0.01,Cold100,v,6.0
1150.0,0.6701049124968983,7.461919914485148e-06,0.01,Cold100,v,6.0
1155.0,0.669856337081876,7.430527416688648e-06,0.01,Cold100,v,6.0
1160.0,0.6701552395256887,7.402395575669425e-06,0.01,Cold100,v,6.0
1165.0,0.6704541419695015,7.374263734650201e-06,0.01,Cold100,v,6.0
1170.0,0.6707530444133142,7.346131893630978e-06,0.01,Cold100,v,6.0
1175.0,0.671051946857127,7.318000052611756e-06,0.01,Cold100,v,6.0
1180.0,0.6713508493009397,7.289868211592532e-06,0.01,Cold100,v,6.0
1185.0,0.6716497517447524,7.261736370573309e-06,0.01,Cold100,v,6.0
1190.0,0.6719486541885652,7.233604529554086e-06,0.01,Cold100,v,6.0
1195.0,0.6722475566323779,7.205472688534864e-06,0.01,Cold100,v,6.0
1200.0,0.6725464590761907,7.17734084751564e-06,0.01,Cold100,v,6.0
1205.0,0.6728453615200034,7.149209006496417e-06,0.01,Cold100,v,6.0
1210.0,0.6734631495286062,7.126899579071622e-06,0.01,Cold100,v,6.0
1215.0,0.6740809375372089,7.104590151646827e-06,0.01,Cold100,v,6.0
1220.0,0.6746987255458117,7.082280724222032e-06,0.01,Cold100,v,6.0
1225.0,0.6753165135544145,7.059971296797238e-06,0.01,Cold100,v,6.0
1230.0,0.6759343015630173,7.037661869372442e-06,0.01,Cold100,v,6.0
1235.0,0.6765520895716199,7.015352441947647e-06,0.01,Cold100,v,6.0
1240.0,0.6771698775802227,6.9930430145228524e-06,0.01,Cold100,v,6.0
1245.0,0.6777876655888255,6.970733587098058e-06,0.01,Cold100,v,6.0
1250.0,0.6784054535974282,6.948424159673262e-06,0.01,Cold100,v,6.0
1255.0,0.679023241606031,6.926114732248467e-06,0.01,Cold100,v,6.0
