time,lat,lon,wind_dir,wind_strength,dt,bin_dt,id_map,lat_map,lon_map,proba,M0
1154.7022696341462,49.98508473015701,48.95051994006248,-90.86092206816312,65.18785886719888,0.3207506304539295,1,6377,50.0,49.09090909090909,0.005894237773454991,4.0
5463.811015192634,49.8775276797716,44.96762123765195,-90.8703564840768,66.4127623550331,1.5177252819979539,2,6277,50.0,45.45454545454544,0.011782465080105498,4.0
9784.889685756863,49.76916756392271,41.00930346643327,-90.90955785584922,65.9684121296405,2.71802491271024,3,6177,50.0,41.81818181818181,0.017674680394203723,4.0
10529.085864075812,49.7601577435972,40.32801679442067,-90.90955785584922,65.9684121296405,2.924746073354392,3,6177,50.0,41.81818181818181,0.017674680394203723,4.0
14076.652696219258,49.67918258310457,37.02839228441946,-90.90830098990595,67.11443317564486,3.9101813045053495,4,6077,50.0,38.18181818181819,0.023575171365721626,4.0
17397.930993845202,49.60745258277071,34.05463018787049,-90.99364075121096,64.70803040293299,4.832758609401445,5,5977,50.0,34.54545454545453,0.029488507131785857,4.0
18436.28781816728,49.59324619454434,33.12540857086108,-90.99364075121096,64.70803040293299,5.121191060602022,6,5977,50.0,34.54545454545453,0.03536603108842373,4.0
21869.291274710085,49.516997741986806,30.0434416677249,-91.00448854162876,64.99898872805946,6.074803131863913,7,5877,50.0,30.909090909090907,0.041278070299259007,4.0
23056.98651392009,49.49992099046499,28.97782537340197,-91.00448854162876,64.99898872805946,6.404718476088913,7,5777,50.0,27.272727272727252,0.041278070299259007,4.0
26534.59002651273,49.42389642860202,26.057510558705516,-91.17689473960247,60.920451322586246,7.370719451809092,8,5777,50.0,27.272727272727252,0.04719266850199233,4.0
27972.33773581332,49.40142459991151,24.85096413700689,-91.17689473960247,60.920451322586246,7.770093815503699,8,5677,50.0,23.636363636363626,0.04719266850199233,4.0
31059.33305405811,49.33693479668378,22.05447245262374,-90.96079932123511,65.83185584420433,8.627592515016142,9,5677,50.0,23.636363636363626,0.05308754844652486,4.0
32536.447899961626,49.31453519487228,20.717205096064717,-90.96079932123511,65.83185584420433,9.037902194433785,10,5577,50.0,20.0,0.058969379220100815,4.0
35515.18834723917,49.25486928613573,18.04199786918108,-90.9383989692634,65.37476799384376,9.865330096455326,10,5477,50.0,16.363636363636346,0.058969379220100815,4.0
39082.57585554495,49.178203374788886,14.937678923756554,-90.98310690451966,63.43773820206392,10.85627107098471,11,5477,50.0,16.363636363636346,0.06481735471315564,4.0
43710.512730956136,49.06602915046578,11.000387836651274,-90.99578844155108,62.15118636401401,12.14180909193226,13,5376,48.18181818181819,12.72727272727272,0.07063272240821228,4.0
45052.8570976773,49.04734935630203,9.859264810239722,-90.99578844155108,62.15118636401401,12.514682527132582,13,5276,48.18181818181819,9.090909090909093,0.07063272240821228,4.0
48438.98123674751,48.979145509535634,6.97441146490776,-90.96906377491646,62.35961913133851,13.455272565763197,14,5176,48.18181818181819,5.454545454545439,0.07642212848952357,4.0
53124.22030298051,48.86689998335698,3.019480378468152,-90.97418806422344,61.911648953604846,14.75672786193903,15,5076,48.18181818181819,1.818181818181813,0.08206644954737297,4.0
54114.34354569486,48.85450256261203,2.184258039814252,-90.97418806422344,61.911648953604846,15.03176209602635,16,5076,48.18181818181819,1.818181818181813,0.08767627610163287,4.0
57991.9865253746,48.77229481022501,-1.048177589854967,-90.98821439449615,61.26491230275614,16.10888514593739,17,4976,48.18181818181819,-1.818181818181813,0.09321176869855041,4.0
60424.03769509016,48.7323338055194,-3.024370905432521,-91.00845970547144,59.777159038686335,16.784454915302824,17,4976,48.18181818181819,-1.818181818181813,0.09321176869855041,4.0
65268.50320346927,48.618527559591655,-6.967266567012937,-91.0137950041114,59.99049065999044,18.130139778741466,19,4876,48.18181818181819,-5.4545454545454675,0.09866778541571031,4.0
65831.09302787659,48.61224839527565,-7.424899129347037,-91.0137950041114,59.99049065999044,18.28641472996572,19,4776,48.18181818181819,-9.090909090909093,0.09866778541571031,4.0
70273.27600948287,48.51582899561504,-10.969968941681197,-91.01672121144536,58.94658059303864,19.520354447078574,20,4676,48.18181818181819,-12.72727272727272,0.10406493650135384,4.0
70652.49588958174,48.51186454612792,-11.272472930788243,-91.01672121144536,58.94658059303864,19.625693302661595,20,4676,48.18181818181819,-12.72727272727272,0.10406493650135384,4.0
75287.69999880163,48.4085807084814,-14.964857571457618,-91.0253394424119,58.96194104895123,20.91324999966712,21,4576,48.18181818181819,-16.363636363636374,0.10942638572209229,4.0
75468.16466439862,48.40677864869796,-15.10855431469428,-91.0253394424119,58.96194104895123,20.96337907344406,21,4576,48.18181818181819,-16.363636363636374,0.10942638572209229,4.0
