z[m] rho[kg/m^3] T[K] c[m/s] p[Pa] n/a g[m/s^2] n/a.1 kappa[J/s/m/K] mu[kg(s.m)] n/a.2 w_y[m/s] w_x[m/s] w_proj[m/s] cP[J/(kg.K)] cV[J/(kg.K)] gamma[1] fr[Hz] Svib[1] kappa1 taus taue taus_new taue_new
9280.0 40.19 666.2611574 391.7476985 5118000.0 0.0 8.842336482 0.0 0.02943699813 3.05710556e-05 0.0 0.0 3.749048958 3.749048958 1135.414246 944.218559 1.202490922 6232803.351 0.08787691442 1.6213212932013296e-07 0.01 0.010000002243941375 0.01 0.010000002243941375
9290.0 40.16 666.1871148 391.727582 5115000.0 0.0 8.842307305 0.0 0.02943346691 3.056875694e-05 0.0 0.0 3.756484371 3.756484371 1135.370332 944.1764877 1.202497994 6227528.183 0.08787521534 1.622699088621391e-07 0.01 0.010000002245798731 0.01 0.010000002245798731
9300.0 40.14 666.1130688 391.7074629 5111000.0 0.0 8.842278128 0.0 0.02942993515 3.056645769e-05 0.0 0.0 3.763918943 3.763918943 1135.326423 944.134417 1.20250507 6222256.73 0.08787351577 1.6236743876595825e-07 0.01 0.010000002247657885 0.01 0.010000002247657885
9310.0 40.12 666.0390194 391.6873412 5107000.0 0.0 8.842248951 0.0 0.02942640286 3.056415786e-05 0.0 0.0 3.771352671 3.771352671 1135.28252 944.092347 1.202512152 6216988.989 0.0878718157 1.6246507063617909e-07 0.01 0.010000002249518835 0.01 0.010000002249518835
9320.0 40.09 665.9649667 391.6672168 5104000.0 0.0 8.842219774 0.0 0.02942287003 3.056185743e-05 0.0 0.0 3.77878555 3.77878555 1135.238621 944.0502775 1.202519239 6211724.958 0.08787011512 1.6260335417478827e-07 0.01 0.010000002251381583 0.01 0.010000002251381583
9330.0 40.07 665.8909106 391.6470899 5100000.0 0.0 8.842190597 0.0 0.02941933667 3.055955641e-05 0.0 0.0 3.786217576 3.786217576 1135.194727 944.0082086 1.202526331 6206464.635 0.08786841403 1.627012350961101e-07 0.01 0.010000002253246132 0.01 0.010000002253246132
9340.0 40.05 665.8168511 391.6269604 5097000.0 0.0 8.84216142 0.0 0.02941580278 3.055725481e-05 0.0 0.0 3.793648746 3.793648746 1135.150839 943.9661403 1.202533428 6201208.018 0.08786671244 1.6279921851721838e-07 0.01 0.010000002255112484 0.01 0.010000002255112484
9350.0 40.02 665.7427883 391.6068283 5093000.0 0.0 8.842132244 0.0 0.02941226835 3.055495262e-05 0.0 0.0 3.801079056 3.801079056 1135.106955 943.9240725 1.20254053 6195955.104 0.08786501034 1.629380085674398e-07 0.01 0.01000000225698064 0.01 0.01000000225698064
9360.0 40.0 665.6687221 391.5866937 5090000.0 0.0 8.842103067 0.0 0.02940873339 3.055264984e-05 0.0 0.0 3.808508501 3.808508501 1135.063076 943.8820052 1.202547638 6190705.891 0.08786330774 1.6303624226986762e-07 0.01 0.010000002258850605 0.01 0.010000002258850605
9370.0 39.97 665.5946525 391.5665564 5086000.0 0.0 8.842073891 0.0 0.0294051979 3.055034647e-05 0.0 0.0 3.815937078 3.815937078 1135.019202 943.8399384 1.202554751 6185460.378 0.08786160462 1.6317539334786804e-07 0.01 0.010000002260722377 0.01 0.010000002260722377
9380.0 39.95 665.5205796 391.5464165 5082000.0 0.0 8.842044715 0.0 0.02940166187 3.054804252e-05 0.0 0.0 3.823364784 3.823364784 1134.975333 943.7978721 1.202561869 6180218.562 0.08785990099 1.6327387843701592e-07 0.01 0.01000000226259596 0.01 0.01000000226259596
9390.0 39.93 665.4465033 391.526274 5079000.0 0.0 8.842015539 0.0 0.02939812531 3.054573798e-05 0.0 0.0 3.830791616 3.830791616 1134.931468 943.7558062 1.202568992 6174980.44 0.08785819684 1.6337246694689722e-07 0.01 0.010000002264471354 0.01 0.010000002264471354
9400.0 39.9 665.3724236 391.5061289 5075000.0 0.0 8.841986363 0.0 0.02939458822 3.054343285e-05 0.0 0.0 3.83821757 3.83821757 1134.887609 943.7137408 1.20257612 6169746.011 0.08785649219 1.6351212924982888e-07 0.01 0.010000002266348566 0.01 0.010000002266348566
9410.0 39.88 665.2983405 391.4859812 5072000.0 0.0 8.841957188 0.0 0.0293910506 3.054112713e-05 0.0 0.0 3.845642644 3.845642644 1134.843754 943.6716758 1.202583253 6164515.272 0.08785478701 1.6361097039257613e-07 0.01 0.01000000226822759 0.01 0.01000000226822759
9420.0 39.86 665.2242541 391.4658309 5068000.0 0.0 8.841928012 0.0 0.02938751245 3.053882083e-05 0.0 0.0 3.853066834 3.853066834 1134.799904 943.6296113 1.202590392 6159288.221 0.08785308132 1.6370991549960823e-07 0.01 0.010000002270108437 0.01 0.010000002270108437
9430.0 39.83 665.1501643 391.4456781 5065000.0 0.0 8.841898837 0.0 0.02938397376 3.053651394e-05 0.0 0.0 3.860490138 3.860490138 1134.756058 943.5875471 1.202597535 6154064.856 0.08785137511 1.6385009167639066e-07 0.01 0.010000002271991104 0.01 0.010000002271991104
9440.0 39.81 665.0760712 391.4255226 5061000.0 0.0 8.841869662 0.0 0.02938043455 3.053420647e-05 0.0 0.0 3.867912553 3.867912553 1134.712218 943.5454833 1.202604684 6148845.175 0.08784966838 1.639492907549482e-07 0.01 0.010000002273875595 0.01 0.010000002273875595
9450.0 39.79 665.0019746 391.4053645 5058000.0 0.0 8.841840487 0.0 0.0293768948 3.053189841e-05 0.0 0.0 3.875334076 3.875334076 1134.668382 943.5034199 1.202611838 6143629.175 0.08784796113 1.6404859434515277e-07 0.01 0.010000002275761907 0.01 0.010000002275761907
9460.0 39.76 664.9278747 391.3852039 5054000.0 0.0 8.841811312 0.0 0.02937335452 3.052958976e-05 0.0 0.0 3.882754706 3.882754706 1134.624551 943.4613569 1.202618997 6138416.855 0.08784625335 1.641892872312303e-07 0.01 0.01000000227765005 0.01 0.01000000227765005
9470.0 39.74 664.8537714 391.3650406 5051000.0 0.0 8.841782137 0.0 0.02936981372 3.052728052e-05 0.0 0.0 3.890174439 3.890174439 1134.580724 943.4192941 1.202626161 6133208.212 0.08784454505 1.642888461411101e-07 0.01 0.010000002279540019 0.01 0.010000002279540019
9480.0 39.72 664.7796647 391.3448747 5047000.0 0.0 8.841752963 0.0 0.02936627238 3.05249707e-05 0.0 0.0 3.897593274 3.897593274 1134.536902 943.3772317 1.202633331 6128003.244 0.08784283622 1.6438851011384327e-07 0.01 0.010000002281431821 0.01 0.010000002281431821
9490.0 39.69 664.7055547 391.3247063 5043000.0 0.0 8.841723788 0.0 0.02936273051 3.05226603e-05 0.0 0.0 3.905011209 3.905011209 1134.493085 943.3351695 1.202640505 6122801.949 0.08784112687 1.6452972248073398e-07 0.01 0.010000002283325454 0.01 0.010000002283325454
9500.0 39.67 664.6314413 391.3045352 5040000.0 0.0 8.841694614 0.0 0.02935918812 3.052034931e-05 0.0 0.0 3.912428241 3.912428241 1134.449272 943.2931077 1.202647685 6117604.325 0.08783941699 1.646296431308112e-07 0.01 0.010000002285220924 0.01 0.010000002285220924
9510.0 39.65 664.5573245 391.2843615 5036000.0 0.0 8.84166544 0.0 0.02935564519 3.051803773e-05 0.0 0.0 3.91984437 3.91984437 1134.405464 943.2510461 1.20265487 6112410.369 0.08783770658 1.6472966939882645e-07 0.01 0.010000002287118233 0.01 0.010000002287118233
9520.0 39.62 664.4832043 391.2641853 5033000.0 0.0 8.841636266 0.0 0.02935210174 3.051572557e-05 0.0 0.0 3.927259593 3.927259593 1134.361661 943.2089847 1.20266206 6107220.079 0.08783599563 1.6487140403774922e-07 0.01 0.010000002289017377 0.01 0.010000002289017377
9530.0 39.6 664.4090807 391.2440064 5029000.0 0.0 8.841607092 0.0 0.02934855775 3.051341283e-05 0.0 0.0 3.934673909 3.934673909 1134.317862 943.1669236 1.202669255 6102033.454 0.08783428416 1.649716883503804e-07 0.01 0.010000002290918363 0.01 0.010000002290918363
9540.0 39.57 664.3349538 391.2238249 5026000.0 0.0 8.841577918 0.0 0.02934501324 3.05110995e-05 0.0 0.0 3.942087316 3.942087316 1134.274067 943.1248627 1.202676456 6096850.49 0.08783257215 1.651137953117282e-07 0.01 0.010000002292821195 0.01 0.010000002292821195
9550.0 39.55 664.2608235 391.2036409 5022000.0 0.0 8.841548744 0.0 0.0293414682 3.050878559e-05 0.0 0.0 3.949499814 3.949499814 1134.230277 943.0828019 1.202683661 6091671.187 0.0878308596 1.6521433856199622e-07 0.01 0.01000000229472587 0.01 0.01000000229472587
9560.0 39.53 664.1866898 391.1834542 5019000.0 0.0 8.841519571 0.0 0.02933792263 3.050647109e-05 0.0 0.0 3.9569114 3.9569114 1134.186492 943.0407414 1.202690872 6086495.54 0.08782914652 1.653149884731383e-07 0.01 0.010000002296632393 0.01 0.010000002296632393
9570.0 39.5 664.1125527 391.163265 5015000.0 0.0 8.841490398 0.0 0.02933437654 3.050415601e-05 0.0 0.0 3.964322074 3.964322074 1134.14271 942.998681 1.202698088 6081323.55 0.08782743289 1.6545762244339052e-07 0.01 0.010000002298540766 0.01 0.010000002298540766
9580.0 39.48 664.0384122 391.1430731 5012000.0 0.0 8.841461224 0.0 0.02933082991 3.050184034e-05 0.0 0.0 3.971731836 3.971731836 1134.098934 942.9566207 1.202705309 6076155.212 0.08782571873 1.6555853276048334e-07 0.01 0.01000000230045099 0.01 0.01000000230045099
9590.0 39.46 663.9642683 391.1228787 5008000.0 0.0 8.841432051 0.0 0.02932728276 3.049952409e-05 0.0 0.0 3.979140683 3.979140683 1134.055161 942.9145606 1.202712535 6070990.526 0.08782400403 1.6565955013510453e-07 0.01 0.010000002302363066 0.01 0.010000002302363066
9600.0 39.44 663.8901211 391.1026816 5005000.0 0.0 8.841402878 0.0 0.02932373509 3.049720726e-05 0.0 0.0 3.986548616 3.986548616 1134.011393 942.8725006 1.202719766 6065829.488 0.08782228879 1.657606749011843e-07 0.01 0.010000002304277 0.01 0.010000002304277
9610.0 39.41 663.8159705 391.0824819 5001000.0 0.0 8.841373706 0.0 0.02932018688 3.049488984e-05 0.0 0.0 3.993955634 3.993955634 1133.96763 942.8304407 1.202727002 6060672.097 0.087820573 1.6590399338792698e-07 0.01 0.01000000230619279 0.01 0.01000000230619279
9620.0 39.39 663.7418164 391.0622797 4998000.0 0.0 8.841344533 0.0 0.02931663815 3.049257184e-05 0.0 0.0 4.001361737 4.001361737 1133.92387 942.7883808 1.202734244 6055518.351 0.08781885666 1.6600538027406795e-07 0.01 0.010000002308110443 0.01 0.010000002308110443
9630.0 39.37 663.667659 391.0420748 4994000.0 0.0 8.841315361 0.0 0.0293130889 3.049025326e-05 0.0 0.0 4.008766923 4.008766923 1133.880115 942.746321 1.202741491 6050368.248 0.08781713978 1.6610687512280018e-07 0.01 0.010000002310029954 0.01 0.010000002310029954
9640.0 39.34 663.5934982 391.0218674 4991000.0 0.0 8.841286188 0.0 0.02930953912 3.04879341e-05 0.0 0.0 4.016171194 4.016171194 1133.836365 942.7042613 1.202748743 6045221.784 0.08781542235 1.6625072716214263e-07 0.01 0.01000000231195133 0.01 0.01000000231195133
9650.0 39.32 663.519334 391.0016573 4987000.0 0.0 8.841257016 0.0 0.02930598881 3.048561435e-05 0.0 0.0 4.023574548 4.023574548 1133.792618 942.6622015 1.202756 6040078.959 0.08781370437 1.663524856223232e-07 0.01 0.010000002313874573 0.01 0.010000002313874573
9660.0 39.3 663.4451665 390.9814446 4984000.0 0.0 8.841227844 0.0 0.02930243798 3.048329402e-05 0.0 0.0 4.030976986 4.030976986 1133.748876 942.6201418 1.202763262 6034939.77 0.08781198584 1.6645435253524758e-07 0.01 0.010000002315799682 0.01 0.010000002315799682
9670.0 39.27 663.3709955 390.9612294 4980000.0 0.0 8.841198672 0.0 0.02929888662 3.048097311e-05 0.0 0.0 4.038378508 4.038378508 1133.705138 942.5780821 1.202770529 6029804.214 0.08781026676 1.6659874110441834e-07 0.01 0.010000002317726665 0.01 0.010000002317726665
9680.0 39.25 663.2968211 390.9410115 4977000.0 0.0 8.841169501 0.0 0.02929533474 3.047865162e-05 0.0 0.0 4.045779114 4.045779114 1133.661405 942.5360223 1.202777801 6024672.29 0.08780854713 1.6670087304537184e-07 0.01 0.010000002319655518 0.01 0.010000002319655518
9690.0 39.23 663.2226434 390.920791 4973000.0 0.0 8.841140329 0.0 0.02929178233 3.047632954e-05 0.0 0.0 4.053178804 4.053178804 1133.617675 942.4939625 1.202785079 6019543.996 0.08780682694 1.668031140181542e-07 0.01 0.010000002321586245 0.01 0.010000002321586245
9700.0 39.2 663.1484622 390.900568 4970000.0 0.0 8.841111158 0.0 0.0292882294 3.047400689e-05 0.0 0.0 4.060577579 4.060577579 1133.57395 942.4519026 1.202792362 6014419.329 0.08780510619 1.6694804203031715e-07 0.01 0.010000002323518848 0.01 0.010000002323518848
9710.0 39.18 663.0742777 390.8803423 4966000.0 0.0 8.841081986 0.0 0.02928467595 3.047168365e-05 0.0 0.0 4.06797544 4.06797544 1133.530228 942.4098426 1.202799649 6009298.287 0.08780338489 1.6705054945783667e-07 0.01 0.010000002325453332 0.01 0.010000002325453332
9720.0 39.16 663.0000898 390.860114 4963000.0 0.0 8.841052815 0.0 0.02928112197 3.046935983e-05 0.0 0.0 4.075372387 4.075372387 1133.486511 942.3677826 1.202806942 6004180.868 0.08780166302 1.6715316650039536e-07 0.01 0.010000002327389694 0.01 0.010000002327389694
9730.0 39.13 662.9258984 390.8398832 4959000.0 0.0 8.841023644 0.0 0.02927756747 3.046703543e-05 0.0 0.0 4.082768421 4.082768421 1133.442798 942.3257224 1.202814241 5999067.07 0.0877999406 1.6729863688967992e-07 0.01 0.010000002329327943 0.01 0.010000002329327943
9740.0 39.11 662.8517037 390.8196497 4956000.0 0.0 8.840994473 0.0 0.02927401244 3.046471045e-05 0.0 0.0 4.090163542 4.090163542 1133.399089 942.2836621 1.202821544 5993956.89 0.08779821761 1.6740152182390137e-07 0.01 0.010000002331268075 0.01 0.010000002331268075
9750.0 39.09 662.7775056 390.7994136 4952000.0 0.0 8.840965303 0.0 0.02927045689 3.046238489e-05 0.0 0.0 4.097557753 4.097557753 1133.355384 942.2416017 1.202828852 5988850.328 0.08779649406 1.6750451696053468e-07 0.01 0.010000002333210092 0.01 0.010000002333210092
9760.0 39.07 662.703304 390.7791749 4949000.0 0.0 8.840936132 0.0 0.02926690082 3.046005875e-05 0.0 0.0 4.104951053 4.104951053 1133.311683 942.1995411 1.202836166 5983747.379 0.08779476995 1.6760762247041574e-07 0.01 0.010000002335153997 0.01 0.010000002335153997
9770.0 39.04 662.6290991 390.7589336 4946000.0 0.0 8.840906962 0.0 0.02926334423 3.045773202e-05 0.0 0.0 4.112343444 4.112343444 1133.267986 942.1574803 1.202843484 5978648.043 0.08779304527 1.6775379724361558e-07 0.01 0.010000002337099797 0.01 0.010000002337099797
9780.0 39.02 662.5548908 390.7386898 4942000.0 0.0 8.840877791 0.0 0.02925978711 3.045540472e-05 0.0 0.0 4.119734928 4.119734928 1133.224294 942.1154193 1.202850808 5973552.318 0.08779132002 1.6785717242727013e-07 0.01 0.010000002339047487 0.01 0.010000002339047487
9790.0 39.0 662.4806791 390.7184433 4939000.0 0.0 8.840848621 0.0 0.02925622948 3.045307684e-05 0.0 0.0 4.127125506 4.127125506 1133.180605 942.0733581 1.202858137 5968460.2 0.0877895942 1.67960658662824e-07 0.01 0.010000002340997075 0.01 0.010000002340997075
9800.0 38.97 662.4064639 390.6981942 4935000.0 0.0 8.840819451 0.0 0.02925267132 3.045074838e-05 0.0 0.0 4.134515179 4.134515179 1133.13692 942.0312966 1.202865471 5963371.688 0.08778786781 1.6810738261009623e-07 0.01 0.01000000234294856 0.01 0.01000000234294856
9810.0 38.95 662.3322454 390.6779425 4932000.0 0.0 8.840790281 0.0 0.02924911264 3.044841934e-05 0.0 0.0 4.141903949 4.141903949 1133.093239 941.989235 1.20287281 5958286.78 0.08778614086 1.6821114006599676e-07 0.01 0.010000002344901945 0.01 0.010000002344901945
9820.0 38.93 662.2580235 390.6576882 4928000.0 0.0 8.840761112 0.0 0.02924555344 3.044608972e-05 0.0 0.0 4.149291818 4.149291818 1133.049561 941.947173 1.202880155 5953205.473 0.08778441332 1.6831500908497529e-07 0.01 0.01000000234685723 0.01 0.01000000234685723
9830.0 38.9 662.1837981 390.6374313 4925000.0 0.0 8.840731942 0.0 0.02924199371 3.044375952e-05 0.0 0.0 4.156678787 4.156678787 1133.005888 941.9051108 1.202887504 5948127.766 0.08778268522 1.684622852108124e-07 0.01 0.01000000234881442 0.01 0.01000000234881442
9840.0 38.88 662.1095694 390.6171718 4921000.0 0.0 8.840702773 0.0 0.02923843347 3.044142874e-05 0.0 0.0 4.164064859 4.164064859 1132.962219 941.8630482 1.202894859 5943053.656 0.08778095654 1.6856642692131568e-07 0.01 0.010000002350773517 0.01 0.010000002350773517
9850.0 38.86 662.0353372 390.5969097 4918000.0 0.0 8.840673603 0.0 0.02923487271 3.043909738e-05 0.0 0.0 4.171450035 4.171450035 1132.918553 941.8209854 1.202902219 5937983.141 0.08777922728 1.6867068079622242e-07 0.01 0.010000002352734521 0.01 0.010000002352734521
9860.0 38.84 661.9611017 390.576645 4914000.0 0.0 8.840644434 0.0 0.02923131143 3.043676545e-05 0.0 0.0 4.178834318 4.178834318 1132.874891 941.7789222 1.202909584 5932916.219 0.08777749744 1.6877504701041828e-07 0.01 0.010000002354697436 0.01 0.010000002354697436
9870.0 38.81 661.8868627 390.5563776 4911000.0 0.0 8.840615265 0.0 0.02922774962 3.043443293e-05 0.0 0.0 4.186217711 4.186217711 1132.831233 941.7368587 1.202916954 5927852.889 0.08777576702 1.6892304026155657e-07 0.01 0.010000002356662263 0.01 0.010000002356662263
9880.0 38.79 661.8126204 390.5361077 4908000.0 0.0 8.840586096 0.0 0.0292241873 3.043209984e-05 0.0 0.0 4.193600214 4.193600214 1132.787579 941.6947947 1.202924329 5922793.147 0.08777403602 1.6902768107989546e-07 0.01 0.010000002358629006 0.01 0.010000002358629006
9890.0 38.77 661.7383746 390.5158352 4904000.0 0.0 8.840556928 0.0 0.02922062446 3.042976617e-05 0.0 0.0 4.200981831 4.200981831 1132.743928 941.6527305 1.202931709 5917736.991 0.08777230444 1.6913243484442906e-07 0.01 0.010000002360597665 0.01 0.010000002360597665
9900.0 38.75 661.6641254 390.4955601 4901000.0 0.0 8.840527759 0.0 0.0292170611 3.042743192e-05 0.0 0.0 4.208362565 4.208362565 1132.700282 941.6106658 1.202939095 5912684.421 0.08777057227 1.692373017316625e-07 0.01 0.01000000236256824 0.01 0.01000000236256824
9910.0 38.72 661.5898728 390.4752823 4897000.0 0.0 8.840498591 0.0 0.02921349722 3.04250971e-05 0.0 0.0 4.215742417 4.215742417 1132.656639 941.5686006 1.202946485 5907635.432 0.08776883952 1.6938601709869576e-07 0.01 0.01000000236454074 0.01 0.01000000236454074
9920.0 38.7 661.5156168 390.455002 4894000.0 0.0 8.840469423 0.0 0.02920993282 3.042276169e-05 0.0 0.0 4.223121391 4.223121391 1132.612999 941.5265351 1.202953881 5902590.024 0.08776710618 1.6949116052046574e-07 0.01 0.010000002366515163 0.01 0.010000002366515163
9930.0 38.68 661.4413574 390.4347191 4890000.0 0.0 8.840440254 0.0 0.02920636791 3.042042571e-05 0.0 0.0 4.23049949 4.23049949 1132.569364 941.4844691 1.202961282 5897548.194 0.08776537226 1.6959641767748618e-07 0.01 0.01000000236849151 0.01 0.01000000236849151
9940.0 38.65 661.3670945 390.4144335 4887000.0 0.0 8.840411086 0.0 0.02920280247 3.041808916e-05 0.0 0.0 4.237876716 4.237876716 1132.525731 941.4424026 1.202968688 5892509.94 0.08776363774 1.6974569615406754e-07 0.01 0.010000002370469786 0.01 0.010000002370469786
9950.0 38.63 661.2928283 390.3941454 4884000.0 0.0 8.840381919 0.0 0.02919923652 3.041575202e-05 0.0 0.0 4.245253073 4.245253073 1132.482103 941.4003357 1.202976099 5887475.261 0.08776190263 1.698512313552258e-07 0.01 0.01000000237244999 0.01 0.01000000237244999
9960.0 38.61 661.2185586 390.3738546 4880000.0 0.0 8.840352751 0.0 0.02919567005 3.041341431e-05 0.0 0.0 4.252628563 4.252628563 1132.438478 941.3582682 1.202983515 5882444.152 0.08776016693 1.699568809956852e-07 0.01 0.010000002374432127 0.01 0.010000002374432127
9970.0 38.59 661.1442856 390.3535613 4877000.0 0.0 8.840323583 0.0 0.02919210307 3.041107603e-05 0.0 0.0 4.26000319 4.26000319 1132.394857 941.3162002 1.202990936 5877416.614 0.08775843064 1.7006264508078464e-07 0.01 0.010000002376416196 0.01 0.010000002376416196
9980.0 38.56 661.0700091 390.3332653 4873000.0 0.0 8.840294416 0.0 0.02918853556 3.040873716e-05 0.0 0.0 4.267376957 4.267376957 1132.351239 941.2741317 1.202998363 5872392.643 0.08775669375 1.7021265480580902e-07 0.01 0.010000002378402203 0.01 0.010000002378402203
9990.0 38.54 660.9957292 390.3129667 4870000.0 0.0 8.840265249 0.0 0.02918496755 3.040639772e-05 0.0 0.0 4.274749868 4.274749868 1132.307625 941.2320626 1.203005794 5867372.237 0.08775495626 1.7031869898490103e-07 0.01 0.010000002380390149 0.01 0.010000002380390149
10000.0 38.52 660.9214459 390.2926655 4867000.0 0.0 8.840236082 0.0 0.02918139901 3.040405771e-05 0.0 0.0 4.282121926 4.282121926 1132.264014 941.1899929 1.203013231 5862355.395 0.08775321818 1.7042485831850544e-07 0.01 0.010000002382380033 0.01 0.010000002382380033
10010.0 38.5 660.8471591 390.2723618 4863000.0 0.0 8.840206915 0.0 0.02917782996 3.040171712e-05 0.0 0.0 4.289493134 4.289493134 1132.220407 941.1479227 1.203020673 5857342.114 0.0877514795 1.7053113290033235e-07 0.01 0.010000002384371863 0.01 0.010000002384371863
10020.0 38.47 660.772869 390.2520554 4860000.0 0.0 8.840177748 0.0 0.02917426039 3.039937595e-05 0.0 0.0 4.296863497 4.296863497 1132.176803 941.1058519 1.20302812 5852332.392 0.08774974021 1.7068187908426536e-07 0.01 0.010000002386365635 0.01 0.010000002386365635
10030.0 38.45 660.6985754 390.2317464 4856000.0 0.0 8.840148581 0.0 0.02917069031 3.039703421e-05 0.0 0.0 4.304233018 4.304233018 1132.133203 941.0637804 1.203035572 5847326.228 0.08774800033 1.7078843574134348e-07 0.01 0.010000002388361356 0.01 0.010000002388361356
10040.0 38.43 660.6242784 390.2114348 4853000.0 0.0 8.840119415 0.0 0.02916711971 3.039469189e-05 0.0 0.0 4.311601701 4.311601701 1132.089606 941.0217083 1.203043029 5842323.618 0.08774625984 1.7089510836260463e-07 0.01 0.010000002390359027 0.01 0.010000002390359027
10050.0 38.41 660.549978 390.1911206 4850000.0 0.0 8.840090248 0.0 0.02916354859 3.0392349e-05 0.0 0.0 4.31896955 4.31896955 1132.046013 940.9796355 1.203050491 5837324.56 0.08774451874 1.7100189713084166e-07 0.01 0.010000002392358648 0.01 0.010000002392358648
10060.0 38.38 660.4756741 390.1708038 4846000.0 0.0 8.840061082 0.0 0.02915997697 3.039000553e-05 0.0 0.0 4.326336569 4.326336569 1132.002423 940.9375621 1.203057959 5832329.054 0.08774277704 1.7115338503335342e-07 0.01 0.010000002394360222 0.01 0.010000002394360222
10070.0 38.36 660.4013669 390.1504843 4843000.0 0.0 8.840031916 0.0 0.02915640482 3.038766149e-05 0.0 0.0 4.333702761 4.333702761 1131.958836 940.8954879 1.203065431 5827337.096 0.08774103473 1.7126045787693708e-07 0.01 0.010000002396363753 0.01 0.010000002396363753
10080.0 38.34 660.3270562 390.1301623 4839000.0 0.0 8.84000275 0.0 0.02915283216 3.038531687e-05 0.0 0.0 4.341068132 4.341068132 1131.915252 940.8534131 1.203072909 5822348.684 0.08773929182 1.7136764741423235e-07 0.01 0.010000002398369241 0.01 0.010000002398369241
10090.0 38.32 660.2527421 390.1098377 4836000.0 0.0 8.839973584 0.0 0.02914925899 3.038297168e-05 0.0 0.0 4.348432686 4.348432686 1131.871672 940.8113375 1.203080392 5817363.817 0.08773754829 1.714749539174765e-07 0.01 0.01000000240037669 0.01 0.01000000240037669
10100.0 38.29 660.1784245 390.0895104 4833000.0 0.0 8.839944419 0.0 0.02914568531 3.038062592e-05 0.0 0.0 4.355796427 4.355796427 1131.828096 940.7692612 1.203087879 5812382.492 0.08773580415 1.716271889360158e-07 0.01 0.010000002402386103 0.01 0.010000002402386103
10110.0 38.27 660.1041036 390.0691806 4829000.0 0.0 8.839915253 0.0 0.02914211111 3.037827958e-05 0.0 0.0 4.363159359 4.363159359 1131.784522 940.7271842 1.203095372 5807404.708 0.0877340594 1.7173478144536354e-07 0.01 0.010000002404397478 0.01 0.010000002404397478
10120.0 38.25 660.0297792 390.0488481 4826000.0 0.0 8.839886088 0.0 0.0291385364 3.037593267e-05 0.0 0.0 4.370521487 4.370521487 1131.740952 940.6851063 1.203102871 5802430.461 0.08773231403 1.7184249164920948e-07 0.01 0.01000000240641082 0.01 0.01000000240641082
10130.0 38.23 659.9554514 390.0285131 4822000.0 0.0 8.839856922 0.0 0.02913496117 3.037358518e-05 0.0 0.0 4.377882816 4.377882816 1131.697385 940.6430277 1.203110374 5797459.75 0.08773056805 1.719503195576236e-07 0.01 0.010000002408426134 0.01 0.010000002408426134
10140.0 38.2 659.8811202 390.0081754 4819000.0 0.0 8.839827757 0.0 0.02913138544 3.037123712e-05 0.0 0.0 4.38524335 4.38524335 1131.653821 940.6009482 1.203117882 5792492.573 0.08772882145 1.7210330696428794e-07 0.01 0.010000002410443416 0.01 0.010000002410443416
10150.0 38.18 659.8067855 389.9878351 4816000.0 0.0 8.839798592 0.0 0.02912780919 3.036888849e-05 0.0 0.0 4.392603095 4.392603095 1131.61026 940.558868 1.203125396 5787528.928 0.08772707423 1.7221142300468796e-07 0.01 0.010000002412462674 0.01 0.010000002412462674
10160.0 38.16 659.7324474 389.9674922 4812000.0 0.0 8.839769428 0.0 0.02912423242 3.036653929e-05 0.0 0.0 4.399962054 4.399962054 1131.566703 940.5167868 1.203132914 5782568.813 0.08772532639 1.7231965748430395e-07 0.01 0.010000002414483906 0.01 0.010000002414483906
10170.0 38.14 659.6581059 389.9471467 4809000.0 0.0 8.839740263 0.0 0.02912065515 3.036418951e-05 0.0 0.0 4.407320234 4.407320234 1131.523148 940.4747049 1.203140438 5777612.225 0.08772357793 1.7242801059112534e-07 0.01 0.010000002416507116 0.01 0.010000002416507116
10180.0 38.11 659.5837609 389.9267986 4806000.0 0.0 8.839711098 0.0 0.02911707736 3.036183916e-05 0.0 0.0 4.414677638 4.414677638 1131.479597 940.432622 1.203147967 5772659.163 0.08772182884 1.7258175579679946e-07 0.01 0.010000002418532305 0.01 0.010000002418532305
10190.0 38.09 659.5094125 389.9064479 4802000.0 0.0 8.839681934 0.0 0.02911349907 3.035948824e-05 0.0 0.0 4.422034273 4.422034273 1131.436049 940.3905382 1.203155501 5767709.624 0.08772007914 1.726903990043626e-07 0.01 0.010000002420559479 0.01 0.010000002420559479
10200.0 38.07 659.4350607 389.8860946 4799000.0 0.0 8.83965277 0.0 0.02910992026 3.035713674e-05 0.0 0.0 4.429390144 4.429390144 1131.392504 940.3484536 1.20316304 5762763.606 0.0877183288 1.727991614917154e-07 0.01 0.010000002422588637 0.01 0.010000002422588637
10210.0 38.05 659.3607054 389.8657387 4795000.0 0.0 8.839623606 0.0 0.02910634094 3.035478468e-05 0.0 0.0 4.436745255 4.436745255 1131.348962 940.306368 1.203170584 5757821.107 0.08771657784 1.729080434486203e-07 0.01 0.010000002424619781 0.01 0.010000002424619781
10220.0 38.02 659.2863467 389.8453801 4792000.0 0.0 8.839594442 0.0 0.02910276111 3.035243204e-05 0.0 0.0 4.444099612 4.444099612 1131.305423 940.2642815 1.203178133 5752882.126 0.08771482625 1.73062552004384e-07 0.01 0.010000002426652915 0.01 0.010000002426652915
