z[m] rho[kg/m^3] T[K] c[m/s] p[Pa] n/a g[m/s^2] n/a.1 kappa[J/s/m/K] mu[kg(s.m)] n/a.2 w_y[m/s] w_x[m/s] w_proj[m/s] cP[J/(kg.K)] cV[J/(kg.K)] gamma[1] fr[Hz] Svib[1] kappa1 taus taue taus_new taue_new
340.0 66.14 731.2028868 408.7097793 9261000.0 0.0 8.868478929 0.0 0.03234869676 3.236801189e-05 0.0 0.0 0.0 0.0 1171.248375 977.4208989 1.198305026 12742535.4 0.08936477224 9.051191442856548e-08 0.01 0.010000001116170746 0.01 0.010000001116170746
350.0 66.1 731.1315394 408.6919284 9255000.0 0.0 8.868449622 0.0 0.03234574835 3.236631481e-05 0.0 0.0 0.0 0.0 1171.229084 977.402988 1.198307247 12732850.62 0.089362951 9.05745988855299e-08 0.01 0.010000001116996957 0.01 0.010000001116996957
360.0 66.06 731.0601893 408.6740751 9249000.0 0.0 8.868420315 0.0 0.03234279918 3.236461697e-05 0.0 0.0 0.0 0.0 1171.209681 977.3849798 1.198309474 12723172.28 0.08936113055 9.063736135661209e-08 0.01 0.010000001117823867 0.01 0.010000001117823867
370.0 66.02 730.9888365 408.6562192 9243000.0 0.0 8.868391009 0.0 0.03233984924 3.236291837e-05 0.0 0.0 0.0 0.0 1171.190167 977.3668746 1.198311706 12713500.37 0.08935931089 9.070020207299215e-08 0.01 0.010000001118651482 0.01 0.010000001118651482
380.0 65.99 730.9174811 408.6383609 9238000.0 0.0 8.868361702 0.0 0.03233689852 3.236121902e-05 0.0 0.0 0.0 0.0 1171.170543 977.3486726 1.198313944 12703834.88 0.08935749201 9.074936701677468e-08 0.01 0.0100000011194798 0.01 0.0100000011194798
390.0 65.95 730.846123 408.6205002 9232000.0 0.0 8.868332396 0.0 0.03233394705 3.23595189e-05 0.0 0.0 0.0 0.0 1171.150808 977.330374 1.198316188 12694175.81 0.08935567391 9.081234658061428e-08 0.01 0.010000001120308827 0.01 0.010000001120308827
400.0 65.92 730.7747623 408.6026369 9226000.0 0.0 8.86830309 0.0 0.0323309948 3.235781804e-05 0.0 0.0 0.0 0.0 1171.130963 977.3119791 1.198318437 12684523.17 0.0893538566 9.086161907502673e-08 0.01 0.010000001121138554 0.01 0.010000001121138554
410.0 65.88 730.7033988 408.5847712 9220000.0 0.0 8.868273784 0.0 0.03232804179 3.235611642e-05 0.0 0.0 0.0 0.0 1171.111009 977.293488 1.198320692 12674876.94 0.08935204006 9.092473802242637e-08 0.01 0.010000001121968988 0.01 0.010000001121968988
420.0 65.85 730.6320327 408.566903 9214000.0 0.0 8.868244478 0.0 0.032325088 3.235441404e-05 0.0 0.0 0.0 0.0 1171.090945 977.2749009 1.198322953 12665237.11 0.08935022431 9.097411836657244e-08 0.01 0.010000001122800129 0.01 0.010000001122800129
430.0 65.81 730.560664 408.5490324 9208000.0 0.0 8.868215172 0.0 0.03232213346 3.235271091e-05 0.0 0.0 0.0 0.0 1171.070772 977.2562181 1.19832522 12655603.7 0.08934840933 9.103737710223039e-08 0.01 0.010000001123631978 0.01 0.010000001123631978
440.0 65.77 730.4892925 408.5311592 9202000.0 0.0 8.868185867 0.0 0.03231917814 3.235100702e-05 0.0 0.0 0.0 0.0 1171.05049 977.2374398 1.198327492 12645976.68 0.08934659512 9.110071498860758e-08 0.01 0.010000001124464534 0.01 0.010000001124464534
450.0 65.74 730.4179184 408.5132836 9197000.0 0.0 8.868156562 0.0 0.03231622206 3.234930238e-05 0.0 0.0 0.0 0.0 1171.030099 977.2185662 1.19832977 12636356.07 0.08934478169 9.115026470523783e-08 0.01 0.010000001125297798 0.01 0.010000001125297798
460.0 65.7 730.3465416 408.4954055 9191000.0 0.0 8.868127256 0.0 0.03231326521 3.234759698e-05 0.0 0.0 0.0 0.0 1171.0096 977.1995974 1.198332053 12626741.84 0.08934296903 9.121374308731289e-08 0.01 0.010000001126131771 0.01 0.010000001126131771
470.0 65.67 730.2751621 408.477525 9185000.0 0.0 8.868097951 0.0 0.0323103076 3.234589083e-05 0.0 0.0 0.0 0.0 1170.988992 977.1805338 1.198334342 12617134.01 0.08934115714 9.126340154179364e-08 0.01 0.010000001126966454 0.01 0.010000001126966454
480.0 65.63 730.2037799 408.4596419 9179000.0 0.0 8.868068646 0.0 0.03230734922 3.234418392e-05 0.0 0.0 0.0 0.0 1170.968277 977.1613756 1.198336637 12607532.56 0.08933934603 9.132702091834821e-08 0.01 0.01000000112780185 0.01 0.01000000112780185
490.0 65.6 730.1323951 408.4417564 9173000.0 0.0 8.868039341 0.0 0.03230439007 3.234247626e-05 0.0 0.0 0.0 0.0 1170.947454 977.1421228 1.198338938 12597937.5 0.08933753568 9.137678850416126e-08 0.01 0.010000001128637954 0.01 0.010000001128637954
500.0 65.56 730.0610076 408.4238685 9168000.0 0.0 8.868010037 0.0 0.03230143016 3.234076785e-05 0.0 0.0 0.0 0.0 1170.926523 977.1227758 1.198341244 12588348.81 0.08933572609 9.144054924183621e-08 0.01 0.01000000112947477 0.01 0.01000000112947477
510.0 65.53 729.9896174 408.405978 9162000.0 0.0 8.867980732 0.0 0.03229846949 3.233905868e-05 0.0 0.0 0.0 0.0 1170.905485 977.1033348 1.198343556 12578766.49 0.08933391727 9.149042630930003e-08 0.01 0.010000001130312304 0.01 0.010000001130312304
520.0 65.49 729.9182245 408.3880851 9156000.0 0.0 8.867951428 0.0 0.03229550805 3.233734876e-05 0.0 0.0 0.0 0.0 1170.88434 977.0837999 1.198345874 12569190.54 0.08933210922 9.155432895561722e-08 0.01 0.010000001131150548 0.01 0.010000001131150548
530.0 65.45 729.846829 408.3701897 9150000.0 0.0 8.867922124 0.0 0.03229254584 3.233563808e-05 0.0 0.0 0.0 0.0 1170.863088 977.0641714 1.198348197 12559620.96 0.08933030192 9.161831188749037e-08 0.01 0.010000001131989506 0.01 0.010000001131989506
540.0 65.42 729.7754307 408.3522918 9144000.0 0.0 8.867892819 0.0 0.03228958287 3.233392666e-05 0.0 0.0 0.0 0.0 1170.84173 977.0444496 1.198350526 12550057.73 0.08932849539 9.16683608267826e-08 0.01 0.01000000113282918 0.01 0.01000000113282918
