     0.000	     6.906	     3.884	     2.966	    73.013	    50.000
     3.000	     6.876	     3.873	     2.964	    73.013	    50.000
     5.000	     6.827	     3.862	     2.962	    73.013	    50.000
     7.000	     6.965	     3.852	     2.960	    73.013	    50.000
     9.000	     6.956	     3.841	     2.959	    73.013	    50.000
    11.000	     7.873	     4.520	     3.260	   132.699	    85.518
    13.000	     7.851	     4.506	     3.258	   143.233	    91.787
    15.000	     7.831	     4.493	     3.256	   151.973	    96.988
    17.000	     7.812	     4.481	     3.254	   159.044	   101.196
    19.000	     7.796	     4.471	     3.254	   164.573	   104.486
    21.000	     7.780	     4.463	     3.254	   172.090	   108.960
    23.000	     7.765	     4.456	     3.254	   175.223	   110.823
    25.000	     7.747	     4.444	     3.253	   175.835	   111.188
    27.000	     7.727	     4.429	     3.250	   173.566	   109.838
    29.000	     7.708	     4.416	     3.247	   168.058	   106.560
    31.000	     7.690	     4.402	     3.245	   168.058	   106.560
    33.000	     7.673	     4.389	     3.243	   168.058	   106.560
    35.000	     7.657	     4.377	     3.240	   168.058	   106.560
    37.000	     7.642	     4.365	     3.239	   168.058	   106.560
    39.000	     7.628	     4.354	     3.237	   168.058	   106.560
    41.000	     7.614	     4.344	     3.235	   168.058	   106.560
    43.000	     7.602	     4.334	     3.234	   168.058	   106.560
    45.000	     7.591	     4.324	     3.232	   168.058	   106.560
    47.000	     7.580	     4.316	     3.231	   168.058	   106.560
    49.000	     7.571	     4.307	     3.230	   168.058	   106.560
    51.000	     7.563	     4.300	     3.230	   168.058	   106.560
    53.000	     7.556	     4.293	     3.229	   168.058	   106.560
    55.000	     7.550	     4.287	     3.229	   168.058	   106.560
    57.000	     7.544	     4.281	     3.229	   168.058	   106.560
    59.000	     7.540	     4.275	     3.229	   168.058	   106.560
    61.000	     7.537	     4.271	     3.229	   168.058	   106.560
    63.000	     7.534	     4.266	     3.229	   168.058	   106.560
    65.000	     7.532	     4.263	     3.229	   168.058	   106.560
    67.000	     7.532	     4.260	     3.230	   168.058	   106.560
    69.000	     7.532	     4.257	     3.231	   168.058	   106.560
    71.000	     7.538	     4.257	     3.232	   168.058	   106.560
    73.000	     7.546	     4.257	     3.234	   168.058	   106.560
    75.000	     7.554	     4.258	     3.237	   168.058	   106.560
    77.000	     7.562	     4.258	     3.239	   168.058	   106.560
    79.000	     7.569	     4.259	     3.241	   168.058	   106.560
    81.000	     7.573	     4.258	     3.242	   164.923	   104.448
    83.000	     7.577	     4.258	     3.243	   163.633	   103.579
    85.000	     7.581	     4.258	     3.245	   163.981	   103.814
    87.000	     7.586	     4.258	     3.246	   165.763	   105.014
    89.000	     7.591	     4.258	     3.248	   168.775	   107.043
