     0.000	     6.895	     3.880	     2.965	   876.141	   599.990
     3.000	     6.844	     3.863	     2.961	   876.141	   599.990
     5.000	     7.964	     4.646	     3.276	   125.223	    79.400
     7.000	     7.919	     4.625	     3.277	   125.223	    79.400
     9.000	     7.876	     4.598	     3.270	   125.223	    79.400
    11.000	     7.834	     4.571	     3.263	   125.223	    79.400
    13.000	     7.793	     4.545	     3.257	   125.223	    79.400
    15.000	     7.753	     4.520	     3.251	   125.223	    79.400
    17.000	     7.715	     4.496	     3.245	   125.223	    79.400
    19.000	     7.679	     4.473	     3.239	   125.223	    79.400
    21.000	     7.282	     4.041	     3.326	   125.223	    79.400
    23.000	     7.258	     4.029	     3.325	   125.223	    79.400
    25.000	     7.239	     4.020	     3.326	   125.223	    79.400
    27.000	     7.224	     4.017	     3.329	   125.223	    79.400
    29.000	     7.238	     4.054	     3.354	   215.638	   136.380
    30.000	     7.234	     4.061	     3.361	   215.638	   136.380
    45.000	     7.169	     4.003	     3.352	   215.638	   136.380
    60.000	     7.182	     3.990	     3.359	   215.638	   136.380
    75.000	     7.228	     3.998	     3.373	   118.367	    76.550
    90.000	     7.390	     4.049	     3.408	   221.256	   139.380
   105.000	     7.462	     4.074	     3.428	   115.304	    76.060
   120.000	     7.519	     4.093	     3.446	   227.496	   142.760
   135.000	     7.573	     4.111	     3.463	   227.496	   142.760
   150.000	     7.622	     4.126	     3.479	   227.496	   142.760
   165.000	     7.670	     4.141	     3.494	   636.003	   417.590
   180.000	     7.715	     4.155	     3.509	   234.421	   146.570
   195.000	     7.759	     4.168	     3.523	   234.421	   146.570
   210.000	     7.802	     4.180	     3.538	   234.421	   146.570
   225.000	     7.843	     4.192	     3.551	   613.827	   403.930
   240.000	     7.886	     4.204	     3.566	   613.827	   403.930
   255.000	     7.927	     4.216	     3.579	   613.827	   403.930
   270.000	     7.967	     4.227	     3.593	   613.827	   403.930
   285.000	     8.007	     4.238	     3.607	   613.827	   403.930
   300.000	     8.047	     4.249	     3.620	   599.750	   394.620
   315.000	     8.086	     4.260	     3.634	   599.750	   394.620
   330.000	     8.125	     4.271	     3.648	   599.750	   394.620
   345.000	     8.163	     4.282	     3.661	   599.750	   394.620
   360.000	     8.205	     4.297	     3.677	   599.750	   394.620
   500.000	     9.080	     4.840	     3.932	   257.385	   162.500
   750.000	    10.003	     5.366	     4.333	   809.174	   537.630
  1000.000	    10.869	     5.903	     4.638	   766.245	   500.000
  1250.000	    11.242	     6.051	     4.773	   738.289	   476.190
  1500.000	    11.584	     6.183	     4.900	   712.551	   454.550
  1750.000	    11.900	     6.302	     5.020	   682.678	   431.030
  2000.000	    12.196	     6.410	     5.135	   656.735	   411.520
  2250.000	    12.382	     6.411	     5.209	   630.608	   392.160
  2500.000	    12.643	     6.498	     5.313	   608.950	   375.940
  2750.000	    12.916	     6.601	     5.423	   579.677	   354.610
  3000.000	    13.160	     6.676	     5.523	   574.632	   350.880
  3250.000	     8.175	     0.000	    10.007	   339.417	     0.000
  3500.000	     8.486	     0.000	    10.301	   339.417	     0.000
  3750.000	     8.756	     0.000	    10.563	   339.417	     0.000
  4000.000	     8.991	     0.000	    10.794	   339.417	     0.000
  4250.000	     9.192	     0.000	    10.996	   339.417	     0.000
  4500.000	     9.362	     0.000	    11.168	   339.417	     0.000
  4750.000	     9.504	     0.000	    11.313	   339.417	     0.000
  5000.000	     9.620	     0.000	    11.433	   339.417	     0.000
  5250.000	     9.710	     0.000	    11.526	   339.417	     0.000
  5500.000	     9.776	     0.000	    11.594	   339.417	     0.000
  5750.000	     9.817	     0.000	    11.636	   339.417	     0.000
  6000.000	     9.834	     0.000	    11.654	   339.417	     0.000
