m_rr,m_tt,m_pp,m_rt,m_rp,m_tp,UTC,time (years),depth,mag
,,,,,,693137241160000000,3.96827882927448,2.542,3.13
,,,,,,693152135720000000,3.9687511326737694,13.467,3.08
,,,,,,693156265790000000,3.9688820963343483,11.771,3.25
,,,,,,693156519230000000,3.9688901328640287,13.727,3.62
,,,,,,693157081270000000,3.968907955035515,11.561,3.13
,,,,,,693157351630000000,3.9689165280948755,13.449,3.03
,,,,,,693159655040000000,3.9689895687468293,1.869,3.63
,,,,,,693161006990000000,3.9690324388001015,10.293,3.33
,,,,,,693162957300000000,3.9690942827245053,13.709,3.88
,,,,,,693166405790000000,3.969203633625064,8.121,3.38
,,,,,,693200877130000000,3.970296712645865,11.871,3.54
,,,,,,693491052460000000,3.979498111998985,10.589,3.19
,,,,,,693759420000000000,3.98800799086758,8.85,3.37
,,,,,,694237732530000000,4.003175181697108,8.173,3.06
,,,,,,695159816200000000,4.032414263064434,6.546,3.34
,,,,,,695379180190000000,4.039370249556063,9.068,3.0
,,,,,,695505427870000000,4.043373537227296,8.294,3.01
,,,,,,695904324160000000,4.056022455606291,2.212,3.26
,,,,,,696443010270000000,4.073104080098934,5.957,3.28
,,,,,,696453287900000000,4.073429981608321,2.552,3.3
,,,,,,696664104680000000,4.0801149378488075,2.182,3.31
,,,,,,697371665490000000,4.1025515439497715,2.302,3.0
,,,,,,699079749470000000,4.156714531646372,9.979,3.27
,,,,,,699625814220000000,4.174030131278538,0.172,3.15
,,,,,,699631548120000000,4.174211952054795,0.422,3.07
,,,,,,699635490480000000,4.17433696347032,0.622,3.02
,,,,,,699636725570000000,4.1743761279173,-0.918,3.03
,,,,,,699717789600000000,4.1769466514459666,2.432,3.14
,,,,,,699868454460000000,4.181724202815829,2.142,3.15
,,,,,,701713969080000000,4.240245087519026,9.273,3.71
,,,,,,702096689110000000,4.252381060058346,2.532,3.37
,,,,,,702899126780000000,4.277826191653983,8.273,3.31
,,,,,,703021193120000000,4.2816968899036025,9.632,3.11
,,,,,,705053622120000000,4.346144790715373,9.21,3.81
,,,,,,705205948960000000,4.350975043125318,7.065,3.0
,,,,,,706543871860000000,4.393400299974632,8.116,3.14
,,,,,,707793772860000000,4.433034400684932,4.251,3.09
,,,,,,711702082380000000,4.556966082572298,10.207,3.07
,,,,,,712042435950000000,4.567758623477929,7.723,3.58
,,,,,,712928812220000000,4.595865430618975,8.96,3.0
,,,,,,713219099000000000,4.605070364028412,7.467,3.09
,,,,,,713856558310000000,4.625284066146627,8.866,3.19
,,,,,,715237039910000000,4.669058850520041,7.518,3.52
,,,,,,716157981600000000,4.698261719939117,9.068,3.0
,,,,,,716199777060000000,4.699587045281583,9.211,3.52
,,,,,,716540568940000000,4.710393484906139,11.809,3.1
,,,,,,716925387830000000,4.722596011859463,9.435,3.4
,,,,,,717171801300000000,4.73040973173516,6.885,3.04
,,,,,,718091501910000000,4.759573246765601,8.856,4.17
,,,,,,719121350320000000,4.7922295256215115,4.021,3.26
,,,,,,719585120780000000,4.806935590436327,8.956,3.22
,,,,,,721018601130000000,4.852390954147641,10.577,3.13
,,,,,,721200108860000000,4.858146526509387,8.083,3.47
,,,,,,721794795760000000,4.877003924403856,8.145,3.16
,,,,,,722834711940000000,4.909979450152207,8.1,3.0
,,,,,,723838203590000000,4.941799961631152,7.743,3.18
,,,,,,723850042110000000,4.942175358637748,8.005,3.17
,,,,,,724099396740000000,4.950082342085236,1.521,3.52
,,,,,,727949693830000000,5.07217446188483,4.941,4.29
,,,,,,727951610000000000,5.072235223236936,3.935,3.28
,,,,,,728061848800000000,5.075730872653476,8.623,4.8
,,,,,,728695442750000000,5.095822005010147,9.36,3.42
,,,,,,730327966970000000,5.147589008434805,9.606,3.12
,,,,,,735951993990000000,5.325925735350077,0.435,3.02
,,,,,,738825496300000000,5.417043895865043,9.075,3.57
,,,,,,739544269410000000,5.439836041666666,8.825,4.83
,,,,,,745203694840000000,5.619295244799594,5.908,3.68
,,,,,,745542786530000000,5.630047771752917,8.595,3.12
,,,,,,749196910370000000,5.745919278602233,8.436,3.36
,,,,,,750463606270000000,5.7860859420979205,10.899,3.2
,,,,,,750469429260000000,5.786270587899543,12.229,3.14
,,,,,,751417603390000000,5.81633699232623,10.129,3.35
,,,,,,755197494400000000,5.936196549974633,14.438,3.23
,,,,,,758258582070000000,6.033263003234398,8.166,3.53
,,,,,,758540899930000000,6.0422152438483,8.649,3.62
,,,,,,763297273060000000,6.1930388463977675,0.533,3.01
,,,,,,764562017700000000,6.2331436358447485,12.11,3.05
,,,,,,768251430810000000,6.350134158105023,7.133,3.45
,,,,,,769629045180000000,6.393818023211568,12.485,4.2
,,,,,,775540581380000000,6.581271606418062,8.306,3.12
,,,,,,783182469890000000,6.823594301433282,9.499,3.05
,,,,,,784839563700000000,6.876140401445966,8.849,3.15
,,,,,,785481006610000000,6.8964804226915275,8.412,4.12
,,,,,,785532191960000000,6.898103499492644,7.389,3.07
,,,,,,786934780000000000,6.942579274479959,8.144,4.0
,,,,,,786934949910000000,6.942584662290716,2.342,3.5
,,,,,,794736736120000000,7.189977680111618,8.306,3.96
,,,,,,799537774180000000,7.342217598300356,9.313,3.07
,,,,,,799538875630000000,7.342252525050736,-0.337,3.04
,,,,,,799540116110000000,7.342291860413496,8.949,3.9
,,,,,,800200160340000000,7.36322172564688,14.008,4.75
,,,,,,802246861520000000,7.428122194317606,2.422,3.35
,,,,,,804802928630000000,7.509174550672247,12.373,3.2
,,,,,,808038136550000000,7.611762320839675,9.609,3.8
,,,,,,814839771580000000,7.827440752790462,9.533,4.33
,,,,,,817313356620000000,7.905877619863014,1.664,4.08
,,,,,,818951031300000000,7.9578079433028925,8.561,3.02
,,,,,,819260888430000000,7.967633448439878,-0.197,3.04
,,,,,,822214822750000000,8.061302091260782,7.819,3.1
,,,,,,823063181260000000,8.088203363140538,3.739,3.29
,,,,,,825841733400000000,8.176310673515982,9.849,3.18
,,,,,,828692840700000000,8.266718692922375,12.723,3.09
,,,,,,837597009570000000,8.549068035578387,12.938,3.14
,,,,,,837599953900000000,8.549161399670217,11.108,3.03
,,,,,,837622412070000000,8.549873543569253,12.976,3.79
,,,,,,837711592250000000,8.55270142852613,12.297,4.42
,,,,,,837756899130000000,8.554138100266362,9.102,3.09
,,,,,,837969838540000000,8.560890364662608,12.781,3.08
,,,,,,837969977980000000,8.560894786276002,13.558,3.16
,,,,,,837987576410000000,8.561452828830543,10.581,3.44
,,,,,,838008289340000000,8.562109631532216,12.986,4.2
,,,,,,838008317620000000,8.562110528285135,13.663,3.05
,,,,,,838017945270000000,8.562415819063926,14.268,3.09
,,,,,,838021293230000000,8.562521982179097,11.698,3.26
,,,,,,838023821750000000,8.562602161022324,12.658,3.03
,,,,,,838025221780000000,8.562646555682393,11.858,3.03
,,,,,,838027159930000000,8.562708014015728,11.358,3.07
,,,,,,838030028840000000,8.562798986555048,11.362,3.0
,,,,,,838030436070000000,8.562811899733637,9.648,3.02
,,,,,,838034213470000000,8.562931680301878,10.438,4.14
,,,,,,838037119760000000,8.56302383815322,14.228,3.09
,,,,,,838038683530000000,8.56307342497463,10.046,3.21
,,,,,,838044589180000000,8.563260691907661,12.238,4.02
,,,,,,838047059150000000,8.563339014142567,13.811,4.06
,,,,,,838048657360000000,8.563389693049213,13.828,4.16
,,,,,,838054016380000000,8.56355962645865,13.708,4.16
,,,,,,838056323720000000,8.563632791730088,14.461,3.01
,,,,,,838056500510000000,8.56363839770421,9.962,4.02
,,,,,,838058641010000000,8.563706272513953,11.912,3.3
,,,,,,838062607490000000,8.56383204876966,9.162,4.4
,,,,,,838066877150000000,8.5639674388001,13.808,3.0
,,,,,,838067608300000000,8.563990623414512,13.798,3.13
,,,,,,838069648300000000,8.564055311390158,13.698,4.18
,,,,,,838074937810000000,8.564223040651953,14.041,3.14
,,,,,,838077099430000000,8.564291585172501,13.391,3.21
,,,,,,838080646220000000,8.564404053145612,14.266,4.03
,,,,,,838082526930000000,8.564463690068493,12.798,3.0
,,,,,,838091549770000000,8.564749802447995,13.568,4.5
,,,,,,838092887030000000,8.564792206684423,14.088,4.3
,,,,,,838093179960000000,8.56480149543379,9.908,4.0
,,,,,,838095144500000000,8.564863790588534,11.698,3.81
,,,,,,838097756370000000,8.564946612442922,13.458,3.94
,,,,,,838098547200000000,8.564971689497716,12.298,3.04
,,,,,,838098833330000000,8.564980762620497,11.068,4.04
,,,,,,838105446700000000,8.565190471207508,11.588,3.02
,,,,,,838111808620000000,8.565392206367326,14.448,4.21
,,,,,,838114754450000000,8.565485618023846,12.641,3.0
,,,,,,838114897720000000,8.565490161085744,13.528,4.32
,,,,,,838118808130000000,8.565614159373414,14.038,4.16
,,,,,,838119585390000000,8.565638806126332,10.181,3.19
,,,,,,838120532160000000,8.565668828006089,10.778,4.14
,,,,,,838121523620000000,8.56570026699645,13.736,4.07
,,,,,,838126652160000000,8.56586289193303,9.122,4.22
,,,,,,838126792440000000,8.565867340182649,14.748,4.17
,,,,,,838128021190000000,8.565906303589548,12.271,3.08
,,,,,,838128298470000000,8.565915096080671,9.832,4.86
,,,,,,838153845450000000,8.566725185502282,14.098,3.94
,,,,,,838156272830000000,8.566802157217149,13.418,3.39
,,,,,,838159621720000000,8.566908349822427,10.922,3.05
,,,,,,838159904710000000,8.566917323376458,12.578,3.26
,,,,,,838167588870000000,8.56716098649163,7.962,3.97
,,,,,,838168277320000000,8.567182817097919,14.028,3.04
,,,,,,838168635340000000,8.567194169837645,14.718,3.32
,,,,,,838175944380000000,8.567425937975647,13.978,3.14
,,,,,,838177059330000000,8.567461292808218,13.408,3.93
,,,,,,838180744940000000,8.567578162734652,13.611,3.13
,,,,,,838184651560000000,8.567702040842212,14.078,3.16
,,,,,,838187317950000000,8.567786591514459,13.6,4.07
,,,,,,838188589620000000,8.567826915905632,11.058,3.0
,,,,,,838188743420000000,8.567831792871639,10.358,4.34
,,,,,,838193238580000000,8.567974333460173,12.858,3.4
,,,,,,838198313730000000,8.568135265410959,12.988,4.11
,,,,,,838199073060000000,8.568159343607306,11.791,3.1
,,,,,,838202708180000000,8.568274612506341,10.288,3.17
,,,,,,838205645890000000,8.56836776667935,13.24,4.6
,,,,,,838205661410000000,8.568368258815322,10.0,4.4
,,,,,,838216262810000000,8.568704427004059,12.708,4.16
,,,,,,838219958400000000,8.568821613394215,13.948,3.26
,,,,,,838227169270000000,8.569050268581938,13.358,4.12
,,,,,,838227545910000000,8.569062211757991,12.068,3.03
,,,,,,838229930440000000,8.56913782470827,13.948,4.91
,,,,,,838243627350000000,8.56957215087519,11.3,3.34
,,,,,,838249933870000000,8.569772129312533,13.538,3.25
,,,,,,838259215480000000,8.570066447234908,11.2,3.06
,,,,,,838262722390000000,8.570177650621511,14.908,4.17
,,,,,,838263489170000000,8.57020196505581,12.656,3.91
,,,,,,838268028020000000,8.570345891045154,14.928,4.0
,,,,,,838268043930000000,8.570346395547945,10.0,4.2
,,,,,,838340178000000000,8.572633751902588,14.286,3.32
,,,,,,838383578780000000,8.57400998160832,13.261,3.79
,,,,,,838398345130000000,8.57447821949518,14.438,3.62
,,,,,,838418552160000000,8.575118980213091,13.268,4.07
,,,,,,838425587780000000,8.575342078259766,14.782,3.28
,,,,,,838438403790000000,8.575748471270929,13.358,3.79
,,,,,,838440341310000000,8.575809909627093,9.158,4.32
,,,,,,838443226210000000,8.575901389205987,14.578,3.45
,,,,,,838446629770000000,8.57600931538559,9.508,3.35
,,,,,,838454739110000000,8.576266460870118,13.918,4.29
,,,,,,838459464320000000,8.576416296296296,14.688,3.13
,,,,,,838462166840000000,8.576501992643328,11.138,4.04
,,,,,,838463147380000000,8.57653308536276,14.588,4.44
,,,,,,838468746160000000,8.576710621511923,13.578,3.24
,,,,,,838469005720000000,8.57671885210553,11.498,3.38
,,,,,,838469865530000000,8.576746116501775,12.108,4.0
,,,,,,838499388180000000,8.577682273592085,14.281,3.25
,,,,,,838499583320000000,8.577688461440893,9.458,3.03
,,,,,,838504933450000000,8.57785811295028,11.318,4.58
,,,,,,838505406750000000,8.577873121194825,13.998,4.42
,,,,,,838505906770000000,8.577888976725012,10.898,4.04
,,,,,,838511951900000000,8.578080666539826,12.668,3.83
,,,,,,838516238680000000,8.578216599441907,13.881,3.24
,,,,,,838517151310000000,8.578245538749366,10.998,3.33
,,,,,,838518267960000000,8.578280947488583,13.268,4.16
,,,,,,838518382550000000,8.578284581113648,13.231,4.45
,,,,,,838520109970000000,8.578339357242518,10.502,3.33
,,,,,,838522975360000000,8.57843021816337,7.162,4.67
,,,,,,838528744580000000,8.578613158929477,14.131,3.27
,,,,,,838529509130000000,8.578637402650939,13.878,4.34
,,,,,,838531893470000000,8.578713009576358,12.128,3.06
,,,,,,838532226970000000,8.578723584791984,12.318,3.82
,,,,,,838533836010000000,8.578774607115678,11.298,3.5
,,,,,,838539722360000000,8.578961262049722,13.508,4.42
,,,,,,838539853730000000,8.578965427765095,14.372,4.42
,,,,,,838544067640000000,8.579099049974632,9.298,3.08
,,,,,,838546221330000000,8.579167343036529,6.892,4.86
,,,,,,838546722110000000,8.57918322266616,13.998,3.15
,,,,,,838558284450000000,8.579549862062404,12.758,3.13
,,,,,,838566137540000000,8.579798881912735,13.158,3.51
,,,,,,838567197970000000,8.57983250792745,13.618,3.2
,,,,,,838575095530000000,8.580082937912227,10.562,3.09
,,,,,,838577239780000000,8.580150931633687,13.328,3.07
,,,,,,838577532250000000,8.58016020579655,9.022,4.36
,,,,,,838578366140000000,8.580186648274987,10.668,3.06
,,,,,,838581349330000000,8.580281244609335,13.248,3.25
,,,,,,838581451690000000,8.580284490423642,6.822,3.09
,,,,,,838584550360000000,8.58038274860477,13.218,3.09
,,,,,,838588009440000000,8.580492435312024,7.361,3.12
,,,,,,838588366910000000,8.580503770611365,9.751,3.35
,,,,,,838591482550000000,8.580602566907661,11.258,4.09
,,,,,,838591767450000000,8.580611601027396,12.988,4.37
,,,,,,838593887070000000,8.580678813736682,11.021,4.11
,,,,,,838594413060000000,8.580695492770168,11.748,3.21
,,,,,,838596843650000000,8.580772566273465,12.738,3.93
,,,,,,838597191130000000,8.580783584791984,13.372,3.04
,,,,,,838600513490000000,8.580888936136478,12.452,3.07
,,,,,,838606403470000000,8.581075706177069,13.888,3.02
,,,,,,838609764120000000,8.581182271689498,14.599,3.24
,,,,,,838610301970000000,8.581199326801118,7.742,3.31
,,,,,,838610399590000000,8.581202422311009,13.698,4.36
,,,,,,838611250080000000,8.581229391171993,13.878,4.02
,,,,,,838615780850000000,8.581373060946222,12.776,4.02
,,,,,,838620484830000000,8.581522223173515,13.831,3.29
,,,,,,838621941820000000,8.581568424023338,11.972,3.07
,,,,,,838623356200000000,8.581613273718924,14.328,3.13
,,,,,,838624892840000000,8.581662000253678,13.298,3.74
,,,,,,838625044670000000,8.581666814751395,9.631,3.81
,,,,,,838628453740000000,8.581774915651954,11.581,3.91
,,,,,,838629064440000000,8.581794280821917,14.748,4.43
,,,,,,838631010030000000,8.581855975076103,8.972,3.92
,,,,,,838638033090000000,8.582078674847793,14.256,4.53
,,,,,,838638787580000000,8.582102599568746,11.638,3.13
,,,,,,838642958120000000,8.582234846524607,11.921,3.66
,,,,,,838648007010000000,8.582394945776256,13.068,4.34
,,,,,,838650515570000000,8.582474491692034,11.368,4.1
,,,,,,838657861400000000,8.582707426433283,13.938,3.09
,,,,,,838664221380000000,8.582909100076103,12.962,3.3
,,,,,,838664708420000000,8.582924544013192,13.408,3.19
,,,,,,838664767820000000,8.582926427574835,7.031,4.09
,,,,,,838665142700000000,8.582938314941654,10.098,3.0
,,,,,,838671151790000000,8.583128861935567,11.728,3.13
,,,,,,838675866020000000,8.583278349188229,11.282,3.15
,,,,,,838682104340000000,8.583476165017757,11.658,3.36
,,,,,,838691957470000000,8.583788605720448,10.922,3.1
,,,,,,838692878310000000,8.583817805365296,9.638,3.26
,,,,,,838698322360000000,8.583990435058347,12.942,3.28
,,,,,,838708687380000000,8.584319107686454,12.898,4.43
,,,,,,838710324610000000,8.584371023909183,13.151,3.14
,,,,,,838723596180000000,8.584791862633182,13.278,3.01
,,,,,,838733394270000000,8.585102558028918,13.298,3.36
,,,,,,838734945040000000,8.585151732623034,11.138,4.65
,,,,,,838763972210000000,8.58607217814561,9.882,3.32
,,,,,,838771587940000000,8.586313671359715,13.148,3.16
,,,,,,838791535590000000,8.58694620719178,13.398,3.12
,,,,,,838791871010000000,8.586956843290208,11.878,3.2
,,,,,,838828593390000000,8.588121302321156,12.048,3.13
,,,,,,838831802240000000,8.588223054287164,13.371,3.06
,,,,,,838832177120000000,8.588234941653983,10.028,3.36
,,,,,,838861171020000000,8.58915433219178,13.198,3.03
,,,,,,838884523000000000,8.58989481861999,13.748,3.17
,,,,,,838901667100000000,8.59043845446474,13.378,3.25
,,,,,,838901748850000000,8.590441046740235,10.532,4.31
,,,,,,838952612650000000,8.592053927257737,9.888,3.22
,,,,,,838958498860000000,8.59224057775241,11.258,3.03
