time,lat,lon,wind_dir,wind_strength
1154.7022696341462,49.98508473015701,48.95051994006248,-90.86092206816312,65.18785886719888
5463.811015192634,49.877527679771596,44.96762123765195,-90.8703564840768,66.4127623550331
9784.889685756865,49.76916756392271,41.009303466433266,-90.90955785584922,65.9684121296405
10529.085864075812,49.7601577435972,40.32801679442067,-90.90955785584922,65.9684121296405
14076.652696219258,49.67918258310457,37.02839228441946,-90.90830098990595,67.11443317564486
17397.930993845202,49.607452582770705,34.05463018787049,-90.99364075121095,64.70803040293299
18436.28781816728,49.59324619454434,33.125408570861076,-90.99364075121095,64.70803040293299
21869.291274710085,49.516997741986806,30.0434416677249,-91.00448854162877,64.99898872805946
23056.98651392009,49.49992099046499,28.97782537340197,-91.00448854162877,64.99898872805946
26534.590026512735,49.42389642860202,26.057510558705513,-91.17689473960249,60.920451322586246
27972.33773581332,49.40142459991151,24.85096413700689,-91.17689473960249,60.920451322586246
31059.33305405811,49.33693479668378,22.05447245262374,-90.96079932123511,65.83185584420433
32536.447899961626,49.31453519487228,20.717205096064713,-90.96079932123511,65.83185584420433
35515.18834723917,49.25486928613573,18.041997869181078,-90.9383989692634,65.37476799384376
39082.57585554495,49.178203374788886,14.937678923756554,-90.98310690451966,63.43773820206392
43710.512730956136,49.06602915046578,11.000387836651274,-90.99578844155107,62.15118636401401
45052.857097677304,49.04734935630203,9.859264810239722,-90.99578844155107,62.15118636401401
48438.98123674751,48.979145509535634,6.97441146490776,-90.96906377491646,62.35961913133851
53124.22030298051,48.86689998335698,3.0194803784681516,-90.97418806422345,61.911648953604846
54114.34354569486,48.85450256261203,2.184258039814252,-90.97418806422345,61.911648953604846
57991.986525374596,48.77229481022501,-1.048177589854967,-90.98821439449615,61.26491230275614
60424.03769509016,48.732333805519396,-3.024370905432521,-91.00845970547144,59.777159038686335
65268.50320346927,48.618527559591655,-6.967266567012937,-91.01379500411139,59.990490659990435
65831.09302787659,48.61224839527565,-7.424899129347037,-91.01379500411139,59.990490659990435
70273.27600948287,48.51582899561504,-10.969968941681195,-91.01672121144537,58.94658059303864
70652.49588958174,48.51186454612792,-11.272472930788243,-91.01672121144537,58.94658059303864
75287.69999880163,48.4085807084814,-14.964857571457618,-91.0253394424119,58.96194104895123
75468.16466439862,48.40677864869796,-15.108554314694281,-91.0253394424119,58.96194104895123
80380.58849343339,48.296278988153425,-18.978650528140076,-91.00574263644785,58.43800290519518
84143.27786167435,48.22188457214799,-21.969639667213265,-91.01672222032562,59.05979843659222
84324.16957383281,48.220089865880006,-22.113390538965508,-91.01672222032562,59.05979843659222
89155.8071085437,48.10925814371272,-25.974499624972992,-91.01733806538459,59.49377811314474
89543.14792152646,48.105162008113275,-26.283881858676487,-91.01733806538459,59.49377811314474
94222.90174591613,48.0066103439846,-29.960424558460332,-90.92135713164322,58.60557722759533
94811.68009215835,48.00068981400175,-30.422759389366256,-90.92135713164322,58.60557722759533
99462.25883796562,47.91650511407461,-33.95873336621914,-90.7161480971609,56.8159380782138
100245.57461361591,47.90995920646447,-34.55403423597755,-90.7161480971609,56.8159380782138
104799.44128824829,47.83600553952489,-37.968466814842145,-90.57694201481213,56.11484487487853
108880.14657798767,47.781745451916635,-40.98520819622245,-90.41139310613859,55.38792774947877
109952.4459959167,47.775174466068634,-41.777639597423565,-90.41139310613859,55.38792774947877
114345.77790704842,47.72017934086435,-44.995492169238425,-90.26014278797764,54.938266268656896
115551.2821811604,47.71408043583745,-45.87811376451187,-90.26014278797764,54.938266268656896
119671.14342648834,47.661261137879706,-48.94732666836647,-90.32467708087694,55.94359820866163
120973.96193866902,47.65344409523099,-49.91752676953599,-90.32467708087694,55.94359820866163
125125.7643832601,47.601656492696655,-53.01302471821609,-90.27375548146473,56.051839792924916
129100.69367230564,47.55141667603838,-56.00430994785234,-90.31732893871815,56.63036854510276
134532.2812170488,47.478122133679875,-60.00871730918754,-90.07015671290641,55.54514163985696
139926.6307904268,47.408689416736074,-63.98074561945578,-90.01223627700445,55.54980126679356
141742.4747856808,47.400706286453804,-65.31709120652162,-90.01223627700445,55.54980126679356
145345.31925407948,47.37486008388049,-67.94704928370693,-89.86108307971689,55.11856200659669
147244.78123220344,47.36876129493756,-69.3332438186711,-89.86108307971689,55.11856200659669
150853.37762280472,47.34589194298484,-71.9601588864057,-89.76763858750395,54.99745226682414
155092.2525924685,47.30893191470985,-75.03965723542302,-89.87884822802098,54.92042277727513
160507.8299693445,47.24699197450246,-78.991070506866,-89.86724039530719,55.21364821866261
162170.73327428426,47.242487682014925,-80.20381568741463,-89.86724039530719,55.21364821866261
166013.58978371898,47.211595198881994,-83.02939481334239,-89.88215888458069,55.68931778505075
171140.11447973878,47.12303997343324,-86.98345484217128,-90.43005354448479,58.50344796971368
172474.09340715694,47.113154999878674,-88.01174567358797,-90.43005354448479,58.50344796971368
176614.86648113103,47.0899942965604,-91.02761236499326,-89.53944584278565,55.28918617502341
180669.21954218374,47.06445113340998,-94.0208609329749,-89.6194694626047,56.07063662396639
186072.5260550531,47.01145163463258,-98.04328925289289,-89.63157727702169,56.58316977768428
191336.22103972363,46.95865928562055,-102.00036417308645,-89.66949023683999,57.19715162649029
196754.8360426855,46.91130533059765,-106.05291155341233,-89.49626526243583,56.95270110150127
202007.52717815098,46.86338640199004,-110.0204809546786,-89.5603879064869,57.57159461142427
205850.27892538253,46.82687012034338,-113.01105913610111,-89.9283625305477,59.36634640293786
210975.655935937,46.75221463063209,-117.05467489025963,-90.06524751039794,60.25393906951564
216088.62400777295,46.69757525458305,-121.00715683847929,-89.71207367381336,59.1004462379603
221185.22443815236,46.64188940076837,-124.9672793994626,-89.72917212038067,59.465764320531996
225074.13134276573,46.60944830772822,-128.00767680321772,-89.78195910480254,59.87903358566036
230081.52158832207,46.533386955597514,-132.02062684518287,-90.1162215012762,61.453926429141504
234882.69890061583,46.44404993175042,-135.97768000321614,-90.43622669458439,63.306734835072405
234931.25992752553,46.443832375325485,-136.0176863411133,-90.43622669458439,63.306734835072405
240151.92555268286,46.39056598653724,-140.04938486516616,-89.63341530740593,59.374815273931226
245011.77071473366,46.31943272989091,-143.9416258818527,-90.10282998572761,61.657499300190274
249052.39645792602,46.29662100531814,-147.02755502835166,-89.49520472317428,58.831183284767064
254234.00590440922,46.25207158721875,-150.97873830806918,-89.50320961145216,58.77790944158549
254554.87506861932,46.253281126651274,-151.2233182961118,-89.50320961145216,58.77790944158549
259456.83925754813,46.2000756131369,-155.029407403532,-89.77905039107819,59.90604543191133
264680.6898893303,46.146248271671844,-159.02558106728432,-89.66852920927482,59.07808864527017
269755.0043336975,46.08498964761227,-162.94646075953278,-89.873229651323,59.739446224829784
273485.2268681142,46.029281274947856,-165.9564222919666,-90.43872040289887,62.46003105115367
274184.5933969163,46.024879677127764,-166.52057501571164,-90.43872040289887,62.46003105115367
278453.98850809503,45.9550506212208,-169.94312940994263,-90.44512003258859,62.131374941836945
279290.75456043246,45.94944967036704,-170.61365583837681,-90.44512003258859,62.131374941836945
283498.4715464341,45.885396805732675,-173.94156175402534,-90.38371215903801,61.3760763641765
284471.43354122335,45.87920954474855,-174.71078598635236,-90.38371215903801,61.3760763641765
288678.3395545136,45.8250353965766,-177.95232735992383,-90.20654938008211,59.85948896011125
289786.8885456989,45.819692614169654,-178.8061961145985,-90.20654938008211,59.85948896011125
291331.77587877447,45.809790722061464,-179.98195864384988,-90.2684220843865,59.15494915965325
295474.27489849896,45.756003205969144,176.8676515816676,-90.2684220843865,59.15494915965325
299134.6323745547,45.7050650535173,174.03078003908823,-90.45259815056387,60.34348268820937
300454.1573756574,45.69483181667011,173.0084869608794,-90.45259815056387,60.34348268820937
304511.54012937035,45.649181973185286,170.00022267634122,-90.16360644850694,57.78213556939571
305996.4322488006,45.64167599543191,168.8996506311056,-90.16360644850694,57.78213556939571
309745.32277587237,45.5839316751719,166.0085564285964,-90.59668512285116,60.175063080501054
