snr,proba,lat,lon,duration
1.0,0.136571485704454,-16.25,-180.0,30.0
2.0,0.08726902334943631,-16.25,-180.0,30.0
5.0,0.04877156582882025,-16.25,-180.0,30.0
1.0,0.2564499691054789,-16.25,-180.0,60.0
2.0,0.16833242958533323,-16.25,-180.0,60.0
5.0,0.0960479964341624,-16.25,-180.0,60.0
1.0,0.35797007703417605,-16.25,-180.0,90.0
2.0,0.2408930382433604,-16.25,-180.0,90.0
5.0,0.1401284242006564,-16.25,-180.0,90.0
1.0,0.4434125446289313,-16.25,-180.0,120.0
2.0,0.3054313055557816,-16.25,-180.0,120.0
5.0,0.18098905567981738,-16.25,-180.0,120.0
1.0,0.13286903473884382,-10.833333333333329,-180.0,30.0
2.0,0.0848347290923005,-10.833333333333329,-180.0,30.0
5.0,0.047382498355400315,-10.833333333333329,-180.0,30.0
1.0,0.2534460712321689,-10.833333333333329,-180.0,60.0
2.0,0.16624255175389047,-10.833333333333329,-180.0,60.0
5.0,0.09480569905729741,-10.833333333333329,-180.0,60.0
1.0,0.35284070743051077,-10.833333333333329,-180.0,90.0
2.0,0.23712372405516902,-10.833333333333329,-180.0,90.0
5.0,0.1377923262343127,-10.833333333333329,-180.0,90.0
1.0,0.43760873675372236,-10.833333333333329,-180.0,120.0
2.0,0.30093547614246996,-10.833333333333329,-180.0,120.0
5.0,0.17809476305495042,-10.833333333333329,-180.0,120.0
1.0,0.13071495717426518,-5.416666666666664,-180.0,30.0
2.0,0.0834199415594562,-5.416666666666664,-180.0,30.0
5.0,0.046576220535986756,-5.416666666666664,-180.0,30.0
1.0,0.2494723822132503,-5.416666666666664,-180.0,60.0
2.0,0.16348178444924166,-5.416666666666664,-180.0,60.0
5.0,0.0931654534682449,-5.416666666666664,-180.0,60.0
1.0,0.34728963821585046,-5.416666666666664,-180.0,90.0
2.0,0.2330555895612232,-5.416666666666664,-180.0,90.0
5.0,0.1352745544866536,-5.416666666666664,-180.0,90.0
1.0,0.4329394695530354,-5.416666666666664,-180.0,120.0
2.0,0.2973288630513593,-5.416666666666664,-180.0,120.0
5.0,0.17577796803834744,-5.416666666666664,-180.0,120.0
1.0,0.12878364142610732,0.0,-180.0,30.0
2.0,0.08215284417866364,0.0,-180.0,30.0
5.0,0.04585377096771592,0.0,-180.0,30.0
1.0,0.2496907008574596,0.0,-180.0,60.0
2.0,0.1636303192096541,0.0,-180.0,60.0
5.0,0.09325353073986953,0.0,-180.0,60.0
1.0,0.3463414819231275,0.0,-180.0,90.0
2.0,0.2323593538751466,0.0,-180.0,90.0
5.0,0.13484229646234824,0.0,-180.0,90.0
1.0,0.4348973525887547,0.0,-180.0,120.0
2.0,0.2988368192991193,0.0,-180.0,120.0
5.0,0.1767475430051374,0.0,-180.0,120.0
1.0,0.1322172776737982,5.416666666666671,-180.0,30.0
2.0,0.08440405834222564,5.416666666666671,-180.0,30.0
5.0,0.047136470725004376,5.416666666666671,-180.0,30.0
1.0,0.2528181520714661,5.416666666666671,-180.0,60.0
2.0,0.1657992229570946,5.416666666666671,-180.0,60.0
5.0,0.0945425389578941,5.416666666666671,-180.0,60.0
1.0,0.3505573076955433,5.416666666666671,-180.0,90.0
2.0,0.23544175997590122,5.416666666666671,-180.0,90.0
5.0,0.13674692634847663,5.416666666666671,-180.0,90.0
1.0,0.4390778584077534,5.416666666666671,-180.0,120.0
2.0,0.302066859649197,5.416666666666671,-180.0,120.0
5.0,0.17882760016522525,5.416666666666671,-180.0,120.0
1.0,0.12265972761023192,10.833333333333343,-180.0,30.0
2.0,0.07814742146602482,10.833333333333343,-180.0,30.0
5.0,0.04357506417632162,10.833333333333343,-180.0,30.0
1.0,0.24351833592170147,10.833333333333343,-180.0,60.0
2.0,0.15935517979214842,10.833333333333343,-180.0,60.0
5.0,0.09071421839939209,10.833333333333343,-180.0,60.0
1.0,0.3392502545403664,10.833333333333343,-180.0,90.0
2.0,0.2271866999395844,10.833333333333343,-180.0,90.0
5.0,0.13164937710428526,10.833333333333343,-180.0,90.0
1.0,0.42982606075044105,10.833333333333343,-180.0,120.0
2.0,0.29492360219707947,10.833333333333343,-180.0,120.0
5.0,0.17423068797634877,10.833333333333343,-180.0,120.0
1.0,0.12760044156219408,16.25,-180.0,30.0
2.0,0.08137877269705618,16.25,-180.0,30.0
5.0,0.045413699300007604,16.25,-180.0,30.0
1.0,0.24785651019889365,16.25,-180.0,60.0
2.0,0.16235580223830492,16.25,-180.0,60.0
5.0,0.09249595463156202,16.25,-180.0,60.0
1.0,0.340866900616119,16.25,-180.0,90.0
2.0,0.22836330751700185,16.25,-180.0,90.0
5.0,0.13237529536564463,16.25,-180.0,90.0
1.0,0.4297730232794599,16.25,-180.0,120.0
2.0,0.29488402721135654,16.25,-180.0,120.0
5.0,0.17420665969834248,16.25,-180.0,120.0
1.0,0.13422859312749347,21.66666666666667,-180.0,30.0
2.0,0.08572572744654772,21.66666666666667,-180.0,30.0
5.0,0.047891850892131216,21.66666666666667,-180.0,30.0
1.0,0.25198157491460704,21.66666666666667,-180.0,60.0
2.0,0.16521863875360732,21.66666666666667,-180.0,60.0
5.0,0.09419726151796126,21.66666666666667,-180.0,60.0
1.0,0.3476532678950186,21.66666666666667,-180.0,90.0
2.0,0.23331806323683513,21.66666666666667,-180.0,90.0
5.0,0.1354354922994644,21.66666666666667,-180.0,90.0
1.0,0.4329077496604825,21.66666666666667,-180.0,120.0
2.0,0.2972991778858656,21.66666666666667,-180.0,120.0
5.0,0.1757569014332916,21.66666666666667,-180.0,120.0
1.0,0.1380371400191992,27.083333333333343,-180.0,30.0
2.0,0.0882300356729494,27.083333333333343,-180.0,30.0
5.0,0.04932201166703676,27.083333333333343,-180.0,30.0
1.0,0.25878990015506,27.083333333333343,-180.0,60.0
2.0,0.16995381620109795,27.083333333333343,-180.0,60.0
5.0,0.09701553958572307,27.083333333333343,-180.0,60.0
1.0,0.358892050697617,27.083333333333343,-180.0,90.0
2.0,0.24156460666315516,27.083333333333343,-180.0,90.0
5.0,0.14054564787816848,27.083333333333343,-180.0,90.0
1.0,0.44141833602276404,27.083333333333343,-180.0,120.0
2.0,0.3038747841766747,27.083333333333343,-180.0,120.0
5.0,0.17998393522664857,27.083333333333343,-180.0,120.0
1.0,0.14157866075181924,32.5,-180.0,30.0
2.0,0.09056375507431813,32.5,-180.0,30.0
5.0,0.05065787424144419,32.5,-180.0,30.0
1.0,0.26022327292331127,32.5,-180.0,60.0
2.0,0.17095344774790266,32.5,-180.0,60.0
5.0,0.09761109887586428,32.5,-180.0,60.0
1.0,0.36206322898871623,32.5,-180.0,90.0
2.0,0.24390304142687214,32.5,-180.0,90.0
5.0,0.14200142387184722,32.5,-180.0,90.0
1.0,0.4423276626511503,32.5,-180.0,120.0
2.0,0.3045768597260802,32.5,-180.0,120.0
5.0,0.18043333034009412,32.5,-180.0,120.0
1.0,0.14300848858490767,37.91666666666667,-180.0,30.0
2.0,0.09150765932883553,37.91666666666667,-180.0,30.0
5.0,0.051199515886498626,37.91666666666667,-180.0,30.0
1.0,0.2643637024402077,37.91666666666667,-180.0,60.0
2.0,0.17384249908456162,37.91666666666667,-180.0,60.0
5.0,0.09933344497699592,37.91666666666667,-180.0,60.0
1.0,0.3672522963960996,37.91666666666667,-180.0,90.0
2.0,0.24773854242321058,37.91666666666667,-180.0,90.0
5.0,0.14439317220038705,37.91666666666667,-180.0,90.0
1.0,0.4477115539476326,37.91666666666667,-180.0,120.0
2.0,0.3087478225178878,37.91666666666667,-180.0,120.0
5.0,0.18312105707079473,37.91666666666667,-180.0,120.0
1.0,0.1503549062936662,43.33333333333334,-180.0,30.0
2.0,0.0963645588009493,43.33333333333334,-180.0,30.0
5.0,0.05398543099447739,43.33333333333334,-180.0,30.0
1.0,0.26943243838567443,43.33333333333334,-180.0,60.0
2.0,0.177386050624041,43.33333333333334,-180.0,60.0
5.0,0.10144700190767864,43.33333333333334,-180.0,60.0
1.0,0.37335564727932824,43.33333333333334,-180.0,90.0
2.0,0.25226413323566277,43.33333333333334,-180.0,90.0
5.0,0.14722088960344815,43.33333333333334,-180.0,90.0
1.0,0.45439600295389104,43.33333333333334,-180.0,120.0
2.0,0.3139591537483204,43.33333333333334,-180.0,120.0
5.0,0.18649955982074318,43.33333333333334,-180.0,120.0
1.0,0.1566651445703352,48.75,-180.0,30.0
2.0,0.10055175430071739,48.75,-180.0,30.0
5.0,0.056395262525046785,48.75,-180.0,30.0
1.0,0.2771396849506864,48.75,-180.0,60.0
2.0,0.18277759265272475,48.75,-180.0,60.0
5.0,0.10466611078228971,48.75,-180.0,60.0
1.0,0.38251700913620446,48.75,-180.0,90.0
2.0,0.2590867063295197,48.75,-180.0,90.0
5.0,0.15149897306647175,48.75,-180.0,90.0
1.0,0.46670977106728895,48.75,-180.0,120.0
2.0,0.3236406905272169,48.75,-180.0,120.0
5.0,0.19281799210876027,48.75,-180.0,120.0
1.0,0.1709783632347821,54.16666666666667,-180.0,30.0
2.0,0.11008908704466025,54.16666666666667,-180.0,30.0
5.0,0.0618991066214859,54.16666666666667,-180.0,30.0
1.0,0.2931125828632106,54.16666666666667,-180.0,60.0
2.0,0.19406615504777192,54.16666666666667,-180.0,60.0
5.0,0.11147184653757425,54.16666666666667,-180.0,60.0
1.0,0.39081443304691665,54.16666666666667,-180.0,90.0
2.0,0.2652866452635201,54.16666666666667,-180.0,90.0
5.0,0.15538106765616766,54.16666666666667,-180.0,90.0
1.0,0.4781571603882323,54.16666666666667,-180.0,120.0
2.0,0.3327185018272808,54.16666666666667,-180.0,120.0
5.0,0.19878581450665578,54.16666666666667,-180.0,120.0
1.0,0.19345845204567846,59.58333333333334,-180.0,30.0
2.0,0.1251795597439701,59.58333333333334,-180.0,30.0
5.0,0.07064655687700183,59.58333333333334,-180.0,30.0
1.0,0.31822928069004897,59.58333333333334,-180.0,60.0
2.0,0.21201512629724328,59.58333333333334,-180.0,60.0
5.0,0.12238137259837378,59.58333333333334,-180.0,60.0
1.0,0.41946204090241135,59.58333333333334,-180.0,90.0
2.0,0.2869837135330746,59.58333333333334,-180.0,90.0
5.0,0.16915448863035998,59.58333333333334,-180.0,90.0
1.0,0.4975667493613969,59.58333333333334,-180.0,120.0
2.0,0.3482593130875433,59.58333333333334,-180.0,120.0
5.0,0.20905048424508854,59.58333333333334,-180.0,120.0
1.0,0.22012310365561616,65.0,-180.0,30.0
2.0,0.1432819653373234,65.0,-180.0,30.0
5.0,0.08123347021149807,65.0,-180.0,30.0
1.0,0.3435600542672914,65.0,-180.0,60.0
2.0,0.23035430066977258,65.0,-180.0,60.0
5.0,0.13362905741972664,65.0,-180.0,60.0
1.0,0.439371126970298,65.0,-180.0,90.0
2.0,0.3022893362477235,65.0,-180.0,90.0
5.0,0.17896632100413012,65.0,-180.0,90.0
1.0,0.5156622053042862,65.0,-180.0,120.0
2.0,0.36296968227234994,65.0,-180.0,120.0
5.0,0.21888590289235843,65.0,-180.0,120.0
1.0,0.18351670796997432,-65.0,-167.6206896551724,30.0
2.0,0.11849734154765856,-65.0,-167.6206896551724,30.0
5.0,0.0667683125690437,-65.0,-167.6206896551724,30.0
1.0,0.3223226530853558,-65.0,-167.6206896551724,60.0
2.0,0.21497451010319513,-65.0,-167.6206896551724,60.0
5.0,0.12418908350194868,-65.0,-167.6206896551724,60.0
1.0,0.42707328526951716,-65.0,-167.6206896551724,90.0
2.0,0.2928312573200563,-65.0,-167.6206896551724,90.0
5.0,0.17289430457656985,-65.0,-167.6206896551724,90.0
1.0,0.5076140622829637,-65.0,-167.6206896551724,120.0
2.0,0.35642283629931193,-65.0,-167.6206896551724,120.0
5.0,0.2145002617210212,-65.0,-167.6206896551724,120.0
1.0,0.17992675417976933,-59.583333333333336,-167.6206896551724,30.0
2.0,0.11608562601548933,-59.583333333333336,-167.6206896551724,30.0
5.0,0.06536968991160808,-59.583333333333336,-167.6206896551724,30.0
1.0,0.31167830180620704,-59.583333333333336,-167.6206896551724,60.0
2.0,0.20732212736023392,-59.583333333333336,-167.6206896551724,60.0
5.0,0.11951851245797229,-59.583333333333336,-167.6206896551724,60.0
1.0,0.4121981331212873,-59.583333333333336,-167.6206896551724,90.0
2.0,0.28145798618983,-59.583333333333336,-167.6206896551724,90.0
5.0,0.16562551502374878,-59.583333333333336,-167.6206896551724,90.0
1.0,0.49366181040925283,-59.583333333333336,-167.6206896551724,120.0
2.0,0.3451346816633648,-59.583333333333336,-167.6206896551724,120.0
5.0,0.20697595460197005,-59.583333333333336,-167.6206896551724,120.0
1.0,0.17726552530942774,-54.166666666666664,-167.6206896551724,30.0
2.0,0.11430150735970979,-54.166666666666664,-167.6206896551724,30.0
5.0,0.06433573641674839,-54.166666666666664,-167.6206896551724,30.0
1.0,0.3071665366058751,-54.166666666666664,-167.6206896551724,60.0
2.0,0.20409023752577837,-54.166666666666664,-167.6206896551724,60.0
5.0,0.11755007059845213,-54.166666666666664,-167.6206896551724,60.0
1.0,0.40644498878775503,-54.166666666666664,-167.6206896551724,90.0
2.0,0.27708449270208557,-54.166666666666664,-167.6206896551724,90.0
5.0,0.16284062243994768,-54.166666666666664,-167.6206896551724,90.0
1.0,0.48936844943199564,-54.166666666666664,-167.6206896551724,120.0
2.0,0.3417009855767761,-54.166666666666664,-167.6206896551724,120.0
5.0,0.20471404776316138,-54.166666666666664,-167.6206896551724,120.0
1.0,0.16964014402703553,-48.75,-167.6206896551724,30.0
2.0,0.10920012740156149,-48.75,-167.6206896551724,30.0
5.0,0.06138368402370731,-48.75,-167.6206896551724,30.0
1.0,0.2980218549810033,-48.75,-167.6206896551724,60.0
2.0,0.19756449685878896,-48.75,-167.6206896551724,60.0
5.0,0.11358705209347597,-48.75,-167.6206896551724,60.0
1.0,0.39322462045097084,-48.75,-167.6206896551724,90.0
2.0,0.26711631545186476,-48.75,-167.6206896551724,90.0
5.0,0.15653725570046373,-48.75,-167.6206896551724,90.0
1.0,0.481203609359096,-48.75,-167.6206896551724,120.0
2.0,0.33516756316867946,-48.75,-167.6206896551724,120.0
5.0,0.20040077405994217,-48.75,-167.6206896551724,120.0
1.0,0.16311640563636698,-43.33333333333333,-167.6206896551724,30.0
2.0,0.10484809818482799,-43.33333333333333,-167.6206896551724,30.0
5.0,0.05886997031744878,-43.33333333333333,-167.6206896551724,30.0
1.0,0.284216352745157,-43.33333333333333,-167.6206896551724,60.0
2.0,0.1877747726678205,-43.33333333333333,-167.6206896551724,60.0
5.0,0.10767036282343945,-43.33333333333333,-167.6206896551724,60.0
1.0,0.38405749481259066,-43.33333333333333,-167.6206896551724,90.0
2.0,0.2602574849784828,-43.33333333333333,-167.6206896551724,90.0
5.0,0.15223441314266528,-43.33333333333333,-167.6206896551724,90.0
1.0,0.46866629756079836,-43.33333333333333,-167.6206896551724,120.0
2.0,0.3252086272220801,-43.33333333333333,-167.6206896551724,120.0
5.0,0.19385101170802155,-43.33333333333333,-167.6206896551724,120.0
1.0,0.15389552895740144,-37.916666666666664,-167.6206896551724,30.0
2.0,0.09871989126903047,-37.916666666666664,-167.6206896551724,30.0
5.0,0.055340633809801365,-37.916666666666664,-167.6206896551724,30.0
1.0,0.2719436000821196,-37.916666666666664,-167.6206896551724,60.0
2.0,0.1791441475097244,-37.916666666666664,-167.6206896551724,60.0
5.0,0.10248852541970344,-37.916666666666664,-167.6206896551724,60.0
1.0,0.37689186092047333,-37.916666666666664,-167.6206896551724,90.0
2.0,0.25490965851004566,-37.916666666666664,-167.6206896551724,90.0
5.0,0.14888135408239112,-37.916666666666664,-167.6206896551724,90.0
1.0,0.46075611729230437,-37.916666666666664,-167.6206896551724,120.0
2.0,0.31896717539154595,-37.916666666666664,-167.6206896551724,120.0
5.0,0.18976551818938348,-37.916666666666664,-167.6206896551724,120.0
1.0,0.14539007257863812,-32.5,-167.6206896551724,30.0
2.0,0.09308975517985008,-32.5,-167.6206896551724,30.0
5.0,0.05210835848605888,-32.5,-167.6206896551724,30.0
1.0,0.26715917017404633,-32.5,-167.6206896551724,60.0
2.0,0.17580642110556666,-32.5,-167.6206896551724,60.0
5.0,0.100501913905224,-32.5,-167.6206896551724,60.0
1.0,0.3719609226467737,-32.5,-167.6206896551724,90.0
2.0,0.2512424261359161,-32.5,-167.6206896551724,90.0
5.0,0.14658411265543103,-32.5,-167.6206896551724,90.0
1.0,0.455116252946395,-32.5,-167.6206896551724,120.0
2.0,0.31453967493391033,-32.5,-167.6206896551724,120.0
5.0,0.18687892147953866,-32.5,-167.6206896551724,120.0
1.0,0.14133538825110004,-27.08333333333333,-167.6206896551724,30.0
2.0,0.09041144625188424,-27.08333333333333,-167.6206896551724,30.0
5.0,0.05057248210934662,-27.08333333333333,-167.6206896551724,30.0
1.0,0.25915859104481564,-27.08333333333333,-167.6206896551724,60.0
2.0,0.17022338751410881,-27.08333333333333,-167.6206896551724,60.0
5.0,0.09717566085051077,-27.08333333333333,-167.6206896551724,60.0
1.0,0.3647094752056369,-27.08333333333333,-167.6206896551724,90.0
2.0,0.2458695509796388,-27.08333333333333,-167.6206896551724,90.0
5.0,0.14322867936434325,-27.08333333333333,-167.6206896551724,90.0
1.0,0.4483610912329976,-27.08333333333333,-167.6206896551724,120.0
2.0,0.30927505173397263,-27.08333333333333,-167.6206896551724,120.0
5.0,0.18346796854157965,-27.08333333333333,-167.6206896551724,120.0
1.0,0.13612544844881413,-21.666666666666664,-167.6206896551724,30.0
2.0,0.08697801621821633,-21.666666666666664,-167.6206896551724,30.0
5.0,0.04860733748618251,-21.666666666666664,-167.6206896551724,30.0
1.0,0.2555330793788404,-21.666666666666664,-167.6206896551724,60.0
2.0,0.16769762827083723,-21.666666666666664,-167.6206896551724,60.0
5.0,0.09567255620803694,-21.666666666666664,-167.6206896551724,60.0
1.0,0.358172163988269,-21.666666666666664,-167.6206896551724,90.0
2.0,0.24104520267175455,-21.666666666666664,-167.6206896551724,90.0
5.0,0.14022492029264666,-21.666666666666664,-167.6206896551724,90.0
1.0,0.4424003188746989,-21.666666666666664,-167.6206896551724,120.0
2.0,0.30464977881146804,-21.666666666666664,-167.6206896551724,120.0
5.0,0.18048646918085098,-21.666666666666664,-167.6206896551724,120.0
1.0,0.13175776458327615,-16.25,-167.6206896551724,30.0
2.0,0.08410647612389144,-16.25,-167.6206896551724,30.0
5.0,0.046967439044742876,-16.25,-167.6206896551724,30.0
1.0,0.2531296231367022,-16.25,-167.6206896551724,60.0
2.0,0.166023740627813,-16.25,-167.6206896551724,60.0
5.0,0.09467581092146038,-16.25,-167.6206896551724,60.0
1.0,0.3537765281607106,-16.25,-167.6206896551724,90.0
2.0,0.23781081503659918,-16.25,-167.6206896551724,90.0
5.0,0.1382164514144666,-16.25,-167.6206896551724,90.0
1.0,0.43947476505368366,-16.25,-167.6206896551724,120.0
2.0,0.302381861710605,-16.25,-167.6206896551724,120.0
5.0,0.17902744004901716,-16.25,-167.6206896551724,120.0
1.0,0.1308001484906598,-10.833333333333329,-167.6206896551724,30.0
2.0,0.08347762632200917,-10.833333333333329,-167.6206896551724,30.0
5.0,0.04661002028024075,-10.833333333333329,-167.6206896551724,30.0
1.0,0.25313367821517296,-10.833333333333329,-167.6206896551724,60.0
2.0,0.16602522009056675,-10.833333333333329,-167.6206896551724,60.0
5.0,0.09467803117991824,-10.833333333333329,-167.6206896551724,60.0
1.0,0.3531952594852936,-10.833333333333329,-167.6206896551724,90.0
2.0,0.23738332860412137,-10.833333333333329,-167.6206896551724,90.0
5.0,0.1379535896655103,-10.833333333333329,-167.6206896551724,90.0
1.0,0.43734426000672844,-10.833333333333329,-167.6206896551724,120.0
2.0,0.3007324708226161,-10.833333333333329,-167.6206896551724,120.0
5.0,0.17796820099150723,-10.833333333333329,-167.6206896551724,120.0
1.0,0.1326223492076537,-5.416666666666664,-167.6206896551724,30.0
2.0,0.08467214963464897,-5.416666666666664,-167.6206896551724,30.0
5.0,0.047291661802648766,-5.416666666666664,-167.6206896551724,30.0
1.0,0.25296427310309455,-5.416666666666664,-167.6206896551724,60.0
2.0,0.16590444561133544,-5.416666666666664,-167.6206896551724,60.0
5.0,0.09460710354830826,-5.416666666666664,-167.6206896551724,60.0
1.0,0.34963024773266116,-5.416666666666664,-167.6206896551724,90.0
2.0,0.2347673544846426,-5.416666666666664,-167.6206896551724,90.0
5.0,0.13633340471908573,-5.416666666666664,-167.6206896551724,90.0
1.0,0.43620697147388876,-5.416666666666664,-167.6206896551724,120.0
2.0,0.29985073401142426,-5.416666666666664,-167.6206896551724,120.0
5.0,0.1774020750567188,-5.416666666666664,-167.6206896551724,120.0
1.0,0.12811007385814865,0.0,-167.6206896551724,30.0
2.0,0.08171326680809965,0.0,-167.6206896551724,30.0
5.0,0.045605741432896196,0.0,-167.6206896551724,30.0
1.0,0.2502832767698686,0.0,-167.6206896551724,60.0
2.0,0.1640413125780077,0.0,-167.6206896551724,60.0
5.0,0.09349894941565096,0.0,-167.6206896551724,60.0
1.0,0.3457423669569759,0.0,-167.6206896551724,90.0
2.0,0.23192111740091648,0.0,-167.6206896551724,90.0
5.0,0.13457244553812397,0.0,-167.6206896551724,90.0
1.0,0.43541183211071344,0.0,-167.6206896551724,120.0
2.0,0.2992337471467085,0.0,-167.6206896551724,120.0
5.0,0.17700459713171113,0.0,-167.6206896551724,120.0
1.0,0.12957599471505699,5.416666666666671,-167.6206896551724,30.0
