snr,proba,lat,lon,duration
1.0,0.1643077921460141,-48.75,-130.48275862068965,30.0
2.0,0.10564397806469583,-48.75,-130.48275862068965,30.0
5.0,0.05933093876784323,-48.75,-130.48275862068965,30.0
1.0,0.2895426078859171,-48.75,-130.48275862068965,60.0
2.0,0.19154562618280957,-48.75,-130.48275862068965,60.0
5.0,0.10994769009687833,-48.75,-130.48275862068965,60.0
1.0,0.3904617695117304,-48.75,-130.48275862068965,90.0
2.0,0.2650567400690459,-48.75,-130.48275862068965,90.0
5.0,0.15525626265087467,-48.75,-130.48275862068965,90.0
1.0,0.4769389337705704,-48.75,-130.48275862068965,120.0
2.0,0.33177098185404896,-48.75,-130.48275862068965,120.0
5.0,0.1981628029632777,-48.75,-130.48275862068965,120.0
1.0,0.15967371564044797,-43.33333333333333,-130.48275862068965,30.0
2.0,0.10255748430955558,-43.33333333333333,-130.48275862068965,30.0
5.0,0.05754981736194831,-43.33333333333333,-130.48275862068965,30.0
1.0,0.2804223201355882,-43.33333333333333,-130.48275862068965,60.0
2.0,0.18510998482915964,-43.33333333333333,-130.48275862068965,60.0
5.0,0.1060732100062387,-43.33333333333333,-130.48275862068965,60.0
1.0,0.38538603252673287,-43.33333333333333,-130.48275862068965,90.0
2.0,0.2612500948594345,-43.33333333333333,-130.48275862068965,90.0
5.0,0.15286199673491796,-43.33333333333333,-130.48275862068965,90.0
1.0,0.46809231623217895,-43.33333333333333,-130.48275862068965,120.0
2.0,0.32475273025460305,-43.33333333333333,-130.48275862068965,120.0
5.0,0.19355020135722611,-43.33333333333333,-130.48275862068965,120.0
1.0,0.15375001555745627,-37.916666666666664,-130.48275862068965,30.0
2.0,0.09862291498021347,-37.916666666666664,-130.48275862068965,30.0
5.0,0.05528453997542182,-37.916666666666664,-130.48275862068965,30.0
1.0,0.27553455621419687,-37.916666666666664,-130.48275862068965,60.0
2.0,0.18168458000826793,-37.916666666666664,-130.48275862068965,60.0
5.0,0.10402775878045467,-37.916666666666664,-130.48275862068965,60.0
1.0,0.3804455799972122,-37.916666666666664,-130.48275862068965,90.0
2.0,0.25755712265329067,-37.916666666666664,-130.48275862068965,90.0
5.0,0.15054014449601882,-37.916666666666664,-130.48275862068965,90.0
1.0,0.4634649752675154,-37.916666666666664,-130.48275862068965,120.0
2.0,0.3210976043149929,-37.916666666666664,-130.48275862068965,120.0
5.0,0.19115548770170565,-37.916666666666664,-130.48275862068965,120.0
1.0,0.1458856317221474,-32.5,-130.48275862068965,30.0
2.0,0.09341644490326395,-32.5,-130.48275862068965,30.0
5.0,0.0522951557278587,-32.5,-130.48275862068965,30.0
1.0,0.26775802310787744,-32.5,-130.48275862068965,60.0
2.0,0.176233596297397,-32.5,-130.48275862068965,60.0
5.0,0.1007700809498484,-32.5,-130.48275862068965,60.0
1.0,0.3703098323525885,-32.5,-130.48275862068965,90.0
2.0,0.25001674894553105,-32.5,-130.48275862068965,90.0
5.0,0.1458175319248447,-32.5,-130.48275862068965,90.0
1.0,0.4530547437809259,-32.5,-130.48275862068965,120.0
2.0,0.3129460207461311,-32.5,-130.48275862068965,120.0
5.0,0.18585624394154854,-32.5,-130.48275862068965,120.0
1.0,0.1408093786750264,-27.08333333333333,-130.48275862068965,30.0
2.0,0.09006643785059765,-27.08333333333333,-130.48275862068965,30.0
5.0,0.050376285771585816,-27.08333333333333,-130.48275862068965,30.0
1.0,0.26387214186014973,-27.08333333333333,-130.48275862068965,60.0
2.0,0.17351435349950584,-27.08333333333333,-130.48275862068965,60.0
5.0,0.09914555178810203,-27.08333333333333,-130.48275862068965,60.0
1.0,0.3650911717884553,-27.08333333333333,-130.48275862068965,90.0
2.0,0.24615000758191585,-27.08333333333333,-130.48275862068965,90.0
5.0,0.14340224917768085,-27.08333333333333,-130.48275862068965,90.0
1.0,0.45020732263926455,-27.08333333333333,-130.48275862068965,120.0
2.0,0.3107293501049151,-27.08333333333333,-130.48275862068965,120.0
5.0,0.18442716344648447,-27.08333333333333,-130.48275862068965,120.0
1.0,0.13573114752478976,-21.666666666666664,-130.48275862068965,30.0
2.0,0.08672574777289732,-21.666666666666664,-130.48275862068965,30.0
5.0,0.04846775980801499,-21.666666666666664,-130.48275862068965,30.0
1.0,0.2585085362913606,-21.666666666666664,-130.48275862068965,60.0
2.0,0.16976902934243787,-21.666666666666664,-130.48275862068965,60.0
5.0,0.09690990716394943,-21.666666666666664,-130.48275862068965,60.0
1.0,0.35594540321135804,-21.666666666666664,-130.48275862068965,90.0
2.0,0.23940632357075686,-21.666666666666664,-130.48275862068965,90.0
5.0,0.13920694315124882,-21.666666666666664,-130.48275862068965,90.0
1.0,0.4426866071207849,-21.666666666666664,-130.48275862068965,120.0
2.0,0.3048766304668603,-21.666666666666664,-130.48275862068965,120.0
5.0,0.18064395232745833,-21.666666666666664,-130.48275862068965,120.0
1.0,0.13398357686478957,-16.25,-130.48275862068965,30.0
2.0,0.08557761534425645,-16.25,-130.48275862068965,30.0
5.0,0.047812665111809705,-16.25,-130.48275862068965,30.0
1.0,0.2576558300708658,-16.25,-130.48275862068965,60.0
2.0,0.16917345053105504,-16.25,-130.48275862068965,60.0
5.0,0.09655340327065387,-16.25,-130.48275862068965,60.0
1.0,0.3559696336530027,-16.25,-130.48275862068965,90.0
2.0,0.23942120927030885,-16.25,-130.48275862068965,90.0
5.0,0.13921554475771558,-16.25,-130.48275862068965,90.0
1.0,0.44271931034238665,-16.25,-130.48275862068965,120.0
2.0,0.3048994592445221,-16.25,-130.48275862068965,120.0
5.0,0.18065892884488177,-16.25,-130.48275862068965,120.0
1.0,0.132374073308545,-10.833333333333329,-130.48275862068965,30.0
2.0,0.08452140165754762,-10.833333333333329,-130.48275862068965,30.0
5.0,0.04721231606429499,-10.833333333333329,-130.48275862068965,30.0
1.0,0.25603046508727234,-10.833333333333329,-130.48275862068965,60.0
2.0,0.16804265324568524,-10.833333333333329,-130.48275862068965,60.0
5.0,0.09588137680304876,-10.833333333333329,-130.48275862068965,60.0
1.0,0.3527961806906773,-10.833333333333329,-130.48275862068965,90.0
2.0,0.2370910217857195,-10.833333333333329,-130.48275862068965,90.0
5.0,0.13777365032503985,-10.833333333333329,-130.48275862068965,90.0
1.0,0.44150147451672583,-10.833333333333329,-130.48275862068965,120.0
2.0,0.3039533202506821,-10.833333333333329,-130.48275862068965,120.0
5.0,0.1800506639324274,-10.833333333333329,-130.48275862068965,120.0
1.0,0.13042802597556713,-5.416666666666664,-130.48275862068965,30.0
2.0,0.0832468737542087,-5.416666666666664,-130.48275862068965,30.0
5.0,0.04648729968732879,-5.416666666666664,-130.48275862068965,30.0
1.0,0.2544912747294603,-5.416666666666664,-130.48275862068965,60.0
2.0,0.16697046761529122,-5.416666666666664,-130.48275862068965,60.0
5.0,0.0952423060715516,-5.416666666666664,-130.48275862068965,60.0
1.0,0.3476175312048678,-5.416666666666664,-130.48275862068965,90.0
2.0,0.2332974814634542,-5.416666666666664,-130.48275862068965,90.0
5.0,0.13542649868590118,-5.416666666666664,-130.48275862068965,90.0
1.0,0.4383993280699924,-5.416666666666664,-130.48275862068965,120.0
2.0,0.30154632793719194,-5.416666666666664,-130.48275862068965,120.0
5.0,0.17849735524913468,-5.416666666666664,-130.48275862068965,120.0
1.0,0.13194515608467494,0.0,-130.48275862068965,30.0
2.0,0.08424191009086024,0.0,-130.48275862068965,30.0
5.0,0.04705465121259822,0.0,-130.48275862068965,30.0
1.0,0.25521102776107873,0.0,-130.48275862068965,60.0
2.0,0.16746941693848227,0.0,-130.48275862068965,60.0
5.0,0.09553870221533955,0.0,-130.48275862068965,60.0
1.0,0.349469807280255,0.0,-130.48275862068965,90.0
2.0,0.23465070621044348,0.0,-130.48275862068965,90.0
5.0,0.1362623277814966,0.0,-130.48275862068965,90.0
1.0,0.44026747974659564,0.0,-130.48275862068965,120.0
2.0,0.30299022220854266,0.0,-130.48275862068965,120.0
5.0,0.17942746462264259,0.0,-130.48275862068965,120.0
1.0,0.12512222687948138,5.416666666666671,-130.48275862068965,30.0
2.0,0.07978246888224749,5.416666666666671,-130.48275862068965,30.0
5.0,0.04452207443872758,5.416666666666671,-130.48275862068965,30.0
1.0,0.24837861812347284,5.416666666666671,-130.48275862068965,60.0
2.0,0.16272383276441393,5.416666666666671,-130.48275862068965,60.0
5.0,0.09271545158374439,5.416666666666671,-130.48275862068965,60.0
1.0,0.34563361945773396,5.416666666666671,-130.48275862068965,90.0
2.0,0.23184912415184056,5.416666666666671,-130.48275862068965,90.0
5.0,0.134533052514081,5.416666666666671,-130.48275862068965,90.0
1.0,0.4390863062326644,5.416666666666671,-130.48275862068965,120.0
2.0,0.3020758729109432,5.416666666666671,-130.48275862068965,120.0
5.0,0.17883655319918568,5.416666666666671,-130.48275862068965,120.0
1.0,0.12424032808745744,10.833333333333343,-130.48275862068965,30.0
2.0,0.07921216676527332,10.833333333333343,-130.48275862068965,30.0
5.0,0.04420218663901021,10.833333333333343,-130.48275862068965,30.0
1.0,0.23991165975528583,10.833333333333343,-130.48275862068965,60.0
2.0,0.15686593103337176,10.833333333333343,-130.48275862068965,60.0
5.0,0.08923949994865532,10.833333333333343,-130.48275862068965,60.0
1.0,0.33608325280729234,10.833333333333343,-130.48275862068965,90.0
2.0,0.22491068435398642,10.833333333333343,-130.48275862068965,90.0
5.0,0.1302674937263456,10.833333333333343,-130.48275862068965,90.0
1.0,0.42680055967024466,10.833333333333343,-130.48275862068965,120.0
2.0,0.2926022526174463,10.833333333333343,-130.48275862068965,120.0
5.0,0.17274208623217657,10.833333333333343,-130.48275862068965,120.0
1.0,0.12788448558352739,16.25,-130.48275862068965,30.0
2.0,0.08159329073750021,16.25,-130.48275862068965,30.0
5.0,0.045554281954444886,16.25,-130.48275862068965,30.0
1.0,0.2506163064271568,16.25,-130.48275862068965,60.0
2.0,0.16427575951172124,16.25,-130.48275862068965,60.0
5.0,0.09363726938581884,16.25,-130.48275862068965,60.0
1.0,0.3433333160002702,16.25,-130.48275862068965,90.0
2.0,0.23017253183583197,16.25,-130.48275862068965,90.0
5.0,0.13349878630539902,16.25,-130.48275862068965,90.0
1.0,0.43431177505552065,16.25,-130.48275862068965,120.0
2.0,0.29838580012456184,16.25,-130.48275862068965,120.0
5.0,0.17645818673882763,16.25,-130.48275862068965,120.0
1.0,0.13542881264810447,21.66666666666667,-130.48275862068965,30.0
2.0,0.08653286233774204,21.66666666666667,-130.48275862068965,30.0
5.0,0.048363270397351776,21.66666666666667,-130.48275862068965,30.0
1.0,0.25748160776119333,21.66666666666667,-130.48275862068965,60.0
2.0,0.16904610548432675,21.66666666666667,-130.48275862068965,60.0
5.0,0.09647782344744493,21.66666666666667,-130.48275862068965,60.0
1.0,0.35313530375112545,21.66666666666667,-130.48275862068965,90.0
2.0,0.23733430820464263,21.66666666666667,-130.48275862068965,90.0
5.0,0.13792189332816351,21.66666666666667,-130.48275862068965,90.0
1.0,0.44114517313175206,21.66666666666667,-130.48275862068965,120.0
2.0,0.3036686593139938,21.66666666666667,-130.48275862068965,120.0
5.0,0.17986408491517925,21.66666666666667,-130.48275862068965,120.0
1.0,0.13657557999951253,27.083333333333343,-130.48275862068965,30.0
2.0,0.08728697080229997,27.083333333333343,-130.48275862068965,30.0
5.0,0.048793907940507864,27.083333333333343,-130.48275862068965,30.0
1.0,0.2624708525994438,27.083333333333343,-130.48275862068965,60.0
2.0,0.1725218253440428,27.083333333333343,-130.48275862068965,60.0
5.0,0.09855147005141662,27.083333333333343,-130.48275862068965,60.0
1.0,0.3592604492555749,27.083333333333343,-130.48275862068965,90.0
2.0,0.2418352226572077,27.083333333333343,-130.48275862068965,90.0
5.0,0.14071360193604054,27.083333333333343,-130.48275862068965,90.0
1.0,0.4437758727638301,27.083333333333343,-130.48275862068965,120.0
2.0,0.30571028685485335,27.083333333333343,-130.48275862068965,120.0
5.0,0.1811816581316641,27.083333333333343,-130.48275862068965,120.0
1.0,0.14061713780860663,32.5,-130.48275862068965,30.0
2.0,0.08994336655178392,32.5,-130.48275862068965,30.0
5.0,0.05031072526256619,32.5,-130.48275862068965,30.0
1.0,0.2674486261486465,32.5,-130.48275862068965,60.0
2.0,0.17600199879937917,32.5,-130.48275862068965,60.0
5.0,0.10063194062782532,32.5,-130.48275862068965,60.0
1.0,0.36522694384823573,32.5,-130.48275862068965,90.0
2.0,0.24623748334530482,32.5,-130.48275862068965,90.0
5.0,0.1434536720422519,32.5,-130.48275862068965,90.0
1.0,0.447155462106952,32.5,-130.48275862068965,120.0
2.0,0.3083377044840131,32.5,-130.48275862068965,120.0
5.0,0.18287876984379947,32.5,-130.48275862068965,120.0
1.0,0.14504717669566725,37.91666666666667,-130.48275862068965,30.0
2.0,0.09286050918759703,37.91666666666667,-130.48275862068965,30.0
5.0,0.051978671847337066,37.91666666666667,-130.48275862068965,30.0
1.0,0.273151728038035,37.91666666666667,-130.48275862068965,60.0
2.0,0.18000072341327955,37.91666666666667,-130.48275862068965,60.0
5.0,0.10302656642132291,37.91666666666667,-130.48275862068965,60.0
1.0,0.37238570190744535,37.91666666666667,-130.48275862068965,90.0
2.0,0.2515406574499337,37.91666666666667,-130.48275862068965,90.0
5.0,0.14676489553835614,37.91666666666667,-130.48275862068965,90.0
1.0,0.4523963315683198,37.91666666666667,-130.48275862068965,120.0
2.0,0.3124213174083941,37.91666666666667,-130.48275862068965,120.0
5.0,0.18552006141435984,37.91666666666667,-130.48275862068965,120.0
1.0,0.15198583396558774,43.33333333333334,-130.48275862068965,30.0
2.0,0.09744513734559757,43.33333333333334,-130.48275862068965,30.0
5.0,0.054606327118912557,43.33333333333334,-130.48275862068965,30.0
1.0,0.2742196748564626,43.33333333333334,-130.48275862068965,60.0
2.0,0.18075155428774037,43.33333333333334,-130.48275862068965,60.0
5.0,0.1034757782032738,43.33333333333334,-130.48275862068965,60.0
1.0,0.3777285982743246,43.33333333333334,-130.48275862068965,90.0
2.0,0.255514868496441,43.33333333333334,-130.48275862068965,90.0
5.0,0.1492542018692069,43.33333333333334,-130.48275862068965,90.0
1.0,0.4577589511330318,43.33333333333334,-130.48275862068965,120.0
2.0,0.31660457655414,43.33333333333334,-130.48275862068965,120.0
5.0,0.18822714847668376,43.33333333333334,-130.48275862068965,120.0
1.0,0.1565813873057481,48.75,-130.48275862068965,30.0
2.0,0.10049447867263295,48.75,-130.48275862068965,30.0
5.0,0.05636063152639925,48.75,-130.48275862068965,30.0
1.0,0.2856153758274397,48.75,-130.48275862068965,60.0
2.0,0.18877302334108625,48.75,-130.48275862068965,60.0
5.0,0.10828605732423824,48.75,-130.48275862068965,60.0
1.0,0.3900149320896624,48.75,-130.48275862068965,90.0
2.0,0.26469647097884164,48.75,-130.48275862068965,90.0
5.0,0.15502660718409633,48.75,-130.48275862068965,90.0
1.0,0.4718978499050418,48.75,-130.48275862068965,120.0
2.0,0.32774020416517036,48.75,-130.48275862068965,120.0
5.0,0.1955011713992073,48.75,-130.48275862068965,120.0
1.0,0.1640243401764836,54.16666666666667,-130.48275862068965,30.0
2.0,0.10544953147766567,54.16666666666667,-130.48275862068965,30.0
5.0,0.05921955361841691,54.16666666666667,-130.48275862068965,30.0
1.0,0.2840789363321864,54.16666666666667,-130.48275862068965,60.0
2.0,0.187672501743403,54.16666666666667,-130.48275862068965,60.0
5.0,0.10761388150690654,54.16666666666667,-130.48275862068965,60.0
1.0,0.3854235754088602,54.16666666666667,-130.48275862068965,90.0
2.0,0.26126554343187836,54.16666666666667,-130.48275862068965,90.0
5.0,0.1528723880053986,54.16666666666667,-130.48275862068965,90.0
1.0,0.4703421295787592,54.16666666666667,-130.48275862068965,120.0
2.0,0.32651935630012197,54.16666666666667,-130.48275862068965,120.0
5.0,0.19471034051503988,54.16666666666667,-130.48275862068965,120.0
1.0,0.1900941693123065,59.58333333333334,-130.48275862068965,30.0
2.0,0.12291710374932496,59.58333333333334,-130.48275862068965,30.0
5.0,0.06934065284924495,59.58333333333334,-130.48275862068965,30.0
1.0,0.31749074561668666,59.58333333333334,-130.48275862068965,60.0
2.0,0.21148331167259093,59.58333333333334,-130.48275862068965,60.0
5.0,0.12206038656374285,59.58333333333334,-130.48275862068965,60.0
1.0,0.4178929615688389,59.58333333333334,-130.48275862068965,90.0
2.0,0.2857842337049028,59.58333333333334,-130.48275862068965,90.0
5.0,0.1683846968708812,59.58333333333334,-130.48275862068965,90.0
1.0,0.49555210879076805,59.58333333333334,-130.48275862068965,120.0
2.0,0.34663703601959117,59.58333333333334,-130.48275862068965,120.0
5.0,0.20797259452099903,59.58333333333334,-130.48275862068965,120.0
1.0,0.21169196516794397,65.0,-130.48275862068965,30.0
2.0,0.13752923101571024,65.0,-130.48275862068965,30.0
5.0,0.07785549700297689,65.0,-130.48275862068965,30.0
1.0,0.3371758991486571,65.0,-130.48275862068965,60.0
2.0,0.22570253853313038,65.0,-130.48275862068965,60.0
5.0,0.1307599951168984,65.0,-130.48275862068965,60.0
1.0,0.4315770501434706,65.0,-130.48275862068965,90.0
2.0,0.29627160174812806,65.0,-130.48275862068965,90.0
5.0,0.17509270136414468,65.0,-130.48275862068965,90.0
1.0,0.5115161559767039,65.0,-130.48275862068965,120.0
2.0,0.3595950744657085,65.0,-130.48275862068965,120.0
5.0,0.21663874574324693,65.0,-130.48275862068965,120.0
1.0,0.18617394622649064,-65.0,-118.10344827586206,30.0
2.0,0.12028330249919283,-65.0,-118.10344827586206,30.0
5.0,0.0678067365509073,-65.0,-118.10344827586206,30.0
1.0,0.3244783540834939,-65.0,-118.10344827586206,60.0
2.0,0.21652939329476428,-65.0,-118.10344827586206,60.0
5.0,0.12514140769943916,-65.0,-118.10344827586206,60.0
1.0,0.427947478278227,-65.0,-118.10344827586206,90.0
2.0,0.29350290384911193,-65.0,-118.10344827586206,90.0
5.0,0.1733249470471132,-65.0,-118.10344827586206,90.0
1.0,0.5083732217690686,-65.0,-118.10344827586206,120.0
2.0,0.35704057946657475,-65.0,-118.10344827586206,120.0
5.0,0.2149136722740339,-65.0,-118.10344827586206,120.0
1.0,0.1808142135219244,-59.583333333333336,-118.10344827586206,30.0
2.0,0.11668172052181225,-59.583333333333336,-118.10344827586206,30.0
5.0,0.06571581575582885,-59.583333333333336,-118.10344827586206,30.0
1.0,0.31432092645061915,-59.583333333333336,-118.10344827586206,60.0
2.0,0.20921702259292474,-59.583333333333336,-118.10344827586206,60.0
5.0,0.12067269933331004,-59.583333333333336,-118.10344827586206,60.0
1.0,0.41527090102732234,-59.583333333333336,-118.10344827586206,90.0
2.0,0.28379705192287064,-59.583333333333336,-118.10344827586206,90.0
5.0,0.16711486535521902,-59.583333333333336,-118.10344827586206,90.0
1.0,0.4968785002637607,-59.583333333333336,-118.10344827586206,120.0
2.0,0.3477437940238184,-59.583333333333336,-118.10344827586206,120.0
5.0,0.20872398078398846,-59.583333333333336,-118.10344827586206,120.0
1.0,0.1745558273466591,-54.166666666666664,-118.10344827586206,30.0
2.0,0.11248652350440291,-54.166666666666664,-118.10344827586206,30.0
5.0,0.06328447171304019,-54.166666666666664,-118.10344827586206,30.0
1.0,0.30420194709847126,-54.166666666666664,-118.10344827586206,60.0
2.0,0.2019711062309315,-54.166666666666664,-118.10344827586206,60.0
5.0,0.11626152376109344,-54.166666666666664,-118.10344827586206,60.0
1.0,0.4034922636220183,-54.166666666666664,-118.10344827586206,90.0
2.0,0.2748594201264829,-54.166666666666664,-118.10344827586206,90.0
5.0,0.16143552387937588,-54.166666666666664,-118.10344827586206,90.0
1.0,0.48945303929955886,-54.166666666666664,-118.10344827586206,120.0
2.0,0.3417701410840869,-54.166666666666664,-118.10344827586206,120.0
5.0,0.20476714483331715,-54.166666666666664,-118.10344827586206,120.0
1.0,0.1655433730771121,-48.75,-118.10344827586206,30.0
2.0,0.10646664945793705,-48.75,-118.10344827586206,30.0
5.0,0.059805009325943015,-48.75,-118.10344827586206,30.0
1.0,0.2912432517277401,-48.75,-118.10344827586206,60.0
2.0,0.19275086369855088,-48.75,-118.10344827586206,60.0
5.0,0.1106755831890065,-48.75,-118.10344827586206,60.0
1.0,0.39231290293568044,-48.75,-118.10344827586206,90.0
2.0,0.2664468889327153,-48.75,-118.10344827586206,90.0
5.0,0.15613430941687545,-48.75,-118.10344827586206,90.0
1.0,0.47767046743987096,-48.75,-118.10344827586206,120.0
2.0,0.33235186678026774,-48.75,-118.10344827586206,120.0
5.0,0.1985442586918751,-48.75,-118.10344827586206,120.0
1.0,0.15961799562668355,-43.33333333333333,-118.10344827586206,30.0
2.0,0.10252008363846943,-43.33333333333333,-118.10344827586206,30.0
5.0,0.05752801221046966,-43.33333333333333,-118.10344827586206,30.0
1.0,0.2819559743803266,-43.33333333333333,-118.10344827586206,60.0
2.0,0.1861980774456743,-43.33333333333333,-118.10344827586206,60.0
5.0,0.10673278411633813,-43.33333333333333,-118.10344827586206,60.0
1.0,0.38765352545394083,-43.33333333333333,-118.10344827586206,90.0
2.0,0.2629475901248737,-43.33333333333333,-118.10344827586206,90.0
5.0,0.1539299820779816,-43.33333333333333,-118.10344827586206,90.0
1.0,0.4694434283865374,-43.33333333333333,-118.10344827586206,120.0
2.0,0.32582035512940566,-43.33333333333333,-118.10344827586206,120.0
5.0,0.19424946290027956,-43.33333333333333,-118.10344827586206,120.0
1.0,0.15304810775738598,-37.916666666666664,-118.10344827586206,30.0
2.0,0.09815729229632408,-37.916666666666664,-118.10344827586206,30.0
5.0,0.055016795163499,-37.916666666666664,-118.10344827586206,30.0
1.0,0.27365166375443817,-37.916666666666664,-118.10344827586206,60.0
2.0,0.180366344805174,-37.916666666666664,-118.10344827586206,60.0
5.0,0.10324354565534599,-37.916666666666664,-118.10344827586206,60.0
1.0,0.37742010695675665,-37.916666666666664,-118.10344827586206,90.0
2.0,0.25530222559272464,-37.916666666666664,-118.10344827586206,90.0
5.0,0.14912622231898853,-37.916666666666664,-118.10344827586206,90.0
1.0,0.46011454146028985,-37.916666666666664,-118.10344827586206,120.0
2.0,0.3184660401699869,-37.916666666666664,-118.10344827586206,120.0
5.0,0.18944062124911565,-37.916666666666664,-118.10344827586206,120.0
1.0,0.14719963918083745,-32.5,-118.10344827586206,30.0
2.0,0.09428519256291079,-32.5,-118.10344827586206,30.0
5.0,0.05279347961433756,-32.5,-118.10344827586206,30.0
1.0,0.26977795624784173,-32.5,-118.10344827586206,60.0
2.0,0.17764874346220105,-32.5,-118.10344827586206,60.0
5.0,0.10161912119684513,-32.5,-118.10344827586206,60.0
1.0,0.36920841496840695,-32.5,-118.10344827586206,90.0
2.0,0.24920001527425117,-32.5,-118.10344827586206,90.0
5.0,0.1453071452578132,-32.5,-118.10344827586206,90.0
1.0,0.45211289213892447,-32.5,-118.10344827586206,120.0
2.0,0.3122169954001377,-32.5,-118.10344827586206,120.0
5.0,0.18539020011962815,-32.5,-118.10344827586206,120.0
1.0,0.1408720679625789,-27.08333333333333,-118.10344827586206,30.0
2.0,0.09011118810562879,-27.08333333333333,-118.10344827586206,30.0
5.0,0.05040380065243322,-27.08333333333333,-118.10344827586206,30.0
1.0,0.2638457328057475,-27.08333333333333,-118.10344827586206,60.0
2.0,0.17349476994765323,-27.08333333333333,-118.10344827586206,60.0
5.0,0.09913494750934726,-27.08333333333333,-118.10344827586206,60.0
1.0,0.36252204140276534,-27.08333333333333,-118.10344827586206,90.0
2.0,0.24425277188731465,-27.08333333333333,-118.10344827586206,90.0
5.0,0.14222077359125918,-27.08333333333333,-118.10344827586206,90.0
1.0,0.4485944514808955,-27.08333333333333,-118.10344827586206,120.0
2.0,0.3094739925679896,-27.08333333333333,-118.10344827586206,120.0
5.0,0.183618006341292,-27.08333333333333,-118.10344827586206,120.0
1.0,0.13478156382197382,-21.666666666666664,-118.10344827586206,30.0
2.0,0.08610858462584914,-21.666666666666664,-118.10344827586206,30.0
5.0,0.04811926198629268,-21.666666666666664,-118.10344827586206,30.0
1.0,0.26142506579390856,-21.666666666666664,-118.10344827586206,60.0
2.0,0.17180373966516138,-21.666666666666664,-118.10344827586206,60.0
5.0,0.09812366671380812,-21.666666666666664,-118.10344827586206,60.0
1.0,0.3573862810425257,-21.666666666666664,-118.10344827586206,90.0
2.0,0.24046550948395917,-21.666666666666664,-118.10344827586206,90.0
5.0,0.13986421337969612,-21.666666666666664,-118.10344827586206,90.0
1.0,0.4447084304256588,-21.666666666666664,-118.10344827586206,120.0
2.0,0.3064470787106983,-21.666666666666664,-118.10344827586206,120.0
5.0,0.18165991412769011,-21.666666666666664,-118.10344827586206,120.0
1.0,0.13259055947144238,-16.25,-118.10344827586206,30.0
2.0,0.08467123181205405,-16.25,-118.10344827586206,30.0
5.0,0.047300062632895434,-16.25,-118.10344827586206,30.0
1.0,0.2603413062774689,-16.25,-118.10344827586206,60.0
2.0,0.17104592886860992,-16.25,-118.10344827586206,60.0
5.0,0.09767026244563382,-16.25,-118.10344827586206,60.0
1.0,0.3559737093596128,-16.25,-118.10344827586206,90.0
2.0,0.23942498264694212,-16.25,-118.10344827586206,90.0
5.0,0.1392184690285092,-16.25,-118.10344827586206,90.0
1.0,0.44362104616730347,-16.25,-118.10344827586206,120.0
2.0,0.30559901288096947,-16.25,-118.10344827586206,120.0
5.0,0.18111203457002678,-16.25,-118.10344827586206,120.0
1.0,0.13229337617037085,-10.833333333333329,-118.10344827586206,30.0
2.0,0.08447608274748997,-10.833333333333329,-118.10344827586206,30.0
5.0,0.04719063953689118,-10.833333333333329,-118.10344827586206,30.0
1.0,0.2554971996679234,-10.833333333333329,-118.10344827586206,60.0
2.0,0.16767190465759763,-10.833333333333329,-118.10344827586206,60.0
5.0,0.09566072963480088,-10.833333333333329,-118.10344827586206,60.0
1.0,0.35333258501676246,-10.833333333333329,-118.10344827586206,90.0
2.0,0.23748534857112458,-10.833333333333329,-118.10344827586206,90.0
5.0,0.13801882069605187,-10.833333333333329,-118.10344827586206,90.0
1.0,0.4427723713328924,-10.833333333333329,-118.10344827586206,120.0
2.0,0.3049384835421918,-10.833333333333329,-118.10344827586206,120.0
5.0,0.18068797278460413,-10.833333333333329,-118.10344827586206,120.0
1.0,0.13065137546999894,-5.416666666666664,-118.10344827586206,30.0
2.0,0.08340389494218237,-5.416666666666664,-118.10344827586206,30.0
5.0,0.04658315417075054,-5.416666666666664,-118.10344827586206,30.0
1.0,0.25503463522972236,-5.416666666666664,-118.10344827586206,60.0
2.0,0.1673481976729565,-5.416666666666664,-118.10344827586206,60.0
5.0,0.09546710291965299,-5.416666666666664,-118.10344827586206,60.0
1.0,0.34910003168534487,-5.416666666666664,-118.10344827586206,90.0
2.0,0.2343850609647059,-5.416666666666664,-118.10344827586206,90.0
5.0,0.13610060484232656,-5.416666666666664,-118.10344827586206,90.0
1.0,0.4422314396102808,-5.416666666666664,-118.10344827586206,120.0
2.0,0.3045162421089521,-5.416666666666664,-118.10344827586206,120.0
5.0,0.18041379942085856,-5.416666666666664,-118.10344827586206,120.0
1.0,0.1302824357901401,0.0,-118.10344827586206,30.0
2.0,0.08316429270499193,0.0,-118.10344827586206,30.0
5.0,0.046448655059674215,0.0,-118.10344827586206,30.0
1.0,0.25340959924842277,0.0,-118.10344827586206,60.0
2.0,0.1662166981612072,0.0,-118.10344827586206,60.0
5.0,0.09479267703978922,0.0,-118.10344827586206,60.0
1.0,0.34676872087525734,0.0,-118.10344827586206,90.0
2.0,0.2326805963497619,0.0,-118.10344827586206,90.0
5.0,0.13504786024921578,0.0,-118.10344827586206,90.0
1.0,0.4397560912583297,0.0,-118.10344827586206,120.0
2.0,0.3025967545293198,0.0,-118.10344827586206,120.0
5.0,0.17917329791472036,0.0,-118.10344827586206,120.0
1.0,0.12403292229797924,5.416666666666671,-118.10344827586206,30.0
2.0,0.07908036824245201,5.416666666666671,-118.10344827586206,30.0
