lat,lon,proba,snr,duration
-65.0,-180.0,0.11073783660212311,0.1,30.0
-59.583333333333336,-180.0,0.1100675182133678,0.1,30.0
-54.166666666666664,-180.0,0.11056358212806894,0.1,30.0
-48.75,-180.0,0.11017486650695762,0.1,30.0
-43.33333333333333,-180.0,0.11077964552482122,0.1,30.0
-37.916666666666664,-180.0,0.11076515060239844,0.1,30.0
-32.5,-180.0,0.11151767578739535,0.1,30.0
-27.08333333333333,-180.0,0.11362642737857853,0.1,30.0
-21.666666666666664,-180.0,0.11645814201368854,0.1,30.0
-16.25,-180.0,0.11762888284737805,0.1,30.0
-10.833333333333329,-180.0,0.11591047066227378,0.1,30.0
-5.416666666666664,-180.0,0.11143468088110187,0.1,30.0
0.0,-180.0,0.10715285436187238,0.1,30.0
5.416666666666671,-180.0,0.10665895217060894,0.1,30.0
10.833333333333343,-180.0,0.10690499171011125,0.1,30.0
16.25,-180.0,0.10776047976865244,0.1,30.0
21.66666666666667,-180.0,0.10892954045219061,0.1,30.0
27.083333333333343,-180.0,0.10946242657389826,0.1,30.0
32.5,-180.0,0.10974086836171859,0.1,30.0
37.91666666666667,-180.0,0.10967663013736573,0.1,30.0
43.33333333333334,-180.0,0.10911712072284241,0.1,30.0
48.75,-180.0,0.1094601450463385,0.1,30.0
54.16666666666667,-180.0,0.10841042390431532,0.1,30.0
59.58333333333334,-180.0,0.10837820033923062,0.1,30.0
65.0,-180.0,0.1075263859868103,0.1,30.0
-65.0,-167.6206896551724,0.11067166828290542,0.1,30.0
-59.583333333333336,-167.6206896551724,0.10998334044602665,0.1,30.0
-54.166666666666664,-167.6206896551724,0.11055316615317334,0.1,30.0
-48.75,-167.6206896551724,0.11026850169653746,0.1,30.0
-43.33333333333333,-167.6206896551724,0.11064969353772913,0.1,30.0
-37.916666666666664,-167.6206896551724,0.11069691840430818,0.1,30.0
-32.5,-167.6206896551724,0.1113313488398816,0.1,30.0
-27.08333333333333,-167.6206896551724,0.11334386264459873,0.1,30.0
-21.666666666666664,-167.6206896551724,0.11641282791254537,0.1,30.0
-16.25,-167.6206896551724,0.11739501750783554,0.1,30.0
-10.833333333333329,-167.6206896551724,0.11577152211411545,0.1,30.0
-5.416666666666664,-167.6206896551724,0.11131964506537506,0.1,30.0
0.0,-167.6206896551724,0.10718199956660246,0.1,30.0
5.416666666666671,-167.6206896551724,0.10665080060019227,0.1,30.0
10.833333333333343,-167.6206896551724,0.10689431849035269,0.1,30.0
16.25,-167.6206896551724,0.1076374483658179,0.1,30.0
21.66666666666667,-167.6206896551724,0.10878470591476042,0.1,30.0
27.083333333333343,-167.6206896551724,0.10946913250594614,0.1,30.0
32.5,-167.6206896551724,0.10971193862922979,0.1,30.0
37.91666666666667,-167.6206896551724,0.10958999607603248,0.1,30.0
43.33333333333334,-167.6206896551724,0.10908182202359795,0.1,30.0
48.75,-167.6206896551724,0.10940156107654309,0.1,30.0
54.16666666666667,-167.6206896551724,0.10846811903946252,0.1,30.0
59.58333333333334,-167.6206896551724,0.10829926065730588,0.1,30.0
65.0,-167.6206896551724,0.1075707879063943,0.1,30.0
-65.0,-155.24137931034483,0.11081000767642413,0.1,30.0
-59.583333333333336,-155.24137931034483,0.10992543421299494,0.1,30.0
-54.166666666666664,-155.24137931034483,0.11055715065313398,0.1,30.0
-48.75,-155.24137931034483,0.11020942885532192,0.1,30.0
-43.33333333333333,-155.24137931034483,0.11038201870111797,0.1,30.0
-37.916666666666664,-155.24137931034483,0.11051933286541538,0.1,30.0
-32.5,-155.24137931034483,0.11111610662750593,0.1,30.0
-27.08333333333333,-155.24137931034483,0.11321656530528124,0.1,30.0
-21.666666666666664,-155.24137931034483,0.11637995040304139,0.1,30.0
-16.25,-155.24137931034483,0.11723343195384239,0.1,30.0
-10.833333333333329,-155.24137931034483,0.11576018068548177,0.1,30.0
-5.416666666666664,-155.24137931034483,0.1114130874043856,0.1,30.0
0.0,-155.24137931034483,0.10717702885945513,0.1,30.0
5.416666666666671,-155.24137931034483,0.10654965894971358,0.1,30.0
10.833333333333343,-155.24137931034483,0.1068351274041085,0.1,30.0
16.25,-155.24137931034483,0.10746830347094505,0.1,30.0
21.66666666666667,-155.24137931034483,0.10878167071109002,0.1,30.0
27.083333333333343,-155.24137931034483,0.10918665538188188,0.1,30.0
32.5,-155.24137931034483,0.10962333314151651,0.1,30.0
37.91666666666667,-155.24137931034483,0.10954227872007527,0.1,30.0
43.33333333333334,-155.24137931034483,0.10905030726513687,0.1,30.0
48.75,-155.24137931034483,0.10932935556370327,0.1,30.0
