lat,lon,proba,snr,duration
-65.0,-180.0,0.7141034690047965,0.1,30.0
-59.583333333333336,-180.0,0.7212182486729719,0.1,30.0
-54.166666666666664,-180.0,0.7283066637724266,0.1,30.0
-48.75,-180.0,0.7238958889958067,0.1,30.0
-43.33333333333333,-180.0,0.7243569259605793,0.1,30.0
-37.916666666666664,-180.0,0.7256118743932601,0.1,30.0
-32.5,-180.0,0.7346705316611568,0.1,30.0
-27.08333333333333,-180.0,0.7340736526432603,0.1,30.0
-21.666666666666664,-180.0,0.7287573131997896,0.1,30.0
-16.25,-180.0,0.7158751585558822,0.1,30.0
-10.833333333333329,-180.0,0.7023344010680418,0.1,30.0
-5.416666666666664,-180.0,0.6967579877671648,0.1,30.0
0.0,-180.0,0.6946672431143158,0.1,30.0
5.416666666666671,-180.0,0.6956916618006597,0.1,30.0
10.833333333333343,-180.0,0.6994014853970545,0.1,30.0
16.25,-180.0,0.703004039895901,0.1,30.0
21.66666666666667,-180.0,0.7089631668672569,0.1,30.0
27.083333333333343,-180.0,0.7086451934851419,0.1,30.0
32.5,-180.0,0.7051175070365103,0.1,30.0
37.91666666666667,-180.0,0.7062323836506212,0.1,30.0
43.33333333333334,-180.0,0.7066138116964709,0.1,30.0
48.75,-180.0,0.7020039559485383,0.1,30.0
54.16666666666667,-180.0,0.7031074972647507,0.1,30.0
59.58333333333334,-180.0,0.6986341191890388,0.1,30.0
65.0,-180.0,0.7003446564517682,0.1,30.0
-65.0,-167.6206896551724,0.7141028217190035,0.1,30.0
-59.583333333333336,-167.6206896551724,0.7210574380986461,0.1,30.0
-54.166666666666664,-167.6206896551724,0.7283222794665472,0.1,30.0
-48.75,-167.6206896551724,0.7234202623654696,0.1,30.0
-43.33333333333333,-167.6206896551724,0.72389840203225,0.1,30.0
-37.916666666666664,-167.6206896551724,0.7256183961143086,0.1,30.0
-32.5,-167.6206896551724,0.7334237358781237,0.1,30.0
-27.08333333333333,-167.6206896551724,0.7341639026452926,0.1,30.0
-21.666666666666664,-167.6206896551724,0.7286387839393718,0.1,30.0
-16.25,-167.6206896551724,0.7154240771659066,0.1,30.0
-10.833333333333329,-167.6206896551724,0.7025302106977083,0.1,30.0
-5.416666666666664,-167.6206896551724,0.6969451152826769,0.1,30.0
0.0,-167.6206896551724,0.6950730717402045,0.1,30.0
5.416666666666671,-167.6206896551724,0.6957113037051104,0.1,30.0
10.833333333333343,-167.6206896551724,0.699653578900542,0.1,30.0
16.25,-167.6206896551724,0.7029020031516553,0.1,30.0
21.66666666666667,-167.6206896551724,0.7087593462627706,0.1,30.0
27.083333333333343,-167.6206896551724,0.7086528944441643,0.1,30.0
32.5,-167.6206896551724,0.7050594543826483,0.1,30.0
37.91666666666667,-167.6206896551724,0.706145868805435,0.1,30.0
43.33333333333334,-167.6206896551724,0.7066400759163296,0.1,30.0
48.75,-167.6206896551724,0.7019430788471319,0.1,30.0
54.16666666666667,-167.6206896551724,0.7029819945681768,0.1,30.0
59.58333333333334,-167.6206896551724,0.6984660845558401,0.1,30.0
65.0,-167.6206896551724,0.7003131668753386,0.1,30.0
-65.0,-155.24137931034483,0.7141999117748576,0.1,30.0
-59.583333333333336,-155.24137931034483,0.7208516556459887,0.1,30.0
-54.166666666666664,-155.24137931034483,0.7284857782937784,0.1,30.0
-48.75,-155.24137931034483,0.7231375724139728,0.1,30.0
-43.33333333333333,-155.24137931034483,0.7229921619206099,0.1,30.0
-37.916666666666664,-155.24137931034483,0.7255883559347522,0.1,30.0
-32.5,-155.24137931034483,0.7320405575163146,0.1,30.0
-27.08333333333333,-155.24137931034483,0.7342399644478876,0.1,30.0
-21.666666666666664,-155.24137931034483,0.7285685811401152,0.1,30.0
-16.25,-155.24137931034483,0.7153358754865309,0.1,30.0
-10.833333333333329,-155.24137931034483,0.7026029477180828,0.1,30.0
-5.416666666666664,-155.24137931034483,0.6970804686207955,0.1,30.0
0.0,-155.24137931034483,0.6953078300281872,0.1,30.0
5.416666666666671,-155.24137931034483,0.6956541067296562,0.1,30.0
10.833333333333343,-155.24137931034483,0.6999845682404862,0.1,30.0
16.25,-155.24137931034483,0.70285263026838,0.1,30.0
21.66666666666667,-155.24137931034483,0.7086499651325531,0.1,30.0
27.083333333333343,-155.24137931034483,0.7087708979327363,0.1,30.0
32.5,-155.24137931034483,0.705032099701423,0.1,30.0
37.91666666666667,-155.24137931034483,0.7059163868118232,0.1,30.0
43.33333333333334,-155.24137931034483,0.7067229914269741,0.1,30.0
48.75,-155.24137931034483,0.7016585341607847,0.1,30.0
54.16666666666667,-155.24137931034483,0.7022517841122211,0.1,30.0
59.58333333333334,-155.24137931034483,0.6984201154934762,0.1,30.0
65.0,-155.24137931034483,0.7001937058745853,0.1,30.0
-65.0,-180.0,0.9211623156198832,0.1,60.0
-59.583333333333336,-180.0,0.9228369119270511,0.1,60.0
-54.166666666666664,-180.0,0.9237842820047947,0.1,60.0
-48.75,-180.0,0.9239174115133981,0.1,60.0
-43.33333333333333,-180.0,0.9245340221627919,0.1,60.0
-37.916666666666664,-180.0,0.925567071459348,0.1,60.0
-32.5,-180.0,0.9295499705737102,0.1,60.0
-27.08333333333333,-180.0,0.929050082269506,0.1,60.0
-21.666666666666664,-180.0,0.9252824363458834,0.1,60.0
-16.25,-180.0,0.9223214453848434,0.1,60.0
-10.833333333333329,-180.0,0.914759002182769,0.1,60.0
-5.416666666666664,-180.0,0.9090073911720873,0.1,60.0
0.0,-180.0,0.9062045631586184,0.1,60.0
5.416666666666671,-180.0,0.9087294570479345,0.1,60.0
10.833333333333343,-180.0,0.9112654679990494,0.1,60.0
16.25,-180.0,0.9131363918512411,0.1,60.0
21.66666666666667,-180.0,0.9149467278662096,0.1,60.0
27.083333333333343,-180.0,0.9151562789179793,0.1,60.0
32.5,-180.0,0.9128929767288186,0.1,60.0
37.91666666666667,-180.0,0.9131808695412311,0.1,60.0
43.33333333333334,-180.0,0.9141628754168566,0.1,60.0
48.75,-180.0,0.9125292963713245,0.1,60.0
54.16666666666667,-180.0,0.911283128336968,0.1,60.0
59.58333333333334,-180.0,0.9099847133558405,0.1,60.0
65.0,-180.0,0.9096897095708678,0.1,60.0
-65.0,-167.6206896551724,0.9211651312390153,0.1,60.0
-59.583333333333336,-167.6206896551724,0.9228216829592064,0.1,60.0
-54.166666666666664,-167.6206896551724,0.9238036037613366,0.1,60.0
-48.75,-167.6206896551724,0.9239385185793496,0.1,60.0
-43.33333333333333,-167.6206896551724,0.9245312342955747,0.1,60.0
-37.916666666666664,-167.6206896551724,0.9255695953925699,0.1,60.0
-32.5,-167.6206896551724,0.9292070638833156,0.1,60.0
-27.08333333333333,-167.6206896551724,0.929054920721096,0.1,60.0
-21.666666666666664,-167.6206896551724,0.9251805847733415,0.1,60.0
-16.25,-167.6206896551724,0.9223220416443731,0.1,60.0
-10.833333333333329,-167.6206896551724,0.914837889153021,0.1,60.0
-5.416666666666664,-167.6206896551724,0.9091099324504661,0.1,60.0
0.0,-167.6206896551724,0.9063472415101576,0.1,60.0
5.416666666666671,-167.6206896551724,0.9087750971234345,0.1,60.0
10.833333333333343,-167.6206896551724,0.9112631926560089,0.1,60.0
16.25,-167.6206896551724,0.9130941532970412,0.1,60.0
21.66666666666667,-167.6206896551724,0.9149834722001211,0.1,60.0
27.083333333333343,-167.6206896551724,0.9150800901540614,0.1,60.0
32.5,-167.6206896551724,0.9129102663957598,0.1,60.0
37.91666666666667,-167.6206896551724,0.9130902791385611,0.1,60.0
43.33333333333334,-167.6206896551724,0.9142452629856763,0.1,60.0
48.75,-167.6206896551724,0.9123893616039604,0.1,60.0
54.16666666666667,-167.6206896551724,0.9113201777033938,0.1,60.0
59.58333333333334,-167.6206896551724,0.9101037010271914,0.1,60.0
65.0,-167.6206896551724,0.909697198369227,0.1,60.0
-65.0,-155.24137931034483,0.9211430817261043,0.1,60.0
-59.583333333333336,-155.24137931034483,0.9228222570133598,0.1,60.0
-54.166666666666664,-155.24137931034483,0.9238741358869872,0.1,60.0
-48.75,-155.24137931034483,0.923986132536756,0.1,60.0
-43.33333333333333,-155.24137931034483,0.9245143770879695,0.1,60.0
-37.916666666666664,-155.24137931034483,0.9256290950310284,0.1,60.0
-32.5,-155.24137931034483,0.9288215968158723,0.1,60.0
-27.08333333333333,-155.24137931034483,0.9290769783102478,0.1,60.0
-21.666666666666664,-155.24137931034483,0.9251626620493281,0.1,60.0
-16.25,-155.24137931034483,0.9223510062053134,0.1,60.0
-10.833333333333329,-155.24137931034483,0.9148676361054244,0.1,60.0
