type_unknown,wrinkle_ridges,type_setting
poly_0,-0.005871718217095308,wrinkle_ridges
poly_1,0.15376113721208334,wrinkle_ridges
poly_2,-1.5712837483202213,wrinkle_ridges
poly_3,7.775999952957236,wrinkle_ridges
poly_4,-19.078692206743472,wrinkle_ridges
poly_5,20.54549173690655,wrinkle_ridges
