type_setting,type_unknown,intraplate
active_high,coef_0,0.005385729043792198
active_high,coef_1,-0.04896619228044296
active_high,coef_2,0.014616191644974073
active_high,coef_3,-0.012316756196852574
active_high,coef_4,1.4722385475381117
