iloc,lon,lat,iradius,radius,ratio,ratio_map
1176,0,-89,0,10000.0,0.00023691580462895667,0.000271332053810875
1176,0,-89,1,510000.0,0.0025580965931347446,0.0029297057811271832
1176,0,-89,2,1010000.0,0.013796340182306742,0.0158005048358908
1176,0,-89,3,1510000.0,0.02905131433512001,0.03327153626073452
1176,0,-89,4,2010000.0,0.04715225125054976,0.05400195733524461
1176,0,-89,5,2510000.0,0.0667127576180961,0.07640397637571836
1176,0,-89,6,3010000.0,0.08716694316791782,0.0998294974504045
1176,0,-89,7,3510000.0,0.10864966509971644,0.12443296817424161
1176,0,-89,8,4010000.0,0.13218663307283993,0.15138910084183752
1176,0,-89,9,4510000.0,0.1577133965294042,0.1806240823014384
1176,0,-89,10,5010000.0,0.18395493618821532,0.21067767396424847
1176,0,-89,11,5510000.0,0.20964757153927052,0.24010262317155706
1176,0,-89,12,6010000.0,0.2365466641734715,0.27090928911567735
1176,0,-89,13,6510000.0,0.2628172659588856,0.30099616469769086
1176,0,-89,14,7010000.0,0.28943935268745025,0.33148558468427886
1176,0,-89,15,7510000.0,0.31482430328150673,0.3605581524319651
1176,0,-89,16,8010000.0,0.33771885882984215,0.38677855080406154
1176,0,-89,17,8510000.0,0.36040659241140915,0.41276208262728264
1176,0,-89,18,9010000.0,0.38877347452659533,0.44524976067214245
1176,0,-89,19,9510000.0,0.41751107618114663,0.4781620118861975
1176,0,-89,20,10010000.0,0.44553911887398223,0.5102616280348808
1176,0,-89,21,10510000.0,0.4748075539036082,0.5437818256462476
1176,0,-89,22,11010000.0,0.5028615846279295,0.5759112050518338
1176,0,-89,23,11510000.0,0.5304965010426377,0.6075605863138308
1176,0,-89,24,12010000.0,0.5569886185156434,0.6379011566907512
1176,0,-89,25,12510000.0,0.5865292519874641,0.6717330944263384
1176,0,-89,26,13010000.0,0.6176308995648611,0.7073528114278849
1176,0,-89,27,13510000.0,0.6478067501815531,0.7419122429362229
1176,0,-89,28,14010000.0,0.6769268303102763,0.7752625344494385
1176,0,-89,29,14510000.0,0.7054394581636422,0.8079171304022716
1176,0,-89,30,15010000.0,0.7320922082538281,0.8384416681510471
1176,0,-89,31,15510000.0,0.7566564405665859,0.8665742936385973
1176,0,-89,32,16010000.0,0.780023045883173,0.8933353154331001
1176,0,-89,33,16510000.0,0.8010745729053202,0.9174449524905353
1176,0,-89,34,17010000.0,0.8188494373213694,0.937801933215269
1176,0,-89,35,17510000.0,0.8354152216620659,0.9567741934036036
1176,0,-89,36,18010000.0,0.8497345604142285,0.9731736716862907
1176,0,-89,37,18510000.0,0.8612390107002648,0.9863493487119923
1212,10,-89,0,10000.0,0.00023698519598343708,0.0002714115254981159
1212,10,-89,1,510000.0,0.00255714013295212,0.002928610378031783
1212,10,-89,2,1010000.0,0.013795143820099009,0.01579913468071929
1212,10,-89,3,1510000.0,0.02905004088496305,0.03327007781921326
1212,10,-89,4,2010000.0,0.04715480375430274,0.054004880635725734
1212,10,-89,5,2510000.0,0.06672098627422872,0.07641340039102229
1212,10,-89,6,3010000.0,0.08714510720329405,0.09980448942218288
1212,10,-89,7,3510000.0,0.10857903959885441,0.12435208305882973
1212,10,-89,8,4010000.0,0.13213074503510358,0.1513250940691099
1212,10,-89,9,4510000.0,0.15772251247168528,0.18063452249704046
1212,10,-89,10,5010000.0,0.18397114326128716,0.21069623540395374
1212,10,-89,11,5510000.0,0.20970188409766183,0.24016482559844504
1212,10,-89,12,6010000.0,0.23650309348137052,0.2708593890028831
1212,10,-89,13,6510000.0,0.26275068734588664,0.3009199143528345
1212,10,-89,14,7010000.0,0.2894108518693353,0.3314529436136397
1212,10,-89,15,7510000.0,0.31482917048562825,0.3605637266843569
1212,10,-89,16,8010000.0,0.33771139731746397,0.38677000537383466
1212,10,-89,17,8510000.0,0.36037895833126005,0.41273043420376876
1212,10,-89,18,9010000.0,0.38882967749545716,0.44531412812536253
1212,10,-89,19,9510000.0,0.4175480913441319,0.4782044041622665
1212,10,-89,20,10010000.0,0.445545236922446,0.5102686348390811
1212,10,-89,21,10510000.0,0.47485792278442635,0.5438395115060066
1212,10,-89,22,11010000.0,0.5028769605984577,0.5759288146565171
1212,10,-89,23,11510000.0,0.530566690505679,0.6076409720491458
1212,10,-89,24,12010000.0,0.5570635178070659,0.6379869364410826
1212,10,-89,25,12510000.0,0.5865532363656932,0.6717605629635872
1212,10,-89,26,13010000.0,0.6176391882370644,0.7073623041776651
1212,10,-89,27,13510000.0,0.6478299656599511,0.7419388308772167
1212,10,-89,28,14010000.0,0.6769408985645701,0.7752786463687636
1212,10,-89,29,14510000.0,0.7054547872864617,0.8079346863537804
1212,10,-89,30,15010000.0,0.732112171212296,0.8384645310855386
1212,10,-89,31,15510000.0,0.7566508870793248,0.8665679334081908
1212,10,-89,32,16010000.0,0.7800265934645684,0.8933393783640117
1212,10,-89,33,16510000.0,0.8010753963950554,0.9174458956068524
1212,10,-89,34,17010000.0,0.8189124547742137,0.9378741050778974
1212,10,-89,35,17510000.0,0.835412499480252,0.9567710757762947
1212,10,-89,36,18010000.0,0.8497313085728979,0.9731699474569668
1212,10,-89,37,18510000.0,0.8612431798216149,0.9863541234726305
1248,20,-89,0,10000.0,0.00023696694957215316,0.00027139062846992437
1248,20,-89,1,510000.0,0.0025542781144131223,0.0029253326002176465
1248,20,-89,2,1010000.0,0.01379157725217399,0.015795050005145753
1248,20,-89,3,1510000.0,0.029046253131291448,0.03326573982671565
1248,20,-89,4,2010000.0,0.0471546601345644,0.05400471615265702
1248,20,-89,5,2510000.0,0.06673017168315275,0.07642392014453707
1248,20,-89,6,3010000.0,0.08713846135144189,0.0997968781417316
1248,20,-89,7,3510000.0,0.10852166019703972,0.12428636827477299
1248,20,-89,8,4010000.0,0.13208204199164783,0.15126931603932253
1248,20,-89,9,4510000.0,0.1577363872692454,0.18065041285658864
1248,20,-89,10,5010000.0,0.18399607892421402,0.21072479341698153
1248,20,-89,11,5510000.0,0.20975551818720756,0.24022625099677805
1248,20,-89,12,6010000.0,0.23644674553791983,0.2707948555149276
1248,20,-89,13,6510000.0,0.2626624117803775,0.3008188151858608
1248,20,-89,14,7010000.0,0.28935387322543965,0.3313876878047427
1248,20,-89,15,7510000.0,0.3148078152100808,0.3605392691738794
1248,20,-89,16,8010000.0,0.33767536211095744,0.3867287354104135
1248,20,-89,17,8510000.0,0.360334391066705,0.41267939274858434
1248,20,-89,18,9010000.0,0.38887783295505995,0.44536927902496876
1248,20,-89,19,9510000.0,0.4175675548768044,0.4782266951204519
1248,20,-89,20,10010000.0,0.4455510628685033,0.5102753071077869
1248,20,-89,21,10510000.0,0.474890238016151,0.5438765211019133
1248,20,-89,22,11010000.0,0.502889800509829,0.5759435197941865
1248,20,-89,23,11510000.0,0.5306126186669718,0.607693572095609
1248,20,-89,24,12010000.0,0.557137186616367,0.6380713069598025
1248,20,-89,25,12510000.0,0.5865783550434364,0.6717893305775998
