region,iloc,lon,lat,iradius,radius,ratio,ratio_map
corona,7,-39,-89,6,3010000.0,0.004530706486330478,0.023353003792724793
corona,7,-39,-89,7,3510000.0,0.006468765285692609,0.03334250424449301
corona,7,-39,-89,8,4010000.0,0.008730080989182131,0.044998195108482256
corona,7,-39,-89,9,4510000.0,0.012817819627940732,0.06606797224425812
corona,7,-39,-89,10,5010000.0,0.01863577372533017,0.09605594531471756
corona,7,-39,-89,11,5510000.0,0.023214438644556808,0.11965614531595778
corona,7,-39,-89,12,6010000.0,0.03122816479379099,0.1609619720609819
corona,7,-39,-89,13,6510000.0,0.03734693819278584,0.19250048351050236
corona,7,-39,-89,14,7010000.0,0.04333297431938103,0.22335481600578297
corona,7,-39,-89,15,7510000.0,0.04931269091814898,0.2541765752240784
corona,7,-39,-89,16,8010000.0,0.05693328403569844,0.2934560431202832
corona,7,-39,-89,17,8510000.0,0.06381759419565267,0.328940425470091
corona,7,-39,-89,18,9010000.0,0.07180092816635501,0.3700895992377783
corona,7,-39,-89,19,9510000.0,0.08073185714288968,0.4161230421215371
corona,7,-39,-89,20,10010000.0,0.0892455555260113,0.4600059180551276
corona,7,-39,-89,21,10510000.0,0.09873702968697813,0.5089286264116186
corona,7,-39,-89,22,11010000.0,0.10871932501502282,0.560381215838733
corona,7,-39,-89,23,11510000.0,0.11912094797969307,0.6139951811832803
corona,7,-39,-89,24,12010000.0,0.1286923756321144,0.6633300005857663
corona,7,-39,-89,25,12510000.0,0.13823471553652994,0.7125148905475458
corona,7,-39,-89,26,13010000.0,0.1466833054447265,0.7560621723598993
corona,7,-39,-89,27,13510000.0,0.15484196219536775,0.7981150271665629
corona,7,-39,-89,28,14010000.0,0.1620794667783702,0.8354199094154262
corona,7,-39,-89,29,14510000.0,0.16830029471870125,0.8674844492223517
corona,7,-39,-89,30,15010000.0,0.17297685191686377,0.8915892236797314
corona,7,-39,-89,31,15510000.0,0.17785209535548163,0.9167181034374469
corona,7,-39,-89,32,16010000.0,0.18214349383733164,0.9388376217344496
corona,7,-39,-89,33,16510000.0,0.18845659546482038,0.9713777756145145
corona,7,-39,-89,34,17010000.0,0.1925766745562804,0.9926142478820261
corona,7,-39,-89,35,17510000.0,0.1935278187559733,0.9975168109083162
corona,7,-39,-89,36,18010000.0,0.19400946693305535,0.9999994108604632
corona,7,-39,-89,37,18510000.0,0.19400946693305535,0.9999994108604632
corona,8,-19,-89,0,10000.0,0.0,0.0
corona,8,-19,-89,1,510000.0,0.0,0.0
corona,8,-19,-89,2,1010000.0,0.0,0.0
corona,8,-19,-89,3,1510000.0,0.0,0.0
corona,8,-19,-89,4,2010000.0,0.0012031080518044455,0.006201281628288108
corona,8,-19,-89,5,2510000.0,0.00291850659159842,0.015043105464527945
corona,8,-19,-89,6,3010000.0,0.004524256197635213,0.023319756523933675
corona,8,-19,-89,7,3510000.0,0.006579395667601499,0.03391273578257735
corona,8,-19,-89,8,4010000.0,0.00872969827666514,0.04499622246097401
corona,8,-19,-89,9,4510000.0,0.0128342473388643,0.06615264698464603
corona,8,-19,-89,10,5010000.0,0.01864896756878111,0.09612395145836868
corona,8,-19,-89,11,5510000.0,0.02322235060215118,0.11969692658842969
corona,8,-19,-89,12,6010000.0,0.03108656508883855,0.16023211272077087
corona,8,-19,-89,13,6510000.0,0.037219236084709256,0.19184225772976615
corona,8,-19,-89,14,7010000.0,0.04325587679797758,0.22295742572787008
corona,8,-19,-89,15,7510000.0,0.04919599963034546,0.25357510344591855
corona,8,-19,-89,16,8010000.0,0.056942787323411514,0.29350502672023093
corona,8,-19,-89,17,8510000.0,0.0639110348085644,0.3294220543273798
corona,8,-19,-89,18,9010000.0,0.0718263513866126,0.3702206402930508
corona,8,-19,-89,19,9510000.0,0.08057050359312008,0.41529136386758103
corona,8,-19,-89,20,10010000.0,0.0893184510498881,0.4603816496216512
corona,8,-19,-89,21,10510000.0,0.09884810702802388,0.509501161749
corona,8,-19,-89,22,11010000.0,0.108861581587861,0.5611144609286661
corona,8,-19,-89,23,11510000.0,0.1194062958508745,0.6154659738594448
corona,8,-19,-89,24,12010000.0,0.1288437299047514,0.6641101387195433
corona,8,-19,-89,25,12510000.0,0.138185193845521,0.71225963670547
corona,8,-19,-89,26,13010000.0,0.14655509054766908,0.7554013034675313
corona,8,-19,-89,27,13510000.0,0.15485392038650322,0.7981766642829339
corona,8,-19,-89,28,14010000.0,0.1620284712035126,0.8351570586091214
corona,8,-19,-89,29,14510000.0,0.16804605616511567,0.86617400593408
corona,8,-19,-89,30,15010000.0,0.17285878808586114,0.8909806772860274
corona,8,-19,-89,31,15510000.0,0.17782044214872408,0.9165549506356285
corona,8,-19,-89,32,16010000.0,0.18215361938044022,0.9388898126780325
corona,8,-19,-89,33,16510000.0,0.1884225443422408,0.9712022630322833
corona,8,-19,-89,34,17010000.0,0.1925976473990126,0.9927223499798662
corona,8,-19,-89,35,17510000.0,0.19347664555212282,0.997253044533864
corona,8,-19,-89,36,18010000.0,0.19400946693305535,0.9999994108604632
corona,8,-19,-89,37,18510000.0,0.19400946693305535,0.9999994108604632
corona,9,1,-89,0,10000.0,0.0,0.0
corona,9,1,-89,1,510000.0,0.0,0.0
corona,9,1,-89,2,1010000.0,0.0,0.0
corona,9,1,-89,3,1510000.0,0.00039606204081598696,0.0020414560884126558
corona,9,1,-89,4,2010000.0,0.0008507390532790512,0.004385036284691169
corona,9,1,-89,5,2510000.0,0.000640063600372337,0.0032991339721912816
corona,9,1,-89,6,3010000.0,0.0009305552092810152,0.004796439450943113
corona,9,1,-89,7,3510000.0,0.0006952240295111775,0.003583452039312637
corona,9,1,-89,8,4010000.0,0.0011618359099326162,0.005988549135337028
corona,9,1,-89,9,4510000.0,0.002498462214236004,0.012878035189670655
corona,9,1,-89,10,5010000.0,0.0014649844646478347,0.007551093380783687
corona,9,1,-89,11,5510000.0,0.002640608088418122,0.013610709696154466
corona,9,1,-89,12,6010000.0,0.002649688768903091,0.01365751501590886
corona,9,1,-89,13,6510000.0,0.0025141901706368986,0.012959103126115017
corona,9,1,-89,14,7010000.0,0.0020948493667532824,0.010797659339569972
corona,9,1,-89,15,7510000.0,0.0029800386459694905,0.015360265338697058
corona,9,1,-89,16,8010000.0,0.002736318477196554,0.014104037851242299
corona,9,1,-89,17,8510000.0,0.0027337013751702107,0.01409054830083078
corona,9,1,-89,18,9010000.0,0.003385367254496501,0.017449484881121573
corona,9,1,-89,19,9510000.0,0.002911468495788892,0.01500682841179249
corona,9,1,-89,20,10010000.0,0.0035807336515214436,0.018456478431566645
corona,9,1,-89,21,10510000.0,0.003612548659823297,0.01862046522077499
corona,9,1,-89,22,11010000.0,0.004311287988411303,0.022222036463554334
corona,9,1,-89,23,11510000.0,0.0036757385097416894,0.018946170010802364
corona,9,1,-89,24,12010000.0,0.0032629133562606448,0.016818310392426764
corona,9,1,-89,25,12510000.0,0.003440169779166463,0.017731958170956123
corona,9,1,-89,26,13010000.0,0.003261961454898525,0.01681340392669411
corona,9,1,-89,27,13510000.0,0.0028914720496956304,0.014903759037763106
corona,9,1,-89,28,14010000.0,0.0022441027058917444,0.011566968454052102
corona,9,1,-89,29,14510000.0,0.0024199373530536953,0.012473287853566155
corona,9,1,-89,30,15010000.0,0.001845709912038218,0.00951349876804936
corona,9,1,-89,31,15510000.0,0.0017873545245933186,0.009212712657000617
corona,9,1,-89,32,16010000.0,0.0025077160068812166,0.012925732796079887
corona,9,1,-89,33,16510000.0,0.002406584417879059,0.01240446168998259
corona,9,1,-89,34,17010000.0,0.0004975787171865781,0.0025647120829159166
corona,9,1,-89,35,17510000.0,0.00035559237186585,0.0018328598495403572
corona,9,1,-89,36,18010000.0,0.0,0.0
corona,9,1,-89,37,18510000.0,0.0,0.0
corona,10,21,-89,0,10000.0,0.0,0.0
corona,10,21,-89,1,510000.0,0.0,0.0
corona,10,21,-89,2,1010000.0,0.0,0.0
corona,10,21,-89,3,1510000.0,9.942739065662813e-06,5.1248701237001755e-05
corona,10,21,-89,4,2010000.0,0.00148243289471837,0.0076410293002354725
corona,10,21,-89,5,2510000.0,0.003052195358379537,0.01573218878676556
corona,10,21,-89,6,3010000.0,0.004548226776827505,0.02344331010845307
