iloc,lon,lat,iradius,radius,ratio,ratio_map,period,region
72,20,-89,2,1010000.0,0.0005473186726942548,0.024267227342746875,1.0,ridge_active
72,20,-89,3,1510000.0,0.0005494062436483829,0.024359786872442005,1.0,ridge_active
72,20,-89,4,2010000.0,0.0005503152326765089,0.024400089980116023,1.0,ridge_active
72,20,-89,5,2510000.0,0.0005971100481876605,0.026474896638695667,1.0,ridge_active
72,20,-89,0,10000.0,0.0005971100481876605,0.026474896638695667,10.0,ridge_active
72,20,-89,1,510000.0,0.0008128540865390211,0.03604063939097967,10.0,ridge_active
72,20,-89,2,1010000.0,0.0015740065137485244,0.06978891058123556,10.0,ridge_active
72,20,-89,3,1510000.0,0.00221086963633347,0.09802639443301348,10.0,ridge_active
72,20,-89,4,2010000.0,0.004299533362028454,0.19063437585721624,10.0,ridge_active
72,20,-89,5,2510000.0,0.006066668490497218,0.26898629777649896,10.0,ridge_active
72,20,-89,0,10000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
72,20,-89,1,510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
72,20,-89,2,1010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
72,20,-89,3,1510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
72,20,-89,4,2010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
72,20,-89,5,2510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
108,30,-89,0,10000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
108,30,-89,1,510000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
108,30,-89,2,1010000.0,0.0005473186726942548,0.024267227342746875,1.0,ridge_active
108,30,-89,3,1510000.0,0.0005494062436483829,0.024359786872442005,1.0,ridge_active
108,30,-89,4,2010000.0,0.0005503152326765089,0.024400089980116023,1.0,ridge_active
108,30,-89,5,2510000.0,0.0005971100481876605,0.026474896638695667,1.0,ridge_active
108,30,-89,0,10000.0,0.0005971100481876605,0.026474896638695667,10.0,ridge_active
108,30,-89,1,510000.0,0.0008128540865390211,0.03604063939097967,10.0,ridge_active
108,30,-89,2,1010000.0,0.0015740065137485244,0.06978891058123556,10.0,ridge_active
108,30,-89,3,1510000.0,0.00221086963633347,0.09802639443301348,10.0,ridge_active
108,30,-89,4,2010000.0,0.004299533362028454,0.19063437585721624,10.0,ridge_active
108,30,-89,5,2510000.0,0.006066668490497218,0.26898629777649896,10.0,ridge_active
108,30,-89,0,10000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
108,30,-89,1,510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
108,30,-89,2,1010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
108,30,-89,3,1510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
108,30,-89,4,2010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
108,30,-89,5,2510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
144,40,-89,0,10000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
144,40,-89,1,510000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
144,40,-89,2,1010000.0,0.0005473186726942548,0.024267227342746875,1.0,ridge_active
144,40,-89,3,1510000.0,0.0005494062436483829,0.024359786872442005,1.0,ridge_active
144,40,-89,4,2010000.0,0.0005503152326765089,0.024400089980116023,1.0,ridge_active
144,40,-89,5,2510000.0,0.0005971100481876605,0.026474896638695667,1.0,ridge_active
144,40,-89,0,10000.0,0.0005971100481876605,0.026474896638695667,10.0,ridge_active
144,40,-89,1,510000.0,0.0008128540865390211,0.03604063939097967,10.0,ridge_active
144,40,-89,2,1010000.0,0.0015740065137485244,0.06978891058123556,10.0,ridge_active
144,40,-89,3,1510000.0,0.00221086963633347,0.09802639443301348,10.0,ridge_active
144,40,-89,4,2010000.0,0.004299533362028454,0.19063437585721624,10.0,ridge_active
144,40,-89,5,2510000.0,0.006066668490497218,0.26898629777649896,10.0,ridge_active
144,40,-89,0,10000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
144,40,-89,1,510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
144,40,-89,2,1010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
144,40,-89,3,1510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
144,40,-89,4,2010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
144,40,-89,5,2510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
180,50,-89,0,10000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
180,50,-89,1,510000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
180,50,-89,2,1010000.0,0.0005473186726942548,0.024267227342746875,1.0,ridge_active
180,50,-89,3,1510000.0,0.0005494062436483829,0.024359786872442005,1.0,ridge_active
180,50,-89,4,2010000.0,0.0005503152326765089,0.024400089980116023,1.0,ridge_active
180,50,-89,5,2510000.0,0.0005971100481876605,0.026474896638695667,1.0,ridge_active
180,50,-89,0,10000.0,0.0005971100481876605,0.026474896638695667,10.0,ridge_active
180,50,-89,1,510000.0,0.0008128540865390211,0.03604063939097967,10.0,ridge_active
180,50,-89,2,1010000.0,0.0015740065137485244,0.06978891058123556,10.0,ridge_active
180,50,-89,3,1510000.0,0.00221086963633347,0.09802639443301348,10.0,ridge_active
180,50,-89,4,2010000.0,0.004299533362028454,0.19063437585721624,10.0,ridge_active
180,50,-89,5,2510000.0,0.006066668490497218,0.26898629777649896,10.0,ridge_active
180,50,-89,0,10000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
180,50,-89,1,510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
180,50,-89,2,1010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
180,50,-89,3,1510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
180,50,-89,4,2010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
180,50,-89,5,2510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
216,60,-89,0,10000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
216,60,-89,1,510000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
216,60,-89,2,1010000.0,0.0005473186726942548,0.024267227342746875,1.0,ridge_active
216,60,-89,3,1510000.0,0.0005494062436483829,0.024359786872442005,1.0,ridge_active
216,60,-89,4,2010000.0,0.0005503152326765089,0.024400089980116023,1.0,ridge_active
216,60,-89,5,2510000.0,0.0005971100481876605,0.026474896638695667,1.0,ridge_active
216,60,-89,0,10000.0,0.0005971100481876605,0.026474896638695667,10.0,ridge_active
216,60,-89,1,510000.0,0.0008128540865390211,0.03604063939097967,10.0,ridge_active
216,60,-89,2,1010000.0,0.0015740065137485244,0.06978891058123556,10.0,ridge_active
216,60,-89,3,1510000.0,0.00221086963633347,0.09802639443301348,10.0,ridge_active
216,60,-89,4,2010000.0,0.004299533362028454,0.19063437585721624,10.0,ridge_active
216,60,-89,5,2510000.0,0.006066668490497218,0.26898629777649896,10.0,ridge_active
216,60,-89,0,10000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
216,60,-89,1,510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
216,60,-89,2,1010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
216,60,-89,3,1510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
216,60,-89,4,2010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
216,60,-89,5,2510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
252,70,-89,0,10000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
252,70,-89,1,510000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
252,70,-89,2,1010000.0,0.0005473186726942548,0.024267227342746875,1.0,ridge_active
252,70,-89,3,1510000.0,0.0005494062436483829,0.024359786872442005,1.0,ridge_active
252,70,-89,4,2010000.0,0.0005503152326765089,0.024400089980116023,1.0,ridge_active
252,70,-89,5,2510000.0,0.0005971100481876605,0.026474896638695667,1.0,ridge_active
252,70,-89,0,10000.0,0.0005971100481876605,0.026474896638695667,10.0,ridge_active
252,70,-89,1,510000.0,0.0008128540865390211,0.03604063939097967,10.0,ridge_active
252,70,-89,2,1010000.0,0.0015740065137485244,0.06978891058123556,10.0,ridge_active
252,70,-89,3,1510000.0,0.00221086963633347,0.09802639443301348,10.0,ridge_active
252,70,-89,4,2010000.0,0.004299533362028454,0.19063437585721624,10.0,ridge_active
252,70,-89,5,2510000.0,0.006066668490497218,0.26898629777649896,10.0,ridge_active
252,70,-89,0,10000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
252,70,-89,1,510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
252,70,-89,2,1010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
252,70,-89,3,1510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
252,70,-89,4,2010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
252,70,-89,5,2510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
288,80,-89,0,10000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
288,80,-89,1,510000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
288,80,-89,2,1010000.0,0.0005473186726942548,0.024267227342746875,1.0,ridge_active
288,80,-89,3,1510000.0,0.0005494062436483829,0.024359786872442005,1.0,ridge_active
288,80,-89,4,2010000.0,0.0005503152326765089,0.024400089980116023,1.0,ridge_active
288,80,-89,5,2510000.0,0.0005971100481876605,0.026474896638695667,1.0,ridge_active
288,80,-89,0,10000.0,0.0005971100481876605,0.026474896638695667,10.0,ridge_active
288,80,-89,1,510000.0,0.0008128540865390211,0.03604063939097967,10.0,ridge_active
288,80,-89,2,1010000.0,0.0015740065137485244,0.06978891058123556,10.0,ridge_active
288,80,-89,3,1510000.0,0.00221086963633347,0.09802639443301348,10.0,ridge_active
288,80,-89,4,2010000.0,0.004299533362028454,0.19063437585721624,10.0,ridge_active
288,80,-89,5,2510000.0,0.006066668490497218,0.26898629777649896,10.0,ridge_active
288,80,-89,0,10000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
288,80,-89,1,510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
288,80,-89,2,1010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
288,80,-89,3,1510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
288,80,-89,4,2010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
288,80,-89,5,2510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
324,90,-89,0,10000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
324,90,-89,1,510000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
324,90,-89,2,1010000.0,0.0005473186726942548,0.024267227342746875,1.0,ridge_active
324,90,-89,3,1510000.0,0.0005494062436483829,0.024359786872442005,1.0,ridge_active
324,90,-89,4,2010000.0,0.0005503152326765089,0.024400089980116023,1.0,ridge_active
324,90,-89,5,2510000.0,0.0005971100481876605,0.026474896638695667,1.0,ridge_active
324,90,-89,0,10000.0,0.0005971100481876605,0.026474896638695667,10.0,ridge_active
324,90,-89,1,510000.0,0.0008128540865390211,0.03604063939097967,10.0,ridge_active
324,90,-89,2,1010000.0,0.0015740065137485244,0.06978891058123556,10.0,ridge_active
324,90,-89,3,1510000.0,0.00221086963633347,0.09802639443301348,10.0,ridge_active
324,90,-89,4,2010000.0,0.004299533362028454,0.19063437585721624,10.0,ridge_active
324,90,-89,5,2510000.0,0.006066668490497218,0.26898629777649896,10.0,ridge_active
324,90,-89,0,10000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
324,90,-89,1,510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
324,90,-89,2,1010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
324,90,-89,3,1510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
324,90,-89,4,2010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
324,90,-89,5,2510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
360,100,-89,0,10000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
360,100,-89,1,510000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
360,100,-89,2,1010000.0,0.0005473186726942548,0.024267227342746875,1.0,ridge_active
360,100,-89,3,1510000.0,0.0005494062436483829,0.024359786872442005,1.0,ridge_active
360,100,-89,4,2010000.0,0.0005503152326765089,0.024400089980116023,1.0,ridge_active
360,100,-89,5,2510000.0,0.0005971100481876605,0.026474896638695667,1.0,ridge_active
360,100,-89,0,10000.0,0.0005971100481876605,0.026474896638695667,10.0,ridge_active
360,100,-89,1,510000.0,0.0008128540865390211,0.03604063939097967,10.0,ridge_active
360,100,-89,2,1010000.0,0.0015740065137485244,0.06978891058123556,10.0,ridge_active
360,100,-89,3,1510000.0,0.00221086963633347,0.09802639443301348,10.0,ridge_active
360,100,-89,4,2010000.0,0.004299533362028454,0.19063437585721624,10.0,ridge_active
360,100,-89,5,2510000.0,0.006066668490497218,0.26898629777649896,10.0,ridge_active
360,100,-89,0,10000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
360,100,-89,1,510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
360,100,-89,2,1010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
360,100,-89,3,1510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
360,100,-89,4,2010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
360,100,-89,5,2510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
396,110,-89,0,10000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
396,110,-89,1,510000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
396,110,-89,2,1010000.0,0.0005473186726942548,0.024267227342746875,1.0,ridge_active
396,110,-89,3,1510000.0,0.0005494062436483829,0.024359786872442005,1.0,ridge_active
396,110,-89,4,2010000.0,0.0005503152326765089,0.024400089980116023,1.0,ridge_active
396,110,-89,5,2510000.0,0.0005971100481876605,0.026474896638695667,1.0,ridge_active
396,110,-89,0,10000.0,0.0005971100481876605,0.026474896638695667,10.0,ridge_active
396,110,-89,1,510000.0,0.0008128540865390211,0.03604063939097967,10.0,ridge_active
396,110,-89,2,1010000.0,0.0015740065137485244,0.06978891058123556,10.0,ridge_active
396,110,-89,3,1510000.0,0.00221086963633347,0.09802639443301348,10.0,ridge_active
396,110,-89,4,2010000.0,0.004299533362028454,0.19063437585721624,10.0,ridge_active
396,110,-89,5,2510000.0,0.006066668490497218,0.26898629777649896,10.0,ridge_active
396,110,-89,0,10000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
396,110,-89,1,510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
396,110,-89,2,1010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
396,110,-89,3,1510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
396,110,-89,4,2010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
396,110,-89,5,2510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
432,120,-89,0,10000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
432,120,-89,1,510000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
432,120,-89,2,1010000.0,0.0005473186726942548,0.024267227342746875,1.0,ridge_active
432,120,-89,3,1510000.0,0.0005494062436483829,0.024359786872442005,1.0,ridge_active
432,120,-89,4,2010000.0,0.0005503152326765089,0.024400089980116023,1.0,ridge_active
432,120,-89,5,2510000.0,0.0005971100481876605,0.026474896638695667,1.0,ridge_active
432,120,-89,0,10000.0,0.0005971100481876605,0.026474896638695667,10.0,ridge_active
432,120,-89,1,510000.0,0.0008128540865390211,0.03604063939097967,10.0,ridge_active
432,120,-89,2,1010000.0,0.0015740065137485244,0.06978891058123556,10.0,ridge_active
432,120,-89,3,1510000.0,0.00221086963633347,0.09802639443301348,10.0,ridge_active
432,120,-89,4,2010000.0,0.004299533362028454,0.19063437585721624,10.0,ridge_active
432,120,-89,5,2510000.0,0.006066668490497218,0.26898629777649896,10.0,ridge_active
432,120,-89,0,10000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
432,120,-89,1,510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
432,120,-89,2,1010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
432,120,-89,3,1510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
432,120,-89,4,2010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
432,120,-89,5,2510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
468,130,-89,0,10000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
468,130,-89,1,510000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
468,130,-89,2,1010000.0,0.0005473186726942548,0.024267227342746875,1.0,ridge_active
468,130,-89,3,1510000.0,0.0005494062436483829,0.024359786872442005,1.0,ridge_active
468,130,-89,4,2010000.0,0.0005503152326765089,0.024400089980116023,1.0,ridge_active
468,130,-89,5,2510000.0,0.0005971100481876605,0.026474896638695667,1.0,ridge_active
468,130,-89,0,10000.0,0.0005971100481876605,0.026474896638695667,10.0,ridge_active
468,130,-89,1,510000.0,0.0008128540865390211,0.03604063939097967,10.0,ridge_active
468,130,-89,2,1010000.0,0.0015740065137485244,0.06978891058123556,10.0,ridge_active
468,130,-89,3,1510000.0,0.00221086963633347,0.09802639443301348,10.0,ridge_active
468,130,-89,4,2010000.0,0.004299533362028454,0.19063437585721624,10.0,ridge_active
468,130,-89,5,2510000.0,0.006066668490497218,0.26898629777649896,10.0,ridge_active
468,130,-89,0,10000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
468,130,-89,1,510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
468,130,-89,2,1010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
468,130,-89,3,1510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
468,130,-89,4,2010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
468,130,-89,5,2510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
504,140,-89,0,10000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
504,140,-89,1,510000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
504,140,-89,2,1010000.0,0.0005473186726942548,0.024267227342746875,1.0,ridge_active
504,140,-89,3,1510000.0,0.0005494062436483829,0.024359786872442005,1.0,ridge_active
504,140,-89,4,2010000.0,0.0005503152326765089,0.024400089980116023,1.0,ridge_active
504,140,-89,5,2510000.0,0.0005971100481876605,0.026474896638695667,1.0,ridge_active
504,140,-89,0,10000.0,0.0005971100481876605,0.026474896638695667,10.0,ridge_active
504,140,-89,1,510000.0,0.0008128540865390211,0.03604063939097967,10.0,ridge_active
504,140,-89,2,1010000.0,0.0015740065137485244,0.06978891058123556,10.0,ridge_active
504,140,-89,3,1510000.0,0.00221086963633347,0.09802639443301348,10.0,ridge_active
504,140,-89,4,2010000.0,0.004299533362028454,0.19063437585721624,10.0,ridge_active
504,140,-89,5,2510000.0,0.006066668490497218,0.26898629777649896,10.0,ridge_active
504,140,-89,0,10000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
504,140,-89,1,510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
504,140,-89,2,1010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
504,140,-89,3,1510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
504,140,-89,4,2010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
504,140,-89,5,2510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
540,150,-89,0,10000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
540,150,-89,1,510000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
540,150,-89,2,1010000.0,0.0005473186726942548,0.024267227342746875,1.0,ridge_active
540,150,-89,3,1510000.0,0.0005494062436483829,0.024359786872442005,1.0,ridge_active
540,150,-89,4,2010000.0,0.0005503152326765089,0.024400089980116023,1.0,ridge_active
540,150,-89,5,2510000.0,0.0005971100481876605,0.026474896638695667,1.0,ridge_active
540,150,-89,0,10000.0,0.0005971100481876605,0.026474896638695667,10.0,ridge_active
540,150,-89,1,510000.0,0.0008128540865390211,0.03604063939097967,10.0,ridge_active
540,150,-89,2,1010000.0,0.0015740065137485244,0.06978891058123556,10.0,ridge_active
540,150,-89,3,1510000.0,0.00221086963633347,0.09802639443301348,10.0,ridge_active
540,150,-89,4,2010000.0,0.004299533362028454,0.19063437585721624,10.0,ridge_active
540,150,-89,5,2510000.0,0.006066668490497218,0.26898629777649896,10.0,ridge_active
540,150,-89,0,10000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
540,150,-89,1,510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
540,150,-89,2,1010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
540,150,-89,3,1510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
540,150,-89,4,2010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
540,150,-89,5,2510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
576,160,-89,0,10000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
576,160,-89,1,510000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
576,160,-89,2,1010000.0,0.0005473186726942548,0.024267227342746875,1.0,ridge_active
576,160,-89,3,1510000.0,0.0005494062436483829,0.024359786872442005,1.0,ridge_active
576,160,-89,4,2010000.0,0.0005503152326765089,0.024400089980116023,1.0,ridge_active
576,160,-89,5,2510000.0,0.0005971100481876605,0.026474896638695667,1.0,ridge_active
576,160,-89,0,10000.0,0.0005971100481876605,0.026474896638695667,10.0,ridge_active
576,160,-89,1,510000.0,0.0008128540865390211,0.03604063939097967,10.0,ridge_active
576,160,-89,2,1010000.0,0.0015740065137485244,0.06978891058123556,10.0,ridge_active
576,160,-89,3,1510000.0,0.00221086963633347,0.09802639443301348,10.0,ridge_active
576,160,-89,4,2010000.0,0.004299533362028454,0.19063437585721624,10.0,ridge_active
576,160,-89,5,2510000.0,0.006066668490497218,0.26898629777649896,10.0,ridge_active
576,160,-89,0,10000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
576,160,-89,1,510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
576,160,-89,2,1010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
576,160,-89,3,1510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
576,160,-89,4,2010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
576,160,-89,5,2510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
612,170,-89,0,10000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
612,170,-89,1,510000.0,0.0005243783173140879,0.023250088978741337,1.0,ridge_active
612,170,-89,2,1010000.0,0.0005473186726942548,0.024267227342746875,1.0,ridge_active
612,170,-89,3,1510000.0,0.0005494062436483829,0.024359786872442005,1.0,ridge_active
612,170,-89,4,2010000.0,0.0005503152326765089,0.024400089980116023,1.0,ridge_active
612,170,-89,5,2510000.0,0.0005971100481876605,0.026474896638695667,1.0,ridge_active
612,170,-89,0,10000.0,0.0005971100481876605,0.026474896638695667,10.0,ridge_active
612,170,-89,1,510000.0,0.0008128540865390211,0.03604063939097967,10.0,ridge_active
612,170,-89,2,1010000.0,0.0015740065137485244,0.06978891058123556,10.0,ridge_active
612,170,-89,3,1510000.0,0.00221086963633347,0.09802639443301348,10.0,ridge_active
612,170,-89,4,2010000.0,0.004299533362028454,0.19063437585721624,10.0,ridge_active
612,170,-89,5,2510000.0,0.006066668490497218,0.26898629777649896,10.0,ridge_active
612,170,-89,0,10000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
612,170,-89,1,510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
612,170,-89,2,1010000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
612,170,-89,3,1510000.0,0.022553756793680504,0.9999972061084986,100.0,ridge_active
